scientific name,Chinese name,first flowering month,last flowering month,first fruiting month,last fruiting name,family name,genus name,woodiness
Ilex oblonga,³¤Ô²¹û¶¬Çà,NA,NA,12,12,Aquifoliaceae,Ilex,WD
Ilex occulta,ÔÁ¹ğ¶¬Çà,NA,NA,6,6,Aquifoliaceae,Ilex,WD
Ilex oligodonta,Êè³İ¶¬Çà,5,5,7,10,Aquifoliaceae,Ilex,WD
Ilex pedunculosa,¾ß±ú¶¬Çà,6,6,7,11,Aquifoliaceae,Ilex,WD
Ilex peiradena,ÉÏË¼¶¬Çà,3,3,7,7,Aquifoliaceae,Ilex,WD
Ilex pingnanensis,Æ½ÄÏ¶¬Çà,NA,NA,10,11,Aquifoliaceae,Ilex,WD
Ilex pubescens,Ã«¶¬Çà,4,5,8,11,Aquifoliaceae,Ilex,WD
Ilex pubilimba,Ã«Ò¶¶¬Çà,3,3,8,12,Aquifoliaceae,Ilex,WD
Ilex retusifolia,Î¢°¼¶¬Çà,6,6,NA,NA,Aquifoliaceae,Ilex,WD
Ilex robustinervosa,´ÖÂö¶¬Çà,4,4,5,5,Aquifoliaceae,Ilex,WD
Ilex rotunda,Ìú¶¬Çà,4,4,8,12,Aquifoliaceae,Ilex,WD
Ilex sinica,ÖĞ»ª¶¬Çà,4,5,7,10,Aquifoliaceae,Ilex,WD
Ilex sterrophylla,»ªÄÏ¶¬Çà,5,5,9,10,Aquifoliaceae,Ilex,WD
Ilex stewardii,Ç­¹ğ¶¬Çà,6,7,8,11,Aquifoliaceae,Ilex,WD
Ilex strigillosa,´ÖÃ«¶¬Çà,NA,NA,7,7,Aquifoliaceae,Ilex,WD
Ilex suaveolens,Ïã¶¬Çà,6,6,NA,NA,Aquifoliaceae,Ilex,WD
Ilex subcrenata,Äâ¶Û³İ¶¬Çà,6,6,NA,NA,Aquifoliaceae,Ilex,WD
Ilex subficoidea,ÄâéÅÒ¶¶¬Çà,1,5,6,12,Aquifoliaceae,Ilex,WD
Ilex syzygiophylla,±¡ÌÒÒ¶¶¬Çà,6,6,8,11,Aquifoliaceae,Ilex,WD
Ilex szechwanensis,ËÄ´¨¶¬Çà,5,6,8,10,Aquifoliaceae,Ilex,WD
Ilex tenuis,±¡ºË¶¬Çà,NA,NA,6,6,Aquifoliaceae,Ilex,WD
Ilex triflora,Èı»¨¶¬Çà,5,7,8,11,Aquifoliaceae,Ilex,WD
Ilex triflora var. kanehirai,¶ÛÍ·¶¬Çà,NA,NA,NA,NA,Aquifoliaceae,Ilex,WD
Ilex tsangii,Ï¸Ö¦¶¬Çà,NA,NA,6,7,Aquifoliaceae,Ilex,WD
Ilex tsoii,×Ï¹û¶¬Çà,5,6,6,8,Aquifoliaceae,Ilex,WD
Ilex tutcheri,ÂŞ¸¡¶¬Çà,4,5,7,12,Aquifoliaceae,Ilex,WD
Ilex verisimilis,ÊªÉú¶¬Çà,4,5,6,11,Aquifoliaceae,Ilex,WD
Ilex viridis,ÂÌ¶¬Çà,5,5,10,11,Aquifoliaceae,Ilex,WD
Ilex wilsonii,Î²Ò¶¶¬Çà,5,6,8,10,Aquifoliaceae,Ilex,WD
Ilex xiaojinensis,Ğ¡½ğ¶¬Çà,3,5,6,10,Aquifoliaceae,Ilex,WD
Ilex yangchunensis,Ñô´º¶¬Çà,NA,NA,11,11,Aquifoliaceae,Ilex,WD
Illicium angustisepalum,´óÓì°Ë½Ç,2,4,9,10,Illiciaceae,Illicium,WD
Illicium brevistylum,¶ÌÖù°Ë½Ç,4,5,10,11,Illiciaceae,Illicium,WD
Illicium dunnianum,ºì»¨°Ë½Ç,4,7,7,10,Illiciaceae,Illicium,WD
Illicium jiadifengpi,¼ÙµØ·ãÆ¤,3,5,8,10,Illiciaceae,Illicium,WD
Illicium lanceolatum,ºì¶¾Üî,4,6,8,10,Illiciaceae,Illicium,WD
Illicium leiophyllum,Æ½»¬Ò¶°Ë½Ç,NA,NA,NA,NA,Illiciaceae,Illicium,WD
Illicium majus,´ó°Ë½Ç,4,6,7,10,Illiciaceae,Illicium,WD
Illicium micranthum,Ğ¡»¨°Ë½Ç,4,6,7,9,Illiciaceae,Illicium,WD
Illicium oligandrum,ÉÙÒ©°Ë½Ç,5,10,NA,NA,Illiciaceae,Illicium,WD
Illicium pachyphyllum,¶Ì¹£°Ë½Ç,12,3,9,10,Illiciaceae,Illicium,WD
Illicium tashiroi,ÂÍ´ó°Ë½Ç,4,8,NA,NA,Illiciaceae,Illicium,WD
Illicium ternstroemioides,ºñÆ¤Ïã°Ë½Ç,1,8,4,11,Illiciaceae,Illicium,WD
Illicium tsangii,ÔÁÖĞ°Ë½Ç,4,5,7,8,Illiciaceae,Illicium,WD
Illicium verum,°Ë½Ç,7,8,10,11,Illiciaceae,Illicium,WD
Illigera brevistaminata,¶ÌÈïÇàÌÙ,9,9,NA,NA,Hernandiaceae,Illigera,WD
Illigera celebica,¿íÒ©ÇàÌÙ,4,10,6,11,Hernandiaceae,Illigera,WD
Illigera parviflora,Ğ¡»¨ÇàÌÙ,5,10,11,12,Hernandiaceae,Illigera,WD
Illigera rhodantha,ºì»¨ÇàÌÙ,9,11,12,4,Hernandiaceae,Illigera,WD
Illigera rhodantha var. angustifoliolata,ÏÁÒ¶ÇàÌÙ,NA,NA,NA,NA,Hernandiaceae,Illigera,WD
Illigera rhodantha var. orbiculata,Ô²³áÇàÌÙ,NA,NA,NA,NA,Hernandiaceae,Illigera,WD
Impatiens apalophylla,´óÒ¶·ïÏÉ»¨,6,11,6,11,Balsaminaceae,Impatiens,CB
Impatiens blepharosepala,½ŞÃ«İà·ïÏÉ»¨,5,11,5,11,Balsaminaceae,Impatiens,CB
Impatiens chinensis,»ª·ïÏÉ,5,8,8,10,Balsaminaceae,Impatiens,CB
Impatiens chlorosepala,ÂÌİà·ïÏÉ»¨,10,12,NA,NA,Balsaminaceae,Impatiens,CB
Impatiens claviger,°ô·ïÏÉ»¨,10,1,1,2,Balsaminaceae,Impatiens,CB
Impatiens commelinoides,Ñ¼õÅ²İ×´·ïÏÉ»¨,6,11,11,11,Balsaminaceae,Impatiens,CB
Impatiens davidii,êôÁë·ïÏÉ»¨,8,11,NA,NA,Balsaminaceae,Impatiens,CB
Impatiens duclouxii,µáÄÏ·ïÏÉ»¨,8,9,9,10,Balsaminaceae,Impatiens,CB
Impatiens hongkongensis,Ïã¸Û·ïÏÉ»¨,10,10,NA,NA,Balsaminaceae,Impatiens,CB
Impatiens hunanensis,ºşÄÏ·ïÏÉ»¨,6,10,NA,NA,Balsaminaceae,Impatiens,CB
Impatiens jinggangensis,¾®¸ÔÉ½·ïÏÉ»¨,8,10,8,10,Balsaminaceae,Impatiens,CB
Impatiens lasiophyton,Ã«·ïÏÉ»¨,6,7,NA,NA,Balsaminaceae,Impatiens,CB
Impatiens mengtszeana,ÃÉ×Ô·ïÏÉ»¨,8,10,NA,NA,Balsaminaceae,Impatiens,CB
Impatiens noli-tangere,Ë®½ğ·ï,7,9,NA,NA,Balsaminaceae,Impatiens,CB
Impatiens obesa,·áÂú»ª·ïÏÉ,6,7,NA,NA,Balsaminaceae,Impatiens,CB
Impatiens polyneura,¶àÂö·ïÏÉ»¨,NA,NA,NA,NA,Balsaminaceae,Impatiens,CB
Impatiens siculifer,»Æ½ğ·ï,5,10,NA,NA,Balsaminaceae,Impatiens,CB
Impatiens siculifer var. porphyrea,µÈ»¨»Æ½ğ·ï,NA,NA,NA,NA,Balsaminaceae,Impatiens,CB
Impatiens tubulosa,¹Ü¾¥·ïÏÉ»¨,8,11,NA,NA,Balsaminaceae,Impatiens,CB
Imperata cylindrica var. major,´ó°×Ã©,5,8,5,8,Poaceae,Imperata,CB
Indigofera atropurpurea,×ÏÉîÄ¾À¶,5,9,8,12,Fabaceae,Indigofera,WD
Indigofera colutea,Êè»¨Ä¾À¶,6,8,8,12,Fabaceae,Indigofera,CB
Indigofera cordifolia,Ï¸ĞÄÄ¾À¶,10,11,11,12,Fabaceae,Indigofera,CB
Indigofera decora,Í¥ÌÙ,4,6,6,10,Fabaceae,Indigofera,WD
Indigofera decora var. cooperi,Äş²¨Ä¾À¶,NA,NA,NA,NA,Fabaceae,Indigofera,WD
Indigofera decora var. ichangensis,ÒË²ıÄ¾À¶,NA,NA,NA,NA,Fabaceae,Indigofera,WD
Indigofera densifructa,ÃÜ¹ûÄ¾À¶,6,6,6,8,Fabaceae,Indigofera,WD
Indigofera esquirolii,Ç­ÄÏÄ¾À¶,4,8,7,8,Fabaceae,Indigofera,WD
Indigofera galegoides,¼Ù´óÇàÀ¶,4,8,9,10,Fabaceae,Indigofera,WD
Indigofera hirsuta,Ó²Ã«Ä¾À¶,7,9,10,12,Fabaceae,Indigofera,WD
Indigofera nigrescens,ºÚÒ¶Ä¾À¶,6,9,9,10,Fabaceae,Indigofera,WD
Indigofera parkesii,Õã½­Ä¾À¶,5,9,9,10,Fabaceae,Indigofera,WD
Indigofera spicata,ËëĞòÄ¾À¶,4,11,4,11,Fabaceae,Indigofera,CB
Indigofera squalida,Ô¶Ö¾Ä¾À¶,5,6,9,9,Fabaceae,Indigofera,CB
Indigofera trifoliata,ÈıÒ¶Ä¾À¶,7,9,9,10,Fabaceae,Indigofera,CB
Indigofera venulosa,ÂöÒ¶Ä¾À¶,3,5,NA,NA,Fabaceae,Indigofera,WD
Indigofera zollingeriana,¼âÒ¶Ä¾À¶,6,9,10,11,Fabaceae,Indigofera,WD
Indocalamus amplexicaulis,½ôóêóèÖñ,NA,NA,NA,NA,Poaceae,Indocalamus,WD
Indocalamus chebalingensis,³µ°ËÁëóèÖñ,NA,NA,NA,NA,Poaceae,Indocalamus,WD
Indocalamus guangdongensis,¹ã¶«óèÖñ,NA,NA,NA,NA,Poaceae,Indocalamus,WD
Indocalamus herklotsii,ôÕ°ÍóèÖñ,NA,NA,NA,NA,Poaceae,Indocalamus,WD
Indocalamus inaequilaterus,ÔÁÎ÷óèÖñ,NA,NA,NA,NA,Poaceae,Indocalamus,WD
Indocalamus latifolius,À«Ò¶óèÖñ,NA,NA,NA,NA,Poaceae,Indocalamus,WD
Indocalamus longiauritus,óèÒ¶Öñ,5,7,NA,NA,Poaceae,Indocalamus,WD
Indocalamus pseudosinicus var. densinervillus,ÃÜÂöóèÖñ,NA,NA,NA,NA,Poaceae,Indocalamus,WD
Indocalamus sinicus,Ë®ÒøÖñ,5,5,NA,NA,Poaceae,Indocalamus,WD
Indocalamus tessellatus,óèÖñ,6,7,NA,NA,Poaceae,Indocalamus,WD
Indosasa hispida,ÆÖÖñ×Ğ,3,4,NA,NA,Poaceae,Indosasa,WD
Indosasa shibataeoides,°ÚÖñ,6,7,NA,NA,Poaceae,Indosasa,WD
Inula britannica,Å·ÑÇĞı¸²»¨,6,9,NA,NA,Asteraceae,Inula,CB
Inula cappa,Ñò¶ú¾Õ,6,10,8,12,Asteraceae,Inula,WD
Inula japonica,Ğı¸²»¨,6,10,9,11,Asteraceae,Inula,CB
Inula lineariifolia,ÏßÒ¶Ğı¸²»¨,7,9,8,10,Asteraceae,Inula,CB
Iodes vitiginea,Ğ¡¹ûÎ¢»¨ÌÙ,12,6,5,8,Icacinaceae,Iodes,WD
Ipomoea aculeata,,9,10,9,10,Convolvulaceae,NA,NA
Ipomoea biflora,Ã«Ç£Å£,NA,NA,NA,NA,Convolvulaceae,Ipomoea,CB
Ipomoea fimbriosepala,³İİàÊí,NA,NA,NA,NA,Convolvulaceae,Ipomoea,CB
Ipomoea imperati,¼ÙºñÌÙ,NA,NA,NA,NA,Convolvulaceae,Ipomoea,CB
Ipomoea pes-caprae,ºñÌÙ,NA,NA,NA,NA,Convolvulaceae,Ipomoea,CB
Ipomoea pileata,Ã±°úÊíÌÙ,8,12,NA,NA,Convolvulaceae,Ipomoea,CB
Ipomoea sumatrana,º£ÄÏÊí,7,12,7,12,Convolvulaceae,Ipomoea,WD
Ipomoea turbinata,¶¡ÏãÇÑ,NA,NA,NA,NA,Convolvulaceae,Ipomoea,CB
Iris japonica,ºûµû»¨,3,4,5,6,Iridaceae,Iris,CB
Iris speculatrix,Ğ¡»¨ğ°Î²,5,5,7,8,Iridaceae,Iris,CB
Iris tectorum,ğ°Î²,4,5,6,8,Iridaceae,Iris,CB
Isachne albens,°×»¨ÁøÒ¶óè,6,11,6,11,Poaceae,Isachne,CB
Isachne globosa,ÁøÒ¶óè,6,11,6,11,Poaceae,Isachne,CB
Isachne nipponensis,ÈÕ±¾ÁøÒ¶óè,6,11,6,11,Poaceae,Isachne,CB
Isachne pulchella,°«Ğ¡ÁøÒ¶óè,5,10,5,10,Poaceae,Isachne,CB
Isachne repens,ÙéÙëÁøÒ¶óè,10,12,10,12,Poaceae,Isachne,CB
Isachne sylvestris,´ÌÃ«ÁøÒ¶óè,8,12,8,12,Poaceae,Isachne,CB
Isachne truncata,Æ½Ó±ÁøÒ¶óè,8,10,8,10,Poaceae,Isachne,CB
Ischaemum aristatum,ÓĞÃ¢Ñ¼×ì²İ,7,10,7,10,Poaceae,Ischaemum,CB
Ischaemum barbatum,´ÖÃ«Ñ¼×ì²İ,6,11,6,11,Poaceae,Ischaemum,CB
Ischaemum ciliare,Ï¸Ã«Ñ¼×ì²İ,6,11,6,11,Poaceae,Ischaemum,CB
Ischaemum rugosum,Ìï¼äÑ¼×ì²İ,6,11,6,11,Poaceae,Ischaemum,CB
Isodon amethystoides,Ïã²è²Ë,6,10,9,11,Lamiaceae,Isodon,CB
Isodon brevicalcaratus,¶Ì¾àÏã²è²Ë,10,10,NA,NA,Lamiaceae,Isodon,CB
Isodon calcicolus,»ÒÑÒÏã²è²Ë,9,10,10,11,Lamiaceae,Isodon,CB
Isodon coetsa,Ï¸×¶Ïã²è²Ë,10,2,10,2,Lamiaceae,Isodon,CB
Isodon inflexus,ÄÚÕÛÏã²è²Ë,8,10,10,10,Lamiaceae,Isodon,CB
Isodon lophanthoides,ÏßÎÆÏã²è²Ë,8,12,8,12,Lamiaceae,Isodon,CB
Isodon lophanthoides var. gerardianus,ÏÁ»ùÏßÎÆÏã²è²Ë,NA,NA,NA,NA,Lamiaceae,Isodon,CB
Isodon lophanthoides var. graciliflorus,Ï¸»¨ÏßÎÆÏã²è²Ë,NA,NA,NA,NA,Lamiaceae,Isodon,CB
Isodon macrocalyx,´óİàÏã²è²Ë,7,8,9,10,Lamiaceae,Isodon,CB
Isodon nervosus,ÏÔÂöÏã²è²Ë,7,10,8,11,Lamiaceae,Isodon,CB
Isodon rosthornii,ñ¨»¨Ïã²è²Ë,8,9,9,10,Lamiaceae,Isodon,CB
Isodon serra,µ­»Æ²İ,8,9,8,9,Lamiaceae,Isodon,CB
Isodon ternifolius,Å£Î²²İ,9,2,12,5,Lamiaceae,Isodon,CB
Isodon walkeri,³¤Ò¶Ïã²è²Ë,11,1,12,1,Lamiaceae,Isodon,CB
Isoglossa collina,²æĞò²İ,8,11,NA,NA,Acanthaceae,Isoglossa,CB
Isoglossa glabra,¹â²æĞò²İ,8,9,NA,NA,Acanthaceae,Isoglossa,CB
Itea chinensis,Êó´Ì,4,5,6,8,Saxifragaceae,Itea,WD
Itea chinensis f. angustata,ÀÏÊó´Ì,NA,NA,NA,NA,Saxifragaceae,Itea,WD
Itea coriacea,ºñÒ¶Êó´Ì,3,4,6,10,Saxifragaceae,Itea,WD
Itea indochinensis,Ã«Êó´Ì,3,5,5,12,Saxifragaceae,Itea,WD
Itea indochinensis var. pubinervia,Ã«ÂöÊó´Ì,NA,NA,NA,NA,Saxifragaceae,Itea,WD
Itea omeiensis,¶ëÃ¼Êó´Ì,3,5,6,12,Saxifragaceae,Itea,WD
Itea yangchunensis,Ñô´ºÊó´Ì,NA,NA,11,11,Saxifragaceae,Itea,WD
Ixeridium chinense,ÖĞ»ªĞ¡¿àİ¤,1,10,1,10,Asteraceae,Ixeridium,CB
Ixeridium dentatum,Ğ¡¿àİ¤,4,8,4,8,Asteraceae,Ixeridium,CB
Ixeridium gracile,Ï¸Ò¶Ğ¡¿àİ¤,3,10,3,10,Asteraceae,Ixeridium,CB
Ixeridium gramineum,Õ­Ò¶Ğ¡¿àİ¤,3,9,3,9,Asteraceae,Ixeridium,CB
Ixeridium laevigatum,ºÖ¹ÚĞ¡¿àİ¤,3,8,3,8,Asteraceae,Ixeridium,CB
Ixeris chinensis,ÖĞ»ª¿àİ¤²Ë,6,10,6,10,Asteraceae,NA,NA
Ixeris chinensis subsp. versicolor,¶àÉ«¿àİ¤,6,10,6,10,Asteraceae,NA,NA
Ixeris japonica,¼ôµ¶¹É,3,5,3,5,Asteraceae,Ixeris,CB
Ixeris polycephala,¿àİ¤²Ë,3,6,3,6,Asteraceae,Ixeris,CB
Ixeris repens,É³¿àİ¤²Ë,4,10,4,10,Asteraceae,NA,NA
Ixonanthes reticulata,Õ³Ä¾,8,1,6,10,Erythroxylaceae,Ixonanthes,WD
Ixora chinensis,Áú´¬»¨,5,7,NA,NA,Rubiaceae,Ixora,WD
Ixora hainanensis,º£ÄÏÁú´¬»¨,5,11,NA,NA,Rubiaceae,Ixora,WD
Ixora henryi,°×»¨Áú´¬»¨,8,12,NA,NA,Rubiaceae,Ixora,WD
Ixora nienkui,ÅİÒ¶Áú´¬»¨,7,9,NA,NA,Rubiaceae,Ixora,WD
Jacquemontia paniculata,Ğ¡Ç£Å£,2,12,2,12,Convolvulaceae,Jacquemontia,CB
Jasminanthes chunii,¼ÙÄ¾Í¨,5,6,8,12,Asclepiadaceae,Jasminanthes,WD
Jasminanthes mucronata,ºÚ÷©ÌÙ,5,6,9,11,Asclepiadaceae,Jasminanthes,WD
Jasminum elongatum,Å¤¶ÇÌÙ,4,12,8,3,Oleaceae,Jasminum,WD
Jasminum grandiflorum,ËØÜ°»¨,8,10,NA,NA,Oleaceae,Jasminum,WD
Jasminum lanceolaria,ÇåÏãÌÙ,8,10,6,3,Oleaceae,NA,NA
Jasminum lanceolarium,ÇåÏãÌÙ,4,10,6,3,Oleaceae,Jasminum,WD
Jasminum laurifolium,,5,5,8,12,Oleaceae,NA,NA
Jasminum mesnyi,Ò°Ó­´º,2,5,8,11,Oleaceae,Jasminum,WD
Jasminum microcalyx,Ğ¡İàËØÜ°,5,10,12,2,Oleaceae,Jasminum,WD
Jasminum nervosum,ÇàÌÙ×Ğ,3,7,4,10,Oleaceae,Jasminum,WD
Jasminum pentaneurum,ºñÒ¶ËØÜ°,8,2,2,5,Oleaceae,Jasminum,WD
Jasminum rehderianum,°×Æ¤ËØÜ°,8,9,9,3,Oleaceae,Jasminum,WD
Jasminum sinense,»ªËØÜ°,6,10,9,5,Oleaceae,Jasminum,WD
Jasminum urophyllum,´¨ËØÜ°,5,6,8,10,Oleaceae,Jasminum,WD
Juglans regia,ºúÌÒ,5,5,10,10,Juglandaceae,Juglans,WD
Juncellus serotinus,Ë®É¯²İ,7,10,7,10,Cyperaceae,Juncellus,CB
Juncus alatus,³á¾¥µÆĞÄ²İ,4,7,5,10,Juncaceae,Juncus,CB
Juncus diastrophanthus,ĞÇ»¨µÆĞÄ²İ,5,6,6,7,Juncaceae,Juncus,CB
Juncus effusus,µÆĞÄ²İ,4,7,6,9,Juncaceae,Juncus,CB
Juncus leptospermus,Ï¸×ÓµÆĞÄ²İ,6,8,8,10,Juncaceae,Juncus,CB
Juncus prismatocarpus,óÇÊ¯İÅ,3,6,7,8,Juncaceae,Juncus,CB
Juncus prismatocarpus subsp. teretifolius,Ô²ÖùÒ¶µÆĞÄ²İ,NA,NA,NA,NA,Juncaceae,Juncus,CB
Juncus setchuensis,Ò°µÆĞÄ²İ,5,7,6,9,Juncaceae,Juncus,CB
Justicia alboviridis,´óÒ¶Èü¾ô´²,6,11,NA,NA,Acanthaceae,Justicia,CB
Justicia austrosinensis,»ªÄÏ¾ô´²,5,6,NA,NA,Acanthaceae,Justicia,CB
Justicia championi,Ô²°ú¶Å¸ùÌÙ,NA,NA,NA,NA,Acanthaceae,Justicia,CB
Justicia kwangsiensis,¹ãÎ÷Èü¾ô´²,9,11,12,2,Acanthaceae,Justicia,WD
Justicia leptostachya,ÄÏÁë¾ô´²,3,6,7,8,Acanthaceae,NA,NA
Justicia lianshanica,¹ã¶«¾ô´²,5,7,NA,NA,Acanthaceae,NA,NA
Justicia neolinearifolia,ÏßÒ¶¾ô´²,NA,NA,NA,NA,Acanthaceae,Justicia,CB
Justicia quadrifaria,¶Å¸ùÌÙ,NA,NA,NA,NA,Acanthaceae,Justicia,CB
Kadsura coccinea,ºÚÀÏ»¢,4,7,7,11,Schisandraceae,Kadsura,WD
Kadsura heteroclita,ÒìĞÎÄÏÎåÎ¶×Ó,5,8,8,12,Schisandraceae,Kadsura,WD
Kadsura japonica,ÈÕ±¾ÄÏÎåÎ¶×Ó,3,8,7,11,Schisandraceae,Kadsura,WD
Kadsura longipedunculata,ÄÏÎåÎ¶×Ó,6,9,9,12,Schisandraceae,Kadsura,WD
Kadsura oblongifolia,Àä·¹ÌÙ,7,9,10,11,Schisandraceae,Kadsura,WD
Kaempferia rotunda,º£ÄÏÈıÆß,4,4,NA,NA,Zingiberaceae,Kaempferia,CB
Kalimeris indica,,5,9,8,10,Asteraceae,NA,NA
Kalimeris indica var. polymorpha,ÂíÀ¼¶àĞÍ±äÖÖ,NA,NA,NA,NA,Asteraceae,Kalimeris,CB
Kalimeris indica var. stenolepis,ÂíÀ¼ÏÁ°ú±äÖÖ,NA,NA,NA,NA,Asteraceae,Kalimeris,CB
Kalimeris shimadai,Õ±Ã«ÂíÀ¼,6,10,6,10,Asteraceae,Kalimeris,CB
Kalopanax septemlobus,´Ìé±,7,10,9,12,Araliaceae,Kalopanax,WD
Kandelia candel,ÇïÇÑÊ÷,3,5,3,5,Rhizophoraceae,Kandelia,WD
Kandelia obovata,ÇïÇÑÊ÷,1,12,1,12,Rhizophoraceae,Kandelia,WD
Keiskea australis,ÄÏ·½Ïã¼ò²İ,10,10,NA,NA,Lamiaceae,Keiskea,CB
Keiskea elsholtzioides,ÏãŞ¸×´Ïã¼ò²İ,6,10,10,11,Lamiaceae,Keiskea,CB
Kerria japonica,é¦ÌÄ»¨,4,6,6,8,Rosaceae,Kerria,WD
Kleinhovia hospita,ğÑğ³Âé,3,7,NA,NA,Sterculiaceae,Kleinhovia,WD
Knoxia corymbosa,ºìÑ¿´óêª,7,8,10,11,Rubiaceae,Knoxia,CB
Knoxia valerianoides,ºì´óêª,3,8,NA,NA,Rubiaceae,Knoxia,CB
Koelreuteria bipinnata,¸´ÓğÒ¶èïÊ÷,6,11,9,12,Sapindaceae,Koelreuteria,WD
Kopsia arborea,ÈïÄ¾,4,9,7,12,Apocynaceae,Kopsia,WD
Korthalsella japonica,Àõ¼ÄÉú,2,12,2,12,Viscaceae,Korthalsella,WD
Kummerowia stipulacea,³¤İà¼¦ÑÛ²İ,7,8,8,10,Fabaceae,Kummerowia,CB
Kummerowia striata,¼¦ÑÛ²İ,7,9,8,10,Fabaceae,Kummerowia,CB
Kyllinga melanosperma,ºÚ×ÑË®òÚò¼,5,9,5,9,Cyperaceae,Kyllinga,CB
Kyllinga nemoralis,µ¥ËëË®òÚò¼,5,8,5,8,Cyperaceae,Kyllinga,CB
Lactuca formosana,Ì¨Íå³á¹û¾Õ,5,10,5,10,Asteraceae,NA,NA
Lactuca indica,³á¹û¾Õ,4,11,4,11,Asteraceae,NA,NA
Lactuca raddeana,Ã«Âö³á¹û¾Õ,5,9,5,9,Asteraceae,NA,NA
Lagenophora stipitata,Æ¿Í·²İ,9,9,9,9,Asteraceae,Lagenophora,CB
Lagerstroemia caudata,Î²Ò¶×ÏŞ±,4,5,7,9,Lythraceae,Lagerstroemia,WD
Lagerstroemia fordii,¹ã¶«×ÏŞ±,NA,NA,8,8,Lythraceae,Lagerstroemia,WD
Lagerstroemia glabra,¹â×ÏŞ±,7,7,10,10,Lythraceae,Lagerstroemia,WD
Lagerstroemia indica,×ÏŞ±,6,9,9,12,Lythraceae,Lagerstroemia,WD
Lagerstroemia limii,¸£½¨×ÏŞ±,5,6,7,8,Lythraceae,Lagerstroemia,WD
Lagerstroemia subcostata,ÄÏ×ÏŞ±,6,8,7,10,Lythraceae,Lagerstroemia,WD
Laggera alata,ÁùÀâ¾Õ,10,2,NA,NA,Asteraceae,Laggera,CB
Laggera pterodonta,Òí³İÁùÀâ¾Õ,4,10,NA,NA,Asteraceae,Laggera,CB
Lamium barbatum,Ò°Ö¥Âé,4,6,7,8,Lamiaceae,Lamium,CB
Lannea coromandelica,ºñÆ¤Ê÷,3,4,NA,NA,Anacardiaceae,Lannea,WD
Laportea bulbifera,ÖéÑ¿°¬Âé,3,8,5,12,Urticaceae,Laportea,CB
Lapsanastrum apogonoides,µ¾é¶²Ë,4,6,4,6,Asteraceae,Lapsanastrum,CB
Lasia spinosa,´ÌÓó,9,9,2,2,Araceae,Lasia,CB
Lasianthus attenuatus,Ğ±»ù´ÖÒ¶Ä¾,9,11,NA,NA,Rubiaceae,Lasianthus,WD
Lasianthus austrosinensis,»ªÄÏ´ÖÒ¶Ä¾,NA,NA,NA,NA,Rubiaceae,Lasianthus,WD
Lasianthus chinensis,´ÖÒ¶Ä¾,5,5,9,10,Rubiaceae,Lasianthus,WD
Lasianthus chunii,»ÀïŞ´ÖÒ¶Ä¾,5,9,5,9,Rubiaceae,Lasianthus,WD
Lasianthus curtisii,¹ã¶«´ÖÒ¶Ä¾,3,8,9,12,Rubiaceae,Lasianthus,WD
Lasianthus filipes,³¤¹£´ÖÒ¶Ä¾,4,4,NA,NA,Rubiaceae,Lasianthus,WD
Lasianthus fordii,ÂŞ¸¡´ÖÒ¶Ä¾,3,5,9,11,Rubiaceae,Lasianthus,WD
Lasianthus formosensis,Ì¨Íå´ÖÒ¶Ä¾,10,12,4,4,Rubiaceae,Lasianthus,WD
Lasianthus henryi,Î÷ÄÏ´ÖÒ¶Ä¾,6,6,7,10,Rubiaceae,Lasianthus,WD
Lasianthus hirsutus,¼¦ÊºÊ÷,9,12,3,8,Rubiaceae,Lasianthus,WD
Lasianthus japonicus,ÈÕ±¾´ÖÒ¶Ä¾,4,11,6,12,Rubiaceae,Lasianthus,WD
Lasianthus japonicus subsp. longicaudus,ÔÆ¹ã´ÖÒ¶Ä¾ÑÇÖÖ,3,8,9,12,Rubiaceae,Lasianthus,WD
Lasianthus lancifolius,ÃÀÂö´ÖÒ¶Ä¾,7,12,11,2,Rubiaceae,Lasianthus,WD
Lasianthus micranthus,Ğ¡»¨´ÖÒ¶Ä¾,8,10,4,5,Rubiaceae,Lasianthus,WD
Lasianthus rhinocerotis subsp. pedunculatus,»ÆÃ«´ÖÒ¶Ä¾ÑÇÖÖ,NA,NA,NA,NA,Rubiaceae,Lasianthus,WD
Lasianthus sikkimensis,Îı½ğ´ÖÒ¶Ä¾,10,12,7,8,Rubiaceae,Lasianthus,WD
Lasianthus trichophlebus,ÖÓİà´ÖÒ¶Ä¾,4,5,9,10,Rubiaceae,Lasianthus,WD
Lasianthus verticillatus,Ğ±Âö´ÖÒ¶Ä¾,5,8,5,8,Rubiaceae,Lasianthus,WD
Lathraea japonica,³İÁÛ²İ,3,5,5,7,Orobanchaceae,Lathraea,CB
Latouchea fokienensis,³×Ò¶²İ,NA,NA,NA,NA,Gentianaceae,Latouchea,CB
Launaea acaulis,¹â¾¥Ë¨¹û¾Õ,4,5,4,5,Asteraceae,Launaea,CB
Launaea sarmentosa,ÙëÖ¦Ë¨¹û¾Õ,4,11,4,11,Asteraceae,Launaea,CB
Laurocerasus aquifolioides,¶¬ÇàÒ¶¹ğÓ£,NA,NA,10,10,Rosaceae,Laurocerasus,WD
Laurocerasus fordiana,»ªÄÏ¹ğÓ£,3,4,5,8,Rosaceae,Laurocerasus,WD
