scientific name,genus name,family name,chinese name,first flowering month,last flowering month,first fruiting month,last fruiting month,woodiness
Diarrhena mandshurica,NA,Poaceae,Áú³£²İ,6,9,6,9,CB
Diarthron linifolium,Diarthron,Thymelaeaceae,²İÈğÏã,7,8,6,8,CB
Dictamnus dasycarpus,NA,Rutaceae,°×ÏÊ,5,5,8,9,CB
Digitaria ciliaris,Digitaria,Poaceae,ÏËÃ«ÂíÌÆ,5,10,5,10,CB
Digitaria ischaemum,Digitaria,Poaceae,Ö¹ÑªÂíÌÆ,7,11,7,11,CB
Dioscorea nipponica,Dioscorea,Dioscoreaceae,´©ÁúÊíİ÷,6,8,8,10,CB
Dioscorea polystachya,NA,Dioscoreaceae,Êíİ÷,6,9,7,11,CB
Disporum uniflorum,NA,Liliaceae,ÉÙ»¨ÍòÊÙÖñ,5,6,7,11,CB
Disporum viridescens,NA,Liliaceae,±¦Öé²İ,5,6,7,9,CB
Doellingeria scabra,Doellingeria,Asteraceae,¶«·ç²Ë,6,10,8,10,CB
Dontostemon dentatus,Dontostemon,Brassicaceae,»¨Æì¸Ë,5,7,7,8,CB
Dontostemon integrifolius,Dontostemon,Brassicaceae,ÏßÒ¶»¨Æì¸Ë,7,10,7,10,CB
Dontostemon micranthus,Dontostemon,Brassicaceae,Ğ¡»¨»¨Æì¸Ë,6,8,6,8,CB
Draba mongolica,Draba,Brassicaceae,ÃÉ¹ÅİãÜÂ,6,7,6,8,CB
Draba nemorosa,NA,Brassicaceae,İãÜÂ,4,5,5,5,CB
Draba ussuriensis,Draba,Brassicaceae,ÎÚËÕÀïİãÜÂ,5,6,6,7,CB
Dracocephalum argunense,Dracocephalum,Lamiaceae,¹âİàÇàÀ¼,7,9,9,10,CB
Dracocephalum moldavica,NA,Lamiaceae,ÏãÇàÀ¼,NA,NA,NA,NA,CB
Drosera rotundifolia,NA,Droseraceae,Ô²Ò¶Ã©¸à²Ë,NA,NA,NA,NA,CB
Dryas octopetala var. asiatica,NA,Rosaceae,¶«ÑÇÏÉÅ®Ä¾,7,8,7,8,WD
Duchesnea indica,Duchesnea,Rosaceae,Éßİ®,6,8,8,10,CB
Echinochloa caudata,NA,Poaceae,³¤Ã¢°Ş,6,11,6,11,CB
Echinochloa crusgalli var. mitis,NA,Poaceae,ÎŞÃ¢°Ş,NA,NA,NA,NA,CB
Echinochloa frumentacea,NA,Poaceae,ºşÄÏ°Ş×Ó,8,8,8,8,CB
Echinochloa oryzoides,Echinochloa,Poaceae,Ë®Ìï°Ş,7,10,7,10,CB
Echinops dissectus,Echinops,Asteraceae,ºÖÃ«À¶´ÌÍ·,8,10,8,10,CB
Echinops gmelinii,Echinops,Asteraceae,É°À¶´ÌÍ·,6,9,6,9,CB
Echinops latifolius,Echinops,Asteraceae,Â¿ÆÛ¿Ú,7,9,7,9,CB
Eleocharis mamillata,NA,Cyperaceae,ÈéÍ·»ùİ©Üù,NA,NA,NA,NA,CB
Eleocharis palustris,NA,Cyperaceae,ÕÓÔóİ©Üù,6,7,6,7,CB
Eleocharis valleculosa var. setosa,NA,Cyperaceae,¾ß¸ÕÃ«İ©Üù,6,8,6,8,CB
Eleocharis wichurai,NA,Cyperaceae,ÓğÃ«İ©Üù,NA,NA,NA,NA,CB
Eleutherococcus senticosus,Eleutherococcus,Araliaceae,´ÌÎå¼Ó,6,7,8,10,WD
Eleutherococcus sessiliflorus,Eleutherococcus,Araliaceae,ÎŞ¹£Îå¼Ó,8,9,9,11,WD
Elsholtzia splendens,NA,Lamiaceae,º£ÖŞÏãŞ¸,9,11,9,11,CB
Elymus ciliaris,NA,Poaceae,ÏËÃ«Åû¼î²İ,5,7,5,7,CB
Elymus ciliaris var. amurensis,NA,Poaceae,°¢ÂóÏËÃ«²İ,6,7,6,7,CB
Elymus dahuricus,NA,Poaceae,Åû¼î²İ,6,8,6,8,CB
Elymus excelsus,NA,Poaceae,·ÊÅû¼î²İ,7,8,7,8,CB
Elymus gmelinii,NA,Poaceae,ÕæËëÅû¼î²İ,6,8,6,8,CB
Elymus kamoji,NA,Poaceae,¿ÂÃÏÅû¼î²İ,5,7,5,7,CB
Elymus nakaii,NA,Poaceae,¼ªÁÖÅû¼î²İ,7,8,7,8,CB
Elymus pendulinus,NA,Poaceae,ÔµÃ«Åû¼î²İ,5,7,5,7,CB
Elymus pendulinus subsp. multiculmis,NA,Poaceae,¶à¸ÑÔµÃ«²İ,6,7,6,7,CB
Elymus sibiricus,NA,Poaceae,ÀÏÃ¢Âó,6,9,6,9,CB
Empetrum nigrum var. japonicum,NA,Ericaceae,¶«±±ÑÒ¸ßÀ¼,NA,NA,NA,NA,WD
Enemion raddeanum,Enemion,Ranunculaceae,Äâ±â¹û²İ,5,5,6,6,CB
Epilobium amurense,NA,Onagraceae,Ã«ÂöÁøÒ¶²Ë,NA,NA,NA,NA,CB
Epilobium amurense subsp. cephalostigma,NA,Onagraceae,¹â»¬ÁøÒ¶²Ë,6,9,8,10,CB
Epilobium ciliatum,NA,Onagraceae,¶«±±ÁøÒ¶²Ë,7,8,8,10,CB
Epilobium fastigiatoramosum,NA,Onagraceae,¶àÖ¦ÁøÒ¶²Ë,7,8,8,9,CB
Epilobium hirsutum,NA,Onagraceae,ÁøÒ¶²Ë,6,8,7,9,CB
Epilobium minutiflorum,NA,Onagraceae,Ï¸×ÑÁøÒ¶²Ë,7,8,8,9,CB
Epilobium palustre,NA,Onagraceae,ÕÓÉúÁøÒ¶²Ë,6,8,8,9,CB
Epimedium koreanum,Epimedium,Berberidaceae,³¯ÏÊÒùÑòŞ½,4,5,5,5,CB
Epipogium aphyllum,Epipogium,Orchidaceae,ÁÑ´½»¢ÉàÀ¼,8,9,9,9,CB
Eragrostis minor,Eragrostis,Poaceae,Ğ¡»­Ã¼²İ,8,9,8,9,CB
Eragrostis pilosa,Eragrostis,Poaceae,»­Ã¼²İ,6,9,6,9,CB
Eranthis stellata,NA,Ranunculaceae,İË¿û,3,4,5,5,CB
Erigeron acer,Erigeron,Asteraceae,·ÉÅî,7,10,7,10,CB
Erigeron elongatus,NA,Asteraceae,³¤¾¥·ÉÅî,6,9,6,9,CB
Erigeron kamtschaticus,NA,Asteraceae,¿°²é¼Ó·ÉÅî,NA,NA,NA,NA,CB
Erigeron komarovii,Erigeron,Asteraceae,É½·ÉÅî,7,9,7,9,CB
Eriochloa villosa,Eriochloa,Poaceae,Ò°Êò,7,10,7,10,CB
Eriophorum gracile,NA,Cyperaceae,Ï¸¸ÑÑòºú×Ó²İ,6,7,6,7,CB
Eriophorum latifolium,Eriophorum,Cyperaceae,¿íÒ¶Ñòºú×Ó²İ,6,8,6,8,CB
Eriophorum vaginatum,Eriophorum,Cyperaceae,°×Ã«Ñòºú×Ó²İ,6,6,6,6,CB
Erodium cicutarium,NA,Geraniaceae,ÇÛÒ¶ ½Å£¶ùÃç,6,7,7,10,CB
Erodium stephanianum,Erodium,Geraniaceae, ½Å£¶ùÃç,6,8,8,9,CB
Erysimum cheiranthoides,NA,Brassicaceae,Ğ¡»¨ÌÇ½æ,5,8,6,9,CB
Erythronium japonicum,Erythronium,Liliaceae,ÖíÑÀ»¨,5,6,NA,NA,CB
Euonymus alatus,NA,Celastraceae,ÎÀÃ¬,4,7,7,11,WD
Euonymus maackii,NA,Celastraceae,°×¶Å,4,7,8,11,WD
Euonymus macropterus,NA,Celastraceae,»ÆĞÄÎÀÃ¬,5,7,8,10,WD
Euonymus sachalinensis,NA,Celastraceae,¿âÒ³ÎÀÃ¬,4,7,8,11,WD
Euonymus verrucosus,NA,Celastraceae,ÁöÖ¦ÎÀÃ¬,5,7,8,11,WD
Eupatorium japonicum,NA,Asteraceae,°×Í·ÆÅ,7,9,7,9,CB
Eupatorium lindleyanum,NA,Asteraceae,ÁÖÔóÀ¼,7,9,7,9,CB
Euphorbia fischeriana,NA,Euphorbiaceae,ÀÇ¶¾,5,6,6,7,CB
Euphorbia hylonoma,NA,Euphorbiaceae,ºş±±´óêª,4,7,NA,NA,CB
Euphorbia lucorum,NA,Euphorbiaceae,ÁÖ´óêª,5,6,6,7,CB
Euphorbia pekinensis,NA,Euphorbiaceae,´óêª,5,5,6,6,CB
Euphorbia pilosa,NA,Euphorbiaceae,Ã«´óêª,6,8,6,8,CB
Euphorbia sieboldiana,Euphorbia,Euphorbiaceae,¹³ÏÙ´óêª,4,9,4,9,CB
Euphrasia hirtella,Euphrasia,Scrophulariaceae,³¤ÏÙĞ¡Ã×²İ,7,8,7,8,CB
Euphrasia pectinata,Euphrasia,Scrophulariaceae,Ğ¡Ã×²İ,6,9,NA,NA,CB
Euphrasia pectinata subsp. simplex,NA,Scrophulariaceae,¸ßÖ¦Ğ¡Ã×²İ,8,9,NA,NA,CB
Euryale ferox,NA,Nymphaeaceae,ÜÍÊµ,7,8,8,9,CB
Fagopyrum tataricum,NA,Polygonaceae,¿àÜñÂó,5,9,6,10,CB
Fallopia dentatoalata,NA,Polygonaceae,³İ³áŞ¤,6,9,7,10,CB
Fallopia dumetorum,Fallopia,Polygonaceae,ÀéŞ¤,6,8,8,9,CB
Fallopia dumetorum var. pauciflora,NA,Polygonaceae,Êè»¨ÀéŞ¤,6,7,7,8,CB
Ferula bungeana,Ferula,Apiaceae,Ó²°¢Îº,5,6,6,7,CB
Festuca dahurica,Festuca,Poaceae,´ïÎÚÀïÑòÃ©,6,7,6,7,CB
Festuca dahurica subsp. mongolica,NA,Poaceae,ÃÉ¹ÅÑòÃ©,NA,NA,NA,NA,CB
Festuca extremiorientalis,Festuca,Poaceae,Ô¶¶«ÑòÃ©,6,7,6,7,CB
Festuca jacutica,Festuca,Poaceae,ÑÅ¿âÑòÃ©,6,7,6,7,CB
Festuca ovina,NA,Poaceae,ÑòÃ©,6,7,6,7,CB
Festuca subalpina,NA,Poaceae,³¤°×É½ÑòÃ©,7,9,7,9,CB
Festuca valesiaca,NA,Poaceae,ÈğÊ¿ÑòÃ©,5,8,5,8,CB
Filifolium sibiricum,Filifolium,Asteraceae,ÏßÒ¶¾Õ,6,9,6,9,CB
Filipendula angustiloba,Filipendula,Rosaceae,Ï¸Ò¶ÎÃ×Ó²İ,7,8,8,9,CB
Filipendula glaberrima,NA,Rosaceae,éÊÒ¶ÎÃ×Ó²İ,6,8,6,8,CB
Filipendula intermedia,Filipendula,Rosaceae,·­°×ÎÃ×Ó²İ,7,8,8,9,CB
Filipendula palmata,NA,Rosaceae,ÎÃ×Ó²İ,6,7,7,9,CB
Filipendula palmata var. glabra,NA,Rosaceae,¹âÒ¶ÎÃ×Ó²İ,7,9,7,9,CB
Filipendula purpurea,Filipendula,Rosaceae,éÊÒ¶ÎÃ×Ó²İ,6,7,7,8,CB
Flueggea suffruticosa,Flueggea,Euphorbiaceae,Ò»Ò¶Èc,3,8,6,11,WD
Forsythia mandschurica,NA,Oleaceae,¶«±±Á¬ÇÌ,5,5,9,9,WD
Fragaria orientalis,Fragaria,Rosaceae,¶«·½²İİ®,5,6,7,8,CB
Fragaria vesca,NA,Rosaceae,Ò°²İİ®,4,6,6,9,CB
Fraxinus chinensis,Fraxinus,Oleaceae,°×À¯Ê÷,4,5,7,9,WD
Fraxinus chinensis subsp. rhynchophylla,NA,Oleaceae,»¨ÇúÁø,4,5,9,10,WD
Fraxinus mandshurica,NA,Oleaceae,Ë®ÇúÁø,NA,NA,NA,NA,WD
Fritillaria maximowiczii,Fritillaria,Liliaceae,ÂÖÒ¶±´Ä¸,5,6,NA,NA,CB
Fritillaria ussuriensis,NA,Liliaceae,Æ½±´Ä¸,5,5,6,6,CB
Gagea lutea,NA,Liliaceae,¶¥±ù»¨,4,5,4,5,CB
Gagea nakaiana,NA,Liliaceae,¶¥±ù»¨,3,4,3,4,CB
Galatella dahurica,Galatella,Asteraceae,ĞË°²ÈéİÒ,8,10,8,10,CB
Galeopsis bifida,Galeopsis,Lamiaceae,÷ø°ê»¨,7,8,8,9,CB
Galium aparine var. tenerum,NA,Rubiaceae,ÖíÑêÑê,NA,NA,NA,NA,CB
Galium asperuloides subsp. hoffmeisteri,NA,Rubiaceae,ÁùÒ¶È„,NA,NA,NA,NA,CB
Galium boreale,NA,Rubiaceae,±±·½À­À­ÌÙ,6,8,8,1,CB
Galium boreale var. ciliatum,NA,Rubiaceae,Ó²Ã«À­À­ÌÙ,6,9,7,10,CB
Galium boreale var. kamtschaticum,NA,Rubiaceae,¿°²ì¼ÓÀ­À­ÌÙ,NA,NA,NA,NA,CB
Galium boreale var. latifolium,NA,Rubiaceae,¿íÒ¶À­À­ÌÙ,6,9,6,9,CB
Galium davuricum,Galium,Rubiaceae,´óÒ¶ÖíÑêÑê,6,7,6,7,CB
Galium davuricum var. manshuricum,NA,Rubiaceae,¶«±±ÖíÑêÑê,NA,NA,NA,NA,CB
Galium davuricum var. tokyoense,NA,Rubiaceae,¶ÛÒ¶ÖíÑêÑê,NA,NA,NA,NA,CB
Galium kamtschaticum,Galium,Rubiaceae,ÈıÂöÖíÑêÑê,7,7,7,9,CB
Galium linearifolium,Galium,Rubiaceae,ÏßÒ¶À­À­ÌÙ,7,7,8,8,CB
Galium maximowiczii,Galium,Rubiaceae,ÒìÒ¶ÂÖ²İ,6,7,7,10,CB
Galium platygalium,Galium,Rubiaceae,ÂÑÒ¶ÂÖ²İ,6,7,7,9,CB
Galium pseudoasprellum,Galium,Rubiaceae,É½ÖíÑêÑê,7,8,8,9,CB
Galium verum var. lacteum,NA,Rubiaceae,°×»¨Åî×Ó²Ë,NA,NA,NA,NA,CB
Galium verum var. tomentosum,NA,Rubiaceae,Ã«Åî×Ó²Ë,NA,NA,NA,NA,CB
Galium verum var. trachycarpum,NA,Rubiaceae,Ã«¹ûÅî×Ó²Ë,NA,NA,NA,NA,CB
Galium verum var. trachyphyllum,NA,Rubiaceae,´Ö²ÚÅî×Ó²Ë,5,8,8,9,CB
Gastrodia elata,NA,Orchidaceae,ÌìÂé,6,7,7,8,CB
Gentiana algida,Gentiana,Gentianaceae,¸ßÉ½Áúµ¨,4,5,7,9,CB
Gentiana jamesii,Gentiana,Gentianaceae,³¤°×É½Áúµ¨,7,8,8,9,CB
Gentiana macrophylla,NA,Gentianaceae,ÇØÜ´,7,8,9,9,CB
Gentiana manshurica,Gentiana,Gentianaceae,ÌõÒ¶Áúµ¨,9,9,8,11,CB
Gentiana pseudoaquatica,NA,Gentianaceae,¼ÙË®ÉúÁúµ¨,4,8,4,8,CB
Gentiana scabra,Gentiana,Gentianaceae,Áúµ¨,9,10,10,10,CB
Gentiana scabrida,Gentiana,Gentianaceae,ÓñÉ½Áúµ¨,7,10,7,10,CB
Gentiana squarrosa,Gentiana,Gentianaceae,ÁÛÒ¶Áúµ¨,4,6,7,8,CB
Gentiana thunbergii,NA,Gentianaceae,´ÔÉúÁúµ¨,7,9,7,9,CB
Gentiana thunbergii var. minor,NA,Gentianaceae,Ğ¡´ÔÉúÁúµ¨,NA,NA,NA,NA,CB
Gentiana triflora,NA,Gentianaceae,Èı»¨Áúµ¨,8,9,9,9,CB
Gentiana uchiyamae,NA,Gentianaceae,³¯ÏÊÁúµ¨,8,9,8,9,CB
Gentiana zollingeri,Gentiana,Gentianaceae,±ÊÁúµ¨,4,5,4,6,CB
Gentianopsis barbata,Gentianopsis,Gentianaceae,±âÀÙ,7,9,7,9,CB
Geranium dahuricum,Geranium,Geraniaceae,´Ö¸ùÀÏğÙ²İ,7,8,8,9,CB
Geranium erianthum,Geranium,Geraniaceae,¶«±±ÀÏğÙ²İ,7,8,8,9,CB
Geranium koreanum,Geranium,Geraniaceae,³¯ÏÊÀÏğÙ²İ,7,8,8,9,CB
Geranium krameri,Geranium,Geraniaceae,Í»½ÚÀÏğÙ²İ,7,8,8,9,CB
Geranium maximowiczii,Geranium,Geraniaceae,ĞË°²ÀÏğÙ²İ,7,8,8,9,CB
Geranium platyanthum,Geranium,Geraniaceae,Ã«ÈïÀÏğÙ²İ,6,7,8,9,CB
Geranium pratense,Geranium,Geraniaceae,²İµØÀÏğÙ²İ,6,7,7,9,CB
Geranium sibiricum,Geranium,Geraniaceae,ÊóÕÆÀÏğÙ²İ,6,7,8,9,CB
Geranium soboliferum,Geranium,Geraniaceae,ÏßÁÑÀÏğÙ²İ,7,8,8,9,CB
Geranium wallichianum,Geranium,Geraniaceae,¿íÍĞÒ¶ÀÏğÙ²İ,6,7,8,9,CB
Geranium wilfordii,Geranium,Geraniaceae,ÀÏğÙ²İ,6,8,8,9,CB
Geranium wlassowianum,NA,Geraniaceae,»Ò±³ÀÏğÙ²İ,NA,NA,NA,NA,CB
Geum aleppicum,Geum,Rosaceae,Â·±ßÇà,6,9,7,9,CB
Girardinia diversifolia subsp. suborbiculata,NA,Urticaceae,Ğ«×Ó²İ,7,9,9,11,CB
Glaux maritima,NA,Primulaceae,º£Èé²İ,6,6,7,8,CB
Glechoma longituba,NA,Lamiaceae,»îÑªµ¤,4,5,5,6,CB
Gleditsia japonica,NA,Fabaceae,É½Ôí¼Ô,NA,NA,NA,NA,WD
Glyceria leptolepis,Glyceria,Poaceae,¼ÙÊó¸¾²İ,7,9,7,9,CB
Glyceria lithuanica,Glyceria,Poaceae,Á½ÈïÌğÃ©,6,8,NA,NA,CB
Glyceria spiculosa,Glyceria,Poaceae,ÏÁÒ¶ÌğÃ©,7,8,7,8,CB
Glyceria triflora,NA,Poaceae,¶«±±ÌğÃ©,7,8,7,8,CB
Glycine max,Glycine,Fabaceae,´ó¶¹,6,7,7,9,CB
Glycine soja,NA,Fabaceae,Ò°´ó¶¹,7,8,8,10,CB
Glycyrrhiza pallidiflora,NA,Fabaceae,´Ì¹û¸Ê²İ,7,8,8,9,CB
Glycyrrhiza uralensis,NA,Fabaceae,¸Ê²İ,6,7,7,8,CB
Gnaphalium baicalense,Gnaphalium,Asteraceae,±´¼Ó¶ûÊóôğ²İ,7,9,7,9,CB
Gnaphalium tranzschelii,Gnaphalium,Asteraceae,ÎÂÉúÊóôğ²İ,7,9,7,9,CB
Goodyera repens,Goodyera,Orchidaceae,Ğ¡°ßÒ¶À¼,7,8,9,9,CB
Gueldenstaedtia verna,Gueldenstaedtia,Fabaceae,ÉÙ»¨Ã×¿Ú´ü,4,5,5,7,CB
Gymnadenia conopsea,Gymnadenia,Orchidaceae,ÊÖ²Î,6,8,8,9,CB
Gypsophila davurica,Gypsophila,Caryophyllaceae,²İÔ­Ê¯Í·»¨,6,9,7,10,CB
Gypsophila oldhamiana,NA,Caryophyllaceae,³¤ÈïÊ¯Í·»¨,7,9,8,10,CB
Gypsophila pacifica,NA,Caryophyllaceae,´óÒ¶Ê¯Í·»¨,7,10,8,10,CB
Habenaria schindleri,NA,Orchidaceae,Ê®×ÖÀ¼,7,10,NA,NA,CB
Halenia corniculata,Halenia,Gentianaceae,»¨Ãª,7,8,8,9,CB
Halerpestes ruthenica,Halerpestes,Ranunculaceae,³¤Ò¶¼îÃ«İ¢,5,5,5,5,CB
Halerpestes sarmentosa,NA,Ranunculaceae,¼îÃ«İ¢,NA,NA,NA,NA,CB
Hedysarum alpinum,NA,Fabaceae,É½ÑÒ»ÆêÈ,7,8,9,10,CB
Hedysarum fruticosum var. lignosum,NA,Fabaceae,Ä¾ÑÒ»ÆêÈ,NA,NA,NA,NA,WD
Hedysarum vicioides,Hedysarum,Fabaceae,Äâ²Ï¶¹ÑÒ»ÆêÈ,7,8,8,9,CB
Hemarthria altissima,NA,Poaceae,´óÅ£±Ş²İ,6,7,6,7,CB
Hemarthria sibirica,NA,Poaceae,Å£±Ş²İ,7,10,7,10,CB
Hemerocallis citrina,NA,Liliaceae,»Æ»¨²Ë,5,8,NA,NA,CB
Hemerocallis dumortieri,NA,Liliaceae,Ğ¡İæ²İ,5,6,NA,NA,CB
Hemerocallis lilioasphodelus,NA,Liliaceae,±±»Æ»¨²Ë,6,8,NA,NA,CB
Hemerocallis middendorffii,NA,Liliaceae,´ó°úİæ²İ,5,6,NA,NA,CB
Hemerocallis minor,NA,Liliaceae,Ğ¡»Æ»¨²Ë,6,8,7,9,CB
Hemiptelea davidii,NA,Ulmaceae,´ÌÓÜ,4,5,9,10,WD
Hepatica nobilis var. asiatica,NA,Ranunculaceae,â¯¶úÏ¸ĞÁ,4,5,NA,NA,CB
Heracleum dissectum,Heracleum,Apiaceae,ĞË°²¶À»î,7,8,8,9,CB
Heracleum moellendorffii,Heracleum,Apiaceae,¶ÌÃ«¶À»î,7,8,8,9,CB
Heracleum moellendorffii var. subbipinnatum,NA,Apiaceae,ÏÁÒ¶¶ÌÃ«¶À»î,NA,NA,NA,NA,CB
Herminium monorchis,NA,Orchidaceae,½ÇÅÌÀ¼,6,8,8,9,CB
Heteropappus altaicus,Heteropappus,Asteraceae,°¢¶ûÌ©¹·ÍŞ»¨,5,9,NA,NA,CB
Heteropappus hispidus,NA,Asteraceae,¹·ÍŞ»¨,8,10,8,10,CB
Heteropappus meyendorffii,NA,Asteraceae,É°¹·ÍŞ»¨,8,9,NA,NA,CB
Hieracium coreanum,Hieracium,Asteraceae,¿íÒ¶É½Áø¾Õ,7,9,7,9,CB
Hieracium hololeion,Hieracium,Asteraceae,È«¹â¾Õ,7,9,7,9,CB
Hieracium umbellatum,Hieracium,Asteraceae,É½Áø¾Õ,7,9,7,9,CB
Hippuris vulgaris,NA,Hippuridaceae,É¼Ò¶Ôå,4,9,5,10,CB
Hordeum brevisubulatum,Hordeum,Poaceae,¶ÌÃ¢´óÂó,6,8,6,8,CB
Hosta ensata,NA,Liliaceae,¶«±±Óñô¢,7,8,8,9,CB
Hydrilla verticillata,NA,Hydrocharitaceae,ºÚÔå,7,8,8,8,CB
Hylodesmum oldhamii,NA,Fabaceae,ÓğÒ¶³¤±úÉ½Âì»È,8,9,8,10,CB
Hylodesmum podocarpum subsp. oxyphyllum,NA,Fabaceae,¼âÒ¶³¤±úÉ½Âì»È,7,9,8,11,CB
Hylomecon japonica,Hylomecon,Papaveraceae,ºÉÇà»¨,4,7,5,8,CB
Hylotelephium erythrostictum,NA,Crassulaceae,°Ë±¦,8,10,NA,NA,CB
Hylotelephium pallescens,Hylotelephium,Crassulaceae,°×°Ë±¦,7,9,8,9,CB
Hylotelephium pseudospectabile,Hylotelephium,Crassulaceae,ĞÄÒ¶°Ë±¦,8,9,10,10,CB
Hylotelephium spectabile,Hylotelephium,Crassulaceae,³¤Ò©°Ë±¦,8,9,9,10,CB
Hylotelephium spectabile var. angustifolium,NA,Crassulaceae,ÏÁÒ¶³¤Ò©°Ë±¦,NA,NA,NA,NA,CB
Hylotelephium triphyllum,NA,Crassulaceae,×Ï°Ë±¦,7,8,9,9,CB
Hylotelephium verticillatum,Hylotelephium,Crassulaceae,ÂÖÒ¶°Ë±¦,7,8,9,9,CB
Hylotelephium viviparum,Hylotelephium,Crassulaceae,ÖéÑ¿°Ë±¦,8,9,NA,NA,CB
Hypericum ascyron,Hypericum,Clusiaceae,»Æº£ÌÄ,7,8,8,9,CB
Hypericum ascyron subsp. gebleri,NA,Clusiaceae,¶ÌÖù»Æº£ÌÄ,NA,NA,NA,NA,CB
Hypericum attenuatum,Hypericum,Clusiaceae,¸ÏÉ½±Ş,7,8,8,9,CB
Hypochaeris ciliata,Hypochaeris,Asteraceae,Ã¨¶ù¾Õ,7,8,7,8,CB
Impatiens furcillata,NA,Balsaminaceae,¶«±±·ïÏÉ»¨,8,9,8,9,CB
Impatiens noli-tangere,Impatiens,Balsaminaceae,Ë®½ğ·ï,6,9,7,10,CB
Incarvillea sinensis,Incarvillea,Bignoniaceae,½Çİï,6,8,9,10,CB
Indigofera kirilowii,NA,Fabaceae,»¨Ä¾À¶,5,7,8,10,WD
Inula britannica,NA,Asteraceae,Å·ÑÇĞı¸²»¨,8,10,8,10,CB
Inula japonica,Inula,Asteraceae,Ğı¸²»¨,7,10,7,10,CB
Inula salicina,NA,Asteraceae,ÁøÒ¶Ğı¸²»¨,7,9,7,9,CB
Iris dichotoma,NA,Iridaceae,Ò°ğ°Î²,6,8,8,9,CB
Iris ensata,Iris,Iridaceae,Óñ²õ»¨,6,7,8,9,CB
Iris lactea,Iris,Iridaceae,°×»¨Âíİş,5,6,6,9,CB
Iris laevigata,Iris,Iridaceae,Ñà×Ó»¨,5,6,7,8,CB
Iris odaesanensis,NA,Iridaceae,³¯ÏÊğ°Î²,4,5,6,7,CB
Iris ruthenica,Iris,Iridaceae,×Ï°úğ°Î²,4,6,6,8,CB
Iris sanguinea,NA,Iridaceae,Ïªİ¥,5,6,7,9,CB
Iris setosa,Iris,Iridaceae,É½ğ°Î²,6,6,8,9,CB
Iris tenuifolia,Iris,Iridaceae,Ï¸Ò¶ğ°Î²,4,5,6,8,CB
Iris tigridia,Iris,Iridaceae,´Ö¸ùğ°Î²,5,5,6,8,CB
Iris tigridia var. fortis,NA,Iridaceae,´ó´Ö¸ùğ°Î²,NA,NA,NA,NA,CB
Iris typhifolia,Iris,Iridaceae,±±Áêğ°Î²,5,6,7,9,CB
Iris uniflora,Iris,Iridaceae,µ¥»¨ğ°Î²,5,6,7,8,CB
Iris ventricosa,NA,Iridaceae,ÄÒ»¨ğ°Î²,5,5,7,8,CB
Isodon excisus,Isodon,Lamiaceae,Î²Ò¶Ïã²è²Ë,7,8,8,9,CB
Isodon inflexus,Isodon,Lamiaceae,ÄÚÕÛÏã²è²Ë,8,10,10,10,CB
Isodon japonicus,NA,Lamiaceae,Ã«Ò¶Ïã²è²Ë,7,8,9,10,CB
Isodon japonicus var. glaucocalyx,NA,Lamiaceae,À¶İàÃ«Ò¶Ïã²è²Ë,NA,NA,NA,NA,CB
Isodon serra,NA,Lamiaceae,µ­»Æ²İ,8,10,9,10,CB
Isopyrum manshuricum,NA,Ranunculaceae,¶«±±±â¹û²İ,5,5,NA,NA,CB
Ixeridium chinense,NA,Asteraceae,ÖĞ»ªĞ¡¿àİ¤,NA,NA,NA,NA,CB
Ixeridium graminifolium,Ixeridium,Asteraceae,Ë¿Ò¶Ğ¡¿àİ¤,6,8,6,8,CB
Ixeridium sonchifolium,Ixeridium,Asteraceae,±§¾¥Ğ¡¿àİ¤,7,9,7,9,CB
Juglans mandshurica,NA,Juglandaceae,ºúÌÒé±,4,5,8,10,WD
Juncellus limosus,NA,Cyperaceae,ÕÓÉúË®É¯²İ,NA,NA,NA,NA,CB
Juncellus pannonicus,NA,Cyperaceae,»¨ËëË®É¯²İ,NA,NA,NA,NA,CB
Juncellus serotinus,NA,Cyperaceae,Ë®É¯²İ,NA,NA,NA,NA,CB
Juncus bufonius,Juncus,Juncaceae,Ğ¡µÆĞÄ²İ,5,7,6,9,CB
Juncus castaneus,NA,Juncaceae,Àõ»¨µÆĞÄ²İ,7,8,7,9,CB
Juncus effusus,Juncus,Juncaceae,µÆĞÄ²İ,7,9,7,9,CB
Juncus gracillimus,NA,Juncaceae,±â¾¥µÆĞÄ²İ,6,8,6,8,CB
Juncus krameri,Juncus,Juncaceae,¶Ìà¹µÆĞÄ²İ,7,8,8,9,CB
Juncus maximowiczii,Juncus,Juncaceae,³¤°×µÆĞÄ²İ,6,7,8,8,CB
Juncus papillosus,Juncus,Juncaceae,ÈéÍ·µÆĞÄ²İ,6,7,8,9,CB
Juncus perparvus,NA,Juncaceae,µ¥»¨µÆĞÄ²İ,7,7,8,8,CB
Juncus taonanensis,Juncus,Juncaceae,ä¬ÄÏµÆĞÄ²İ,6,8,7,9,CB
Juncus turczaninowii,NA,Juncaceae,¼â±»µÆĞÄ²İ,6,8,6,8,CB
Juncus wallichianus,Juncus,Juncaceae,ÕëµÆĞÄ²İ,7,9,7,9,CB
Kalimeris incisa,Kalimeris,Asteraceae,ÁÑÒ¶ÂíÀ¼,8,9,8,9,CB
