scientific name,Chinese name,first flowering month,last flowering month,first fruiting month,last fruiting name,family name,genus name,woodiness
Gynura nepalensis,Äá²´¶û¾ÕÈıÆß,5,10,NA,NA,Asteraceae,Gynura,CB
Gynura procumbens,Æ½ÎÔ¾ÕÈıÆß,3,4,NA,NA,Asteraceae,Gynura,CB
Gynura pseudochina,¹·ÈıÆß,5,6,5,6,Asteraceae,Gynura,CB
Gyrocheilos retrotrichum var. oligolobum,Ï¡ÁÑÔ²´½ÜÄÌ¦,4,7,5,9,Gesneriaceae,Gyrocheilos,CB
Habenaria acuifera,Í¹¿×ÆÂ²Î,6,8,NA,NA,Orchidaceae,Habenaria,CB
Habenaria aitchisonii,ÂäµØ½ğÇ®,8,9,NA,NA,Orchidaceae,Habenaria,CB
Habenaria ciliolaris,Ã«İãÓñ·ï»¨,7,9,NA,NA,Orchidaceae,Habenaria,CB
Habenaria davidii,³¤¾àÓñ·ï»¨,6,8,NA,NA,Orchidaceae,Habenaria,CB
Habenaria delavayi,ºñ°êÓñ·ï»¨,6,8,NA,NA,Orchidaceae,Habenaria,CB
Habenaria dentata,¶ìÃ«Óñ·ï»¨,8,10,NA,NA,Orchidaceae,Habenaria,CB
Habenaria fordii,Ïß°êÓñ·ï»¨,7,8,NA,NA,Orchidaceae,Habenaria,CB
Habenaria glaucifolia,·ÛÒ¶Óñ·ï»¨,NA,NA,NA,NA,Orchidaceae,Habenaria,CB
Habenaria humidicola,ÊªµØÓñ·ï»¨,9,9,NA,NA,Orchidaceae,Habenaria,CB
Habenaria limprichtii,¿íÒ©¸ôÓñ·ï»¨,6,8,NA,NA,Orchidaceae,Habenaria,CB
Habenaria linguella,ÆÂ²Î,6,8,NA,NA,Orchidaceae,Habenaria,CB
Habenaria petelotii,ÁÑ°êÓñ·ï»¨,7,9,NA,NA,Orchidaceae,Habenaria,CB
Habenaria plurifoliata,Á«×ùÓñ·ï»¨,10,10,NA,NA,Orchidaceae,Habenaria,CB
Habenaria rhodocheila,³È»ÆÓñ·ï»¨,7,9,10,11,Orchidaceae,Habenaria,CB
Habenaria rostellifera,³İÆ¬ÆÂ²Î,7,8,NA,NA,Orchidaceae,Habenaria,CB
Habenaria shweliensis,ÖĞÃåÓñ·ï»¨,8,8,NA,NA,Orchidaceae,Habenaria,CB
Habenaria siamensis,ÖĞÌ©Óñ·ï»¨,8,8,NA,NA,Orchidaceae,Habenaria,CB
Hackelochloa granularis,ÇòËë²İ,6,10,6,10,Poaceae,Hackelochloa,CB
Halenia elliptica,ÍÖÔ²Ò¶»¨Ãª,8,10,10,12,Gentianaceae,Halenia,CB
Halenia elliptica var. grandiflora,´ó»¨»¨Ãª,NA,NA,NA,NA,Gentianaceae,Halenia,CB
Halesia macgregorii,ÒøÖÓ»¨,4,4,5,7,Styracaceae,Halesia,WD
Hamamelis mollis,½ğÂÆÃ·,4,5,6,8,Hamamelidaceae,Hamamelis,WD
Hanceola cavaleriei,¹óÖİËÄÂÖÏã,9,9,9,9,Lamiaceae,Hanceola,CB
Hanceola cordiovata,ĞÄÂÑÒ¶ËÄÂÖÏã,NA,NA,NA,NA,Lamiaceae,Hanceola,CB
Hanceola labordei,¸ßÆÂËÄÂÖÏã,9,9,NA,NA,Lamiaceae,Hanceola,CB
Hanceola sinensis,ËÄÂÖÏã,7,8,9,9,Lamiaceae,Hanceola,CB
Handeliodendron bodinieri,ÕÆÒ¶Ä¾,5,5,7,7,Hippocastanaceae,Handeliodendron,WD
Hedera nepalensis,Äá²´¶û³£´ºÌÙ,NA,NA,NA,NA,Araliaceae,Hedera,WD
Hedera sinensis,³£´ºÌÙ,9,11,3,5,Araliaceae,Hedera,WD
Hedychium coccineum,ºì½ª»¨,6,8,10,10,Zingiberaceae,Hedychium,CB
Hedychium flavum,»Æ½ª»¨,9,9,NA,NA,Zingiberaceae,Hedychium,CB
Hedychium forrestii,Ô²°ê½ª»¨,8,10,10,12,Zingiberaceae,Hedychium,CB
Hedychium sinoaureum,Ğ¡»¨½ª»¨,7,8,NA,NA,Zingiberaceae,Hedychium,CB
Hedychium spicatum,²İ¹ûÒ©,6,7,8,10,Zingiberaceae,Hedychium,CB
Hedyotis angustifolia,ÏË»¨¶ú²İ,4,12,4,12,Rubiaceae,Hedyotis,CB
Hedyotis biflora,Ë«»¨¶ú²İ,1,9,1,9,Rubiaceae,Hedyotis,CB
Hedyotis capitellata,Í·×´»¨¶ú»Æ,5,5,NA,NA,Rubiaceae,Hedyotis,CB
Hedyotis caudatifolia,½£Ò¶¶ú²İ,5,6,NA,NA,Rubiaceae,Hedyotis,WD
Hedyotis chrysotricha,½ğÃ«¶ú²İ,1,12,1,12,Rubiaceae,Hedyotis,CB
Hedyotis consanguinea,Äâ½ğ²İ,1,11,1,11,Rubiaceae,Hedyotis,CB
Hedyotis diffusa,°×»¨ÉßÉà²İ,5,10,5,10,Rubiaceae,Hedyotis,CB
Hedyotis mellii,´ÖÃ«¶ú²İ,6,11,8,11,Rubiaceae,Hedyotis,CB
Hedyotis ovatifolia,°«Ğ¡¶ú²İ,7,8,7,8,Rubiaceae,Hedyotis,CB
Hedyotis uncinella,³¤½Ú¶ú²İ,4,9,4,9,Rubiaceae,Hedyotis,CB
Hedyotis verticillata,´ÖÒ¶¶ú²İ,3,11,3,11,Rubiaceae,Hedyotis,CB
Helicia cochinchinensis,Ğ¡¹ûÉ½ÁúÑÛ,6,10,11,3,Proteaceae,Helicia,WD
Helicia formosana,É½ÁúÑÛ,4,6,11,2,Proteaceae,Helicia,WD
Helicia reticulata,ÍøÂöÉ½ÁúÑÛ,4,4,11,11,Proteaceae,Helicia,WD
Helicteres elongata,³¤ĞòÉ½Ö¥Âé,6,10,NA,NA,Sterculiaceae,Helicteres,WD
Helicteres glabriuscula,Ï¸³İÉ½Ö¥Âé,1,12,NA,NA,Sterculiaceae,Helicteres,WD
Helicteres hirsuta,ÑãÆÅÂé,4,9,NA,NA,Sterculiaceae,Helicteres,WD
Helicteres lanceolata,½£Ò¶É½Ö¥Âé,7,11,NA,NA,Sterculiaceae,Helicteres,WD
Helictotrichon junghuhnii,±äÂÌÒìÑàÂó,6,8,6,8,Poaceae,Helictotrichon,CB
Helixanthera parasitica,Àë°ê¼ÄÉú,1,7,5,8,Loranthaceae,Helixanthera,WD
Heloniopsis umbellata,ºúÂé»¨,1,5,NA,NA,Liliaceae,Heloniopsis,CB
Helwingia chinensis,ÖĞ»ªÇà¼ÔÒ¶,4,5,8,9,Helwingiaceae,Helwingia,WD
Helwingia chinensis var. crenata,¶Û³İÇà¼ÔÒ¶,NA,NA,NA,NA,Helwingiaceae,Helwingia,WD
Helwingia himalaica,Î÷ÓòÇà¼ÔÒ¶,4,4,7,9,Helwingiaceae,Helwingia,WD
Helwingia japonica,Çà¼ÔÒ¶,5,5,8,8,Helwingiaceae,Helwingia,WD
Helwingia japonica var. hypoleuca,°×·ÛÇà¼ÔÒ¶,NA,NA,NA,NA,Helwingiaceae,Helwingia,WD
Helwingia omeiensis,¶ëÃ¼Çà¼ÔÒ¶,3,4,7,8,Helwingiaceae,Helwingia,WD
Hemarthria altissima,´óÅ£±Ş²İ,NA,NA,NA,NA,Poaceae,Hemarthria,CB
Hemarthria compressa,±âËëÅ£±Ş²İ,6,11,6,11,Poaceae,Hemarthria,CB
Hemarthria vaginata,¾ßÇÊÅ£±Ş²İ,9,11,9,11,Poaceae,Hemarthria,CB
Hemerocallis citrina,»Æ»¨²Ë,5,8,NA,NA,Liliaceae,Hemerocallis,CB
Hemerocallis forrestii,Î÷ÄÏİæ²İ,6,10,6,10,Liliaceae,Hemerocallis,CB
Hemerocallis lilioasphodelus,±±»Æ»¨²Ë,6,8,NA,NA,Liliaceae,Hemerocallis,CB
Hemerocallis nana,°«İæ²İ,6,6,NA,NA,Liliaceae,Hemerocallis,CB
Hemerocallis plicata,ÕÛÒ¶İæ²İ,5,9,5,9,Liliaceae,Hemerocallis,CB
Hemiboea bicornuta,Ì¨Íå°ëİôÜÄÌ¦,9,10,11,12,Gesneriaceae,Hemiboea,CB
Hemiboea cavaleriei,¹óÖİ°ëİôÜÄÌ¦,8,10,10,12,Gesneriaceae,Hemiboea,CB
Hemiboea cavaleriei var. paucinervis,ÊèÂö°ëİôÜÄÌ¦,NA,NA,NA,NA,Gesneriaceae,Hemiboea,CB
Hemiboea flaccida,Ã«¹û°ëİôÜÄÌ¦,8,10,11,11,Gesneriaceae,Hemiboea,CB
Hemiboea follicularis,»ªÄÏ°ëİôÜÄÌ¦,7,8,9,11,Gesneriaceae,Hemiboea,CB
Hemiboea gamosepala,ºÏİà°ëİôÜÄÌ¦,9,10,10,12,Gesneriaceae,Hemiboea,CB
Hemiboea gracilis,ÏËÏ¸°ëİôÜÄÌ¦,8,8,10,11,Gesneriaceae,Hemiboea,CB
Hemiboea gracilis var. pilobracteata,Ã«°ú°ëİôÜÄÌ¦,NA,NA,NA,NA,Gesneriaceae,Hemiboea,CB
Hemiboea magnibracteata,´ó°ú°ëİôÜÄÌ¦,8,8,9,10,Gesneriaceae,Hemiboea,CB
Hemiboea mollifolia,ÈáÃ«°ëİôÜÄÌ¦,8,10,9,11,Gesneriaceae,Hemiboea,CB
Hemiboea omeiensis,¶ëÃ¼°ëİôÜÄÌ¦,8,10,11,12,Gesneriaceae,Hemiboea,CB
Hemiboea parvibracteata,Ğ¡°ú°ëİôÜÄÌ¦,9,9,NA,NA,Gesneriaceae,Hemiboea,CB
Hemiboea subacaulis,¶Ì¾¥°ëİôÜÄÌ¦,9,10,10,12,Gesneriaceae,Hemiboea,CB
Hemiboea subcapitata,°ëİôÜÄÌ¦,9,10,10,12,Gesneriaceae,Hemiboea,CB
Hemiphragma heterophyllum,±Ş´òĞåÇò,4,6,6,8,Scrophulariaceae,Hemiphragma,CB
Hemipilia flabellata,ÉÈ´½Éàà¹À¼,7,8,NA,NA,Orchidaceae,Hemipilia,CB
Hemipilia limprichtii,¶Ì¾àÉàà¹À¼,8,8,NA,NA,Orchidaceae,Hemipilia,CB
Hemsleya amabilis,ÇúÁ«,6,10,7,11,Cucurbitaceae,Hemsleya,CB
Hemsleya carnosiflora,Èâ»¨Ñ©µ¨,7,7,9,9,Cucurbitaceae,Hemsleya,CB
Hemsleya dipterygia,ÒíÉßÁ«,6,10,8,11,Cucurbitaceae,Hemsleya,CB
Hemsleya dolichocarpa,³¤¹ûÑ©µ¨,6,9,8,11,Cucurbitaceae,Hemsleya,CB
Hemsleya graciliflora,ÂíÍ­Áå,6,9,8,11,Cucurbitaceae,Hemsleya,CB
Hemsleya macrosperma,ÂŞ¹øµ×,7,9,9,11,Cucurbitaceae,Hemsleya,CB
Hemsleya panlongqi,ÅÌÁúÆß,9,9,NA,NA,Cucurbitaceae,Hemsleya,CB
Hemsleya sphaerocarpa,ÉßÁ«,5,6,7,8,Cucurbitaceae,Hemsleya,CB
Hemsleya villosipetala,Ä¸ÖíÑ©µ¨,7,9,8,10,Cucurbitaceae,Hemsleya,CB
Heracleum bivittatum,¶ş¹Ü¶À»î,7,9,9,10,Apiaceae,Heracleum,CB
Heracleum hemsleyanum,¶À»î,5,7,8,9,Apiaceae,Heracleum,CB
Heracleum scabridum,²Ú¶À»î,5,6,8,9,Apiaceae,Heracleum,CB
Heracleum tiliifolium,é²Ò¶¶À»î,7,8,9,10,Apiaceae,Heracleum,CB
Herminium alaschanicum,ÁÑ°ê½ÇÅÌÀ¼,7,9,NA,NA,Orchidaceae,Herminium,CB
Herminium lanceum,²æ´½½ÇÅÌÀ¼,7,8,NA,NA,Orchidaceae,Herminium,CB
Heterolamium debile var. cardiophyllum,Ï¸³İÒìÒ°Ö¥Âé,NA,NA,NA,NA,Lamiaceae,Heterolamium,CB
Heteropanax brevipedicellatus,¶Ì¹£»ÏÉ¡·ã,11,12,1,2,Araliaceae,Heteropanax,WD
Heteropanax chinensis,»ª»ÏÉ¡·ã,10,11,1,2,Araliaceae,Heteropanax,WD
Heteropogon contortus,»ÆÃ©,6,2,6,2,Poaceae,Heteropogon,CB
Heteropolygonatum ginfushanicum,½ğ·ğÉ½Òì»Æ¾«,5,6,NA,NA,Liliaceae,Heteropolygonatum,CB
Heterosmilax chinensis,»ªĞ¤İÃİÖ,5,6,9,12,Liliaceae,Heterosmilax,WD
Heterosmilax japonica,Ğ¤İÃİÖ,6,8,7,11,Liliaceae,Heterosmilax,WD
Heterosmilax septemnervia,¶ÌÖùĞ¤İÃİÖ,5,6,9,11,Liliaceae,Heterosmilax,WD
Heterosmilax yunnanensis,ÔÆÄÏĞ¤İÃİÖ,5,6,9,11,Liliaceae,Heterosmilax,WD
Heterostemma esquirolii,¹óÖİ×í»êÌÙ,7,9,9,11,Asclepiadaceae,Heterostemma,WD
Heterostemma wallichii,ÔÆÄÏ×í»êÌÙ,7,9,NA,NA,Asclepiadaceae,Heterostemma,WD
Heynea trijuga,ğÑğ³»¨,4,6,5,6,Meliaceae,Heynea,WD
Hibiscus indicus,ÃÀÀöÜ½ÈØ,7,9,NA,NA,Malvaceae,Hibiscus,WD
Hibiscus labordei,¹óÖİÜ½ÈØ,6,6,NA,NA,Malvaceae,Hibiscus,WD
Hibiscus mutabilis,Ä¾Ü½ÈØ,8,10,NA,NA,Malvaceae,Hibiscus,WD
Hibiscus rosa-sinensis,ÖìéÈ,1,12,NA,NA,Malvaceae,Hibiscus,WD
Hibiscus sinosyriacus,»ªÄ¾éÈ,6,7,9,9,Malvaceae,Hibiscus,WD
Hibiscus syriacus,Ä¾éÈ,7,10,11,11,Malvaceae,Hibiscus,WD
Hibiscus syriacus var. elegantissimus,ÑÅÖÂÄ¾éÈ,NA,NA,NA,NA,Malvaceae,Hibiscus,WD
Hibiscus syriacus var. paeoniflorus,Äµµ¤Ä¾éÈ,NA,NA,NA,NA,Malvaceae,Hibiscus,WD
Hibiscus syriacus var. violaceus,×Ï»¨ÖØ°êÄ¾éÈ,NA,NA,NA,NA,Malvaceae,Hibiscus,WD
Hieracium umbellatum,É½Áø¾Õ,7,9,7,9,Asteraceae,Hieracium,CB
Hiptage benghalensis,·çóİ¹û,4,4,8,8,Malpighiaceae,Hiptage,WD
Hiptage candicans,°×»¨·çóİ¹û,2,3,4,5,Malpighiaceae,Hiptage,WD
Hiptage lanceolata,ÅûÕëÒ¶·çóİ¹û,NA,NA,NA,NA,Malpighiaceae,Hiptage,WD
Hiptage luodianensis,ÂŞµé·çóİ¹û,3,4,NA,NA,Malpighiaceae,Hiptage,WD
Hiptage minor,Ğ¡»¨·çóİ¹û,3,4,4,5,Malpighiaceae,Hiptage,WD
Hiptage tianyangensis,ÌïÑô·çóİ¹û,4,4,8,8,Malpighiaceae,Hiptage,WD
Holboellia angustifolia,ÎåÔÂ¹ÏÌÙ,4,6,8,10,Lardizabalaceae,Holboellia,WD
Holboellia angustifolia subsp. linearifolia,ÏßÒ¶Îå·çÌÙ,5,6,8,10,Lardizabalaceae,Holboellia,WD
Holboellia coriacea,Ó¥×¦·ã,4,4,6,8,Lardizabalaceae,Holboellia,WD
Holboellia grandiflora,Å£Ä·¹Ï,4,5,7,9,Lardizabalaceae,Holboellia,WD
Holboellia latifolia,°ËÔÂ¹Ï,4,5,7,9,Lardizabalaceae,Holboellia,WD
Holboellia pterocaulis,Àâ¾¥°ËÔÂ¹Ï,4,5,8,9,Lardizabalaceae,Holboellia,WD
Holostemma ada-kodien,½Â¼ôÌÙ,4,9,8,12,Asclepiadaceae,Holostemma,WD
Homocodon brevipes,Í¬ÖÓ»¨,4,8,4,8,Campanulaceae,Homocodon,CB
Homonoia riparia,Ë®Áø,3,5,4,7,Euphorbiaceae,Homonoia,WD
Hosiea sinensis,ÎŞĞëÌÙ,4,5,6,8,Icacinaceae,Hosiea,WD
Hosta plantaginea,Óñô¢,8,10,8,10,Liliaceae,Hosta,CB
Hosta ventricosa,×Ïİà,6,9,6,9,Liliaceae,Hosta,CB
Houttuynia cordata,Şª²Ë,4,9,6,10,Saururaceae,Houttuynia,CB
Hovenia acerba,è×—º,5,5,8,9,Rhamnaceae,Hovenia,WD
Hovenia trichocarpa,Ã«¹ûè×—º,5,5,10,10,Rhamnaceae,Hovenia,WD
Hovenia trichocarpa var. robusta,¹âÒ¶Ã«¹ûè×¾å,NA,NA,NA,NA,Rhamnaceae,Hovenia,WD
Hoya fungii,»¤¶ú²İ,4,5,9,11,Asclepiadaceae,Hoya,WD
Hoya fusca,»Æ»¨ÇòÀ¼,7,7,10,10,Asclepiadaceae,Hoya,WD
Hoya griffithii,ºÉÇïÌÙ,6,8,NA,NA,Asclepiadaceae,Hoya,WD
Hoya lipoensis,ÀóÆÂÇòÀ¼,NA,NA,NA,NA,Asclepiadaceae,Hoya,WD
Hoya lyi,Ïã»¨ÇòÀ¼,7,12,7,11,Asclepiadaceae,Hoya,WD
Hoya villosa,Ã«ÇòÀ¼,4,6,9,3,Asclepiadaceae,Hoya,WD
Humulus scandens,È„²İ,7,8,9,10,Cannabaceae,Humulus,CB
Huodendron biaristatum,Ë«³İÉ½ÜÔÀò,5,6,8,9,Styracaceae,Huodendron,WD
Huodendron biaristatum var. parviflorum,ÁëÄÏÉ½ÜÔÀò,4,5,8,10,Styracaceae,Huodendron,WD
Huodendron tibeticum,Î÷²ØÉ½ÜÔÀò,5,5,8,9,Styracaceae,Huodendron,WD
Huodendron tomentosum var. guangxiense,¹ãÎ÷É½ÜÔÀò,4,5,NA,NA,Styracaceae,Huodendron,WD
Hydnocarpus hainanensis,º£ÄÏ´ó·ç×Ó,4,5,6,8,Flacourtiaceae,Hydnocarpus,WD
Hydrangea anomala,¹Ú¸ÇĞåÇò,5,5,8,8,Saxifragaceae,Hydrangea,WD
Hydrangea aspera,ÂíÉ£ĞåÇò,5,6,9,10,Saxifragaceae,Hydrangea,WD
Hydrangea chinensis,ÖĞ¹úĞåÇò,5,6,9,10,Saxifragaceae,Hydrangea,WD
Hydrangea coenobialis,ËÖõ²ĞåÇò,5,5,9,9,Saxifragaceae,Hydrangea,WD
Hydrangea davidii,Î÷ÄÏĞåÇò,5,6,8,9,Saxifragaceae,Hydrangea,WD
Hydrangea heteromalla,Î¢ÈŞĞåÇò,6,7,9,10,Saxifragaceae,Hydrangea,WD
Hydrangea hypoglauca,°×±»ĞåÇò,6,6,9,10,Saxifragaceae,Hydrangea,WD
Hydrangea kwangsiensis,ÔÁÎ÷ĞåÇò,5,6,10,11,Saxifragaceae,Hydrangea,WD
Hydrangea kwangtungensis,¹ã¶«ĞåÇò,5,5,11,11,Saxifragaceae,Hydrangea,WD
Hydrangea lingii,ÏÁÒ¶ĞåÇò,4,5,9,11,Saxifragaceae,Hydrangea,WD
Hydrangea linkweiensis,ÁÙ¹ğĞåÇò,5,5,9,10,Saxifragaceae,Hydrangea,WD
Hydrangea longipes,İ»À¼ĞåÇò,6,7,8,10,Saxifragaceae,Hydrangea,WD
Hydrangea longipes var. fulvescens,ĞåÃ«ĞåÇò,7,8,9,10,Saxifragaceae,Hydrangea,WD
Hydrangea longipes var. lanceolata,ÅûÕëĞåÇò,NA,NA,9,10,Saxifragaceae,Hydrangea,WD
Hydrangea macrocarpa,´ó¹ûĞåÇò,6,7,9,10,Saxifragaceae,Hydrangea,WD
Hydrangea macrophylla,ĞåÇò,7,7,9,9,Saxifragaceae,Hydrangea,WD
Hydrangea paniculata,Ô²×¶ĞåÇò,5,6,8,9,Saxifragaceae,Hydrangea,WD
Hydrangea robusta,´ÖÖ¦ĞåÇò,7,8,9,11,Saxifragaceae,Hydrangea,WD
Hydrangea stenophylla,ÁøÒ¶ĞåÇò,5,5,8,8,Saxifragaceae,Hydrangea,WD
Hydrangea strigosa,À¯Á«ĞåÇò,5,6,8,9,Saxifragaceae,Hydrangea,WD
Hydrangea stylosa,³¤ÖùĞåÇò,6,7,9,10,Saxifragaceae,Hydrangea,WD
Hydrangea sungpanensis,ËÉÅËĞåÇò,7,7,9,9,Saxifragaceae,Hydrangea,WD
Hydrangea xanthoneura,¹Ò¿àĞåÇò,7,7,9,10,Saxifragaceae,Hydrangea,WD
Hydrilla verticillata,ºÚÔå,7,10,5,10,Hydrocharitaceae,Hydrilla,CB
Hydrocotyle himalaica,Ï²ÂíÀ­ÑÅÌìºúİ´,6,7,6,7,Apiaceae,Hydrocotyle,CB
Hydrocotyle hookeri subsp. handelii,ÆÕ¶ÉÌìºúİ´,NA,NA,NA,NA,Apiaceae,Hydrocotyle,CB
Hydrocotyle nepalensis,ºìÂíÌã²İ,5,11,5,11,Apiaceae,Hydrocotyle,CB
Hydrocotyle sibthorpioides,Ììºúİ´,4,9,4,9,Apiaceae,Hydrocotyle,CB
Hydrocotyle wilfordii,ÉöÒ¶Ììºúİ´,5,9,5,9,Apiaceae,Hydrocotyle,CB
Hygrophila salicifolia,Ë®ËòÒÂ,9,9,12,2,Acanthaceae,Hygrophila,CB
Hylodesmum laxum,Êè»¨³¤±úÉ½Âì»È,8,10,10,11,Fabaceae,Hylodesmum,CB
Hylodesmum leptopus,Ï¸±úÉ½ÂÌ¶¹,8,9,8,9,Fabaceae,Hylodesmum,WD
Hylodesmum oldhamii,ÓğÒ¶³¤±úÉ½Âì»È,8,9,9,10,Fabaceae,Hylodesmum,CB
Hylodesmum podocarpum,³¤±úÉ½Âì»È,NA,NA,NA,NA,Fabaceae,Hylodesmum,CB
Hylodesmum podocarpum subsp. fallax,¿íÂÑÒ¶³¤±úÉ½Âì»È,8,11,NA,NA,Fabaceae,Hylodesmum,CB
Hylodesmum podocarpum subsp. oxyphyllum,¼âÒ¶³¤±úÉ½Âì»È,7,9,8,11,Fabaceae,Hylodesmum,CB
Hylodesmum podocarpum subsp. szechuenense,ËÄ´¨³¤±úÉ½Âì»È,8,9,9,11,Fabaceae,Hylodesmum,CB
Hylomecon japonica var. subincisa,ÈñÁÑºÉÇà»¨,NA,NA,NA,NA,Papaveraceae,Hylomecon,CB
Hylotelephium angustum,ÏÁËë°Ë±¦,8,8,NA,NA,Crassulaceae,Hylotelephium,CB
Hylotelephium erythrostictum,°Ë±¦,8,10,NA,NA,Crassulaceae,Hylotelephium,CB
Hymenodictyon flaccidum,ÍÁÁ¬ÇÌ,5,7,8,11,Rubiaceae,Hymenodictyon,WD
Hypericum acmosepalum,¼âİà½ğË¿ÌÒ,5,7,8,9,Clusiaceae,Hypericum,WD
Hypericum ascyron,»Æº£ÌÄ,7,8,8,9,Clusiaceae,Hypericum,CB
Hypericum attenuatum,¸ÏÉ½±Ş,7,8,8,9,Clusiaceae,Hypericum,CB
Hypericum augustinii,ÎŞ±ú½ğË¿ÌÒ,9,10,11,11,Clusiaceae,Hypericum,WD
Hypericum beanii,ÔÔÑí»¨,5,7,8,9,Clusiaceae,Hypericum,WD
Hypericum cohaerens,Á¬Öù½ğË¿ÌÒ,5,7,NA,NA,Clusiaceae,Hypericum,WD
Hypericum curvisepalum,Íäİà½ğË¿ÌÒ,5,6,9,9,Clusiaceae,Hypericum,WD
Hypericum elodeoides,Í¦¾¥±éµØ½ğ,7,8,9,10,Clusiaceae,Hypericum,CB
Hypericum erectum,Ğ¡Á¬ÇÌ,7,9,8,9,Clusiaceae,Hypericum,CB
Hypericum faberi,Ñï×ÓĞ¡Á¬ÇÌ,6,8,8,9,Clusiaceae,Hypericum,CB
Hypericum henryi,Î÷ÄÏ½ğË¿Ã·,5,7,8,10,Clusiaceae,Hypericum,WD
Hypericum henryi subsp. uraloides,áº½­½ğË¿Ã·,NA,NA,NA,NA,Clusiaceae,Hypericum,WD
Hypericum hookerianum,¶ÌÖù½ğË¿ÌÒ,4,7,9,10,Clusiaceae,Hypericum,WD
Hypericum japonicum,µØ¶ú²İ,3,9,6,10,Clusiaceae,Hypericum,CB
Hypericum kouytchense,¹óÖİ½ğË¿ÌÒ,5,7,8,9,Clusiaceae,Hypericum,WD
Hypericum lagarocladum,ÏËÖ¦½ğË¿ÌÒ,4,5,6,8,Clusiaceae,Hypericum,WD
Hypericum monanthemum,µ¥»¨±éµØ½ğ,7,8,9,10,Clusiaceae,Hypericum,CB
Hypericum monogynum,½ğË¿ÌÒ,6,8,8,9,Clusiaceae,Hypericum,WD
Hypericum patulum,½ğË¿Ã·,5,9,7,10,Clusiaceae,Hypericum,WD
Hypericum perforatum,¹áÒ¶Á¬ÇÌ,6,9,7,10,Clusiaceae,Hypericum,CB
Hypericum petiolulatum,¶Ì±úĞ¡Á¬ÇÌ,7,8,9,10,Clusiaceae,Hypericum,CB
Hypericum petiolulatum subsp. yunnanense,ÔÆÄÏĞ¡Á¬ÇÌ,NA,NA,NA,NA,Clusiaceae,Hypericum,CB
Hypericum sampsonii,Ôª±¦²İ,5,6,7,8,Clusiaceae,Hypericum,CB
Hypericum seniawinii,ÃÜÏÙĞ¡Á¬ÇÌ,7,9,8,11,Clusiaceae,Hypericum,CB
Hypericum stellatum,ĞÇİà½ğË¿ÌÒ,6,7,8,9,Clusiaceae,Hypericum,WD
Hypericum uralum,³×İà½ğË¿ÌÒ,6,9,9,11,Clusiaceae,Hypericum,WD
Hypericum wightianum,±éµØ½ğ,5,7,8,9,Clusiaceae,Hypericum,CB
Hypolytrum nemorum,¸î¼¦Ã¢,4,8,4,8,Cyperaceae,Hypolytrum,CB
Hypoxis aurea,Ğ¡½ğÃ·²İ,NA,NA,NA,NA,Amaryllidaceae,Hypoxis,CB
Hypserpa nitida,Ò¹»¨ÌÙ,6,8,6,8,Menispermaceae,Hypserpa,WD
Hystrix duthiei,â¬²İ,5,8,5,8,Poaceae,Hystrix,CB
Ichnanthus pallens var. major,´ó¾à»¨Êò,8,11,8,11,Poaceae,Ichnanthus,CB
Idesia polycarpa,É½Í©×Ó,4,5,10,11,Flacourtiaceae,Idesia,WD
Idesia polycarpa var. vestita,Ã«Ò¶É½Í©×Ó,NA,NA,NA,NA,Flacourtiaceae,Idesia,WD
Ilex aculeolata,ÂúÊ÷ĞÇ,4,5,10,10,Aquifoliaceae,Ilex,WD
Ilex bioritsensis,´ÌÒ¶¶¬Çà,4,5,8,10,Aquifoliaceae,Ilex,WD
Ilex brachyphylla,¶ÌÒ¶¶¬Çà,4,4,NA,NA,Aquifoliaceae,Ilex,WD
Ilex buxoides,»ÆÑî¶¬Çà,4,5,7,10,Aquifoliaceae,Ilex,WD
Ilex chamaebuxus,°«ÑîÃ·¶¬Çà,5,5,NA,NA,Aquifoliaceae,Ilex,WD
Ilex championii,°¼Ò¶¶¬Çà,6,7,8,11,Aquifoliaceae,Ilex,WD
Ilex chapaensis,É³°Ó¶¬Çà,4,4,10,11,Aquifoliaceae,Ilex,WD
Ilex chinensis,¶¬Çà,4,7,7,12,Aquifoliaceae,Ilex,WD
Ilex chingiana,¾Ş¹û¶¬Çà,5,5,8,11,Aquifoliaceae,Ilex,WD
Ilex ciliospinosa,ÏË³İèÛ¹Ç,4,5,9,10,Aquifoliaceae,Ilex,WD
Ilex confertiflora,ÃÜ»¨¶¬Çà,4,4,6,9,Aquifoliaceae,Ilex,WD
Ilex corallina,Éºº÷¶¬Çà,4,5,9,10,Aquifoliaceae,Ilex,WD
Ilex corallina var. aberrans,´ÌÒ¶Éºº÷¶¬Çà,4,4,NA,NA,Aquifoliaceae,Ilex,WD
Ilex cyrtura,ÍäÎ²¶¬Çà,4,4,6,9,Aquifoliaceae,Ilex,WD
Ilex dianguiensis,µá¹ó¶¬Çà,NA,NA,NA,NA,Aquifoliaceae,Ilex,WD
Ilex dunniana,ÁúÀï¶¬Çà,4,5,8,10,Aquifoliaceae,Ilex,WD
Ilex editicostata,ÏÔÂö¶¬Çà,5,6,8,11,Aquifoliaceae,Ilex,WD
Ilex elmerrilliana,ºñÒ¶¶¬Çà,5,5,10,10,Aquifoliaceae,Ilex,WD
