scientific name,Chinese name,first flowering month,last flowering month,first fruiting month,last fruiting name,family name,genus name,woodiness
Hedyosmum orientale,Ñ©ÏãÀ¼,12,4,2,6,Chloranthaceae,Hedyosmum,CB
Hedyotis acutangula,½ğ²İ,5,12,6,12,Rubiaceae,Hedyotis,CB
Hedyotis ampliflora,¹ã»¨¶ú²İ,6,8,NA,NA,Rubiaceae,Hedyotis,WD
Hedyotis angustifolia,ÏË»¨¶ú²İ,4,12,4,12,Rubiaceae,Hedyotis,CB
Hedyotis auricularia var. mina,Ï¸Ò¶ÑÇÆÅ³±,1,12,NA,NA,Rubiaceae,Hedyotis,CB
Hedyotis biflora,Ë«»¨¶ú²İ,1,9,1,9,Rubiaceae,Hedyotis,CB
Hedyotis cantoniensis,¹ãÖİ¶ú²İ,4,8,NA,NA,Rubiaceae,Hedyotis,WD
Hedyotis capitellata,Í·×´»¨¶ú»Æ,5,5,NA,NA,Rubiaceae,Hedyotis,CB
Hedyotis capitellata var. mollissima,ÈŞÃ«Í·×´»¨¶ú²İ,1,12,1,12,Rubiaceae,Hedyotis,CB
Hedyotis caudatifolia,½£Ò¶¶ú²İ,5,6,NA,NA,Rubiaceae,Hedyotis,WD
Hedyotis chereevensis,Ô½ÄÏ¶ú²İ,5,7,NA,NA,Rubiaceae,Hedyotis,CB
Hedyotis chrysotricha,½ğÃ«¶ú²İ,1,12,1,12,Rubiaceae,Hedyotis,CB
Hedyotis consanguinea,Äâ½ğ²İ,6,8,6,8,Rubiaceae,Hedyotis,CB
Hedyotis corymbosa var. tereticaulis,Ô²¾¥¶ú²İ,1,12,1,12,Rubiaceae,Hedyotis,CB
Hedyotis diffusa,°×»¨ÉßÉà²İ,5,10,5,10,Rubiaceae,Hedyotis,CB
Hedyotis effusa,¶¦ºş¶ú²İ,7,9,NA,NA,Rubiaceae,Hedyotis,CB
Hedyotis herbacea,µ¤²İ,1,4,1,4,Rubiaceae,Hedyotis,CB
Hedyotis longiexserta,ÉÏË¼¶ú²İ,6,7,NA,NA,Rubiaceae,Hedyotis,CB
Hedyotis matthewii,Êè»¨¶ú²İ,5,11,5,7,Rubiaceae,Hedyotis,CB
Hedyotis mellii,´ÖÃ«¶ú²İ,6,11,8,11,Rubiaceae,Hedyotis,CB
Hedyotis minutopuberula,·ÛÃ«¶ú²İ,4,6,NA,NA,Rubiaceae,Hedyotis,CB
Hedyotis obliquinervis,Æ«Âö¶ú²İ,12,3,NA,NA,Rubiaceae,Hedyotis,WD
Hedyotis pinifolia,ËÉÒ¶¶ú²İ,5,11,4,11,Rubiaceae,Hedyotis,CB
Hedyotis platystipula,À«ÍĞÒ¶¶ú²İ,5,8,9,9,Rubiaceae,Hedyotis,CB
Hedyotis pterita,³á¹û¶ú²İ,7,10,7,10,Rubiaceae,Hedyotis,CB
Hedyotis tetrangularis,·½¾¥¶ú²İ,7,11,7,11,Rubiaceae,Hedyotis,CB
Hedyotis uncinella,³¤½Ú¶ú²İ,4,6,NA,NA,Rubiaceae,Hedyotis,CB
Hedyotis verticillata,´ÖÒ¶¶ú²İ,5,11,5,11,Rubiaceae,Hedyotis,CB
Hedyotis vestita,Âö¶ú²İ,7,11,7,11,Rubiaceae,NA,NA
Helicia cochinchinensis,Ğ¡¹ûÉ½ÁúÑÛ,6,10,11,3,Proteaceae,Helicia,WD
Helicia dongxingensis,¶«ĞËÉ½ÁúÑÛ,NA,NA,NA,NA,Proteaceae,Helicia,WD
Helicia formosana,É½ÁúÑÛ,4,6,11,2,Proteaceae,Helicia,WD
Helicia hainanensis,º£ÄÏÉ½ÁúÑÛ,4,8,11,3,Proteaceae,Helicia,WD
Helicia kwangtungensis,¹ã¶«É½ÁúÑÛ,6,7,10,12,Proteaceae,Helicia,WD
Helicia longipetiolata,³¤±úÉ½ÁúÑÛ,6,8,11,1,Proteaceae,Helicia,WD
Helicia nilagirica,ÉîÂÌÉ½ÁúÑÛ,5,8,11,7,Proteaceae,Helicia,WD
Helicia obovatifolia,µ¹ÂÑÒ¶É½ÁúÑÛ,7,8,10,11,Proteaceae,Helicia,WD
Helicia obovatifolia var. mixta,èÁèËÒ¶É½ÁúÑÛ,6,7,10,12,Proteaceae,Helicia,WD
Helicia pyrrhobotrya,ÑæĞòÉ½ÁúÑÛ,4,8,9,3,Proteaceae,Helicia,WD
Helicia reticulata,ÍøÂöÉ½ÁúÑÛ,5,7,10,12,Proteaceae,Helicia,WD
Helicia silvicola,ÁÖµØÉ½ÁúÑÛ,7,8,10,2,Proteaceae,Helicia,WD
Heliciopsis henryi,¼ÙÉ½ÁúÑÛ,4,5,10,5,Proteaceae,Heliciopsis,WD
Heliciopsis lobata,µ÷¸şÊ÷,5,7,11,12,Proteaceae,Heliciopsis,WD
Heliciopsis terminalis,ğäÈùÊ÷,3,6,8,11,Proteaceae,Heliciopsis,WD
Helicteres angustifolia,É½Ö¥Âé,1,12,NA,NA,Sterculiaceae,Helicteres,WD
Helicteres elongata,³¤ĞòÉ½Ö¥Âé,6,10,NA,NA,Sterculiaceae,Helicteres,WD
Helicteres glabriuscula,Ï¸³İÉ½Ö¥Âé,1,12,NA,NA,Sterculiaceae,Helicteres,WD
Helicteres hirsuta,ÑãÆÅÂé,4,9,NA,NA,Sterculiaceae,Helicteres,WD
Helicteres isora,»ğË÷Âé,4,10,10,1,Sterculiaceae,Helicteres,WD
Helicteres lanceolata,½£Ò¶É½Ö¥Âé,7,11,NA,NA,Sterculiaceae,Helicteres,WD
Helicteres plebeja,°«É½Ö¥Âé,NA,NA,NA,NA,Sterculiaceae,Helicteres,WD
Helicteres prostrata,Æ½ÎÔÉ½Ö¥Âé,6,7,NA,NA,Sterculiaceae,Helicteres,WD
Heliotropium indicum,¹·Î²Ìì½æ²Ë,4,10,4,10,Boraginaceae,Heliotropium,CB
Helixanthera guangxiensis,¹ãÎ÷Àë°ê¼ÄÉú,8,11,11,12,Loranthaceae,Helixanthera,WD
Helixanthera parasitica,Àë°ê¼ÄÉú,1,7,5,8,Loranthaceae,Helixanthera,WD
Helixanthera sampsonii,ÓÍ²èÀë°ê¼ÄÉú,4,6,8,10,Loranthaceae,Helixanthera,WD
Helwingia chinensis,ÖĞ»ªÇà¼ÔÒ¶,3,5,8,10,Helwingiaceae,Helwingia,WD
Helwingia chinensis var. crenata,¶Û³İÇà¼ÔÒ¶,NA,NA,NA,NA,Helwingiaceae,Helwingia,WD
Helwingia himalaica,Î÷ÓòÇà¼ÔÒ¶,4,5,8,10,Helwingiaceae,Helwingia,WD
Helwingia japonica,Çà¼ÔÒ¶,4,5,8,9,Helwingiaceae,Helwingia,WD
Helwingia omeiensis,¶ëÃ¼Çà¼ÔÒ¶,3,4,8,9,Helwingiaceae,Helwingia,WD
Hemarthria compressa,±âËëÅ£±Ş²İ,6,11,6,11,Poaceae,Hemarthria,CB
Hemarthria vaginata,¾ßÇÊÅ£±Ş²İ,5,5,NA,NA,Poaceae,Hemarthria,CB
Hemerocallis citrina,»Æ»¨²Ë,5,7,8,9,Liliaceae,Hemerocallis,CB
Hemerocallis fulva var. kwanso,³¤°êİæ²İ,NA,NA,NA,NA,Liliaceae,Hemerocallis,CB
Hemiboea cavaleriei,¹óÖİ°ëİôÜÄÌ¦,8,10,10,12,Gesneriaceae,Hemiboea,CB
Hemiboea cavaleriei var. paucinervis,ÊèÂö°ëİôÜÄÌ¦,NA,NA,NA,NA,Gesneriaceae,Hemiboea,CB
Hemiboea flaccida,Ã«¹û°ëİôÜÄÌ¦,8,10,9,11,Gesneriaceae,Hemiboea,CB
Hemiboea follicularis,»ªÄÏ°ëİôÜÄÌ¦,6,8,9,11,Gesneriaceae,Hemiboea,CB
Hemiboea gracilis,ÏËÏ¸°ëİôÜÄÌ¦,8,10,10,11,Gesneriaceae,Hemiboea,CB
Hemiboea longgangensis,Åª¸Ú°ëİôÜÄÌ¦,9,10,11,11,Gesneriaceae,Hemiboea,CB
Hemiboea longisepala,³¤İà°ëİôÜÄÌ¦,9,10,NA,NA,Gesneriaceae,Hemiboea,CB
Hemiboea longzhouensis,ÁúÖİ°ëİôÜÄÌ¦,11,12,1,2,Gesneriaceae,Hemiboea,CB
Hemiboea magnibracteata,´ó°ú°ëİôÜÄÌ¦,8,8,9,10,Gesneriaceae,Hemiboea,CB
Hemiboea parviflora,Ğ¡»¨°ëİôÜÄÌ¦,9,10,NA,NA,Gesneriaceae,Hemiboea,CB
Hemiboea rubribracteata,ºì°ú°ëİôÜÄÌ¦,NA,NA,NA,NA,Gesneriaceae,Hemiboea,CB
Hemiboea subacaulis,¶Ì¾¥°ëİôÜÄÌ¦,9,10,10,12,Gesneriaceae,Hemiboea,CB
Hemiboea subcapitata,°ëİôÜÄÌ¦,9,10,10,12,Gesneriaceae,Hemiboea,CB
Hemiphragma heterophyllum,±Ş´òĞåÇò,4,6,6,8,Scrophulariaceae,Hemiphragma,CB
Hemiphragma heterophyllum var. dentatum,±Ş´òĞåÇò³İ×´±äÖÖ,NA,NA,NA,NA,Scrophulariaceae,Hemiphragma,CB
Hemipilia kwangsiensis,¹ãÎ÷Éàà¹À¼,6,8,NA,NA,Orchidaceae,Hemipilia,CB
Hemiptelea davidii,´ÌÓÜ,6,8,9,10,Ulmaceae,Hemiptelea,WD
Hemsleya amabilis,ÇúÁ«,6,10,7,11,Cucurbitaceae,Hemsleya,CB
Hemsleya chinensis,Ñ©µ¨,7,9,9,11,Cucurbitaceae,NA,NA
Hemsleya dipterygia,ÒíÉßÁ«,6,10,8,11,Cucurbitaceae,Hemsleya,CB
Hemsleya dolichocarpa,³¤¹ûÑ©µ¨,6,9,8,11,Cucurbitaceae,Hemsleya,CB
Hemsleya graciliflora,ÂíÍ­Áå,6,9,8,11,Cucurbitaceae,Hemsleya,CB
Hemsleya macrocarpa,´ó¹ûÑ©µ¨,7,10,9,11,Cucurbitaceae,Hemsleya,CB
Hemsleya sphaerocarpa,ÉßÁ«,5,9,7,11,Cucurbitaceae,Hemsleya,CB
Heracleum bivittatum,¶ş¹Ü¶À»î,7,9,9,10,Apiaceae,Heracleum,CB
Heritiera littoralis,ÒøÒ¶Ê÷,6,8,NA,NA,Sterculiaceae,Heritiera,WD
Herminium lanceum,²æ´½½ÇÅÌÀ¼,6,7,NA,NA,Orchidaceae,Herminium,CB
Hetaeria elongata,³¤Ğò·­´½À¼,3,5,NA,NA,Orchidaceae,Hetaeria,CB
Heteropanax brevipedicellatus,¶Ì¹£»ÏÉ¡·ã,10,11,1,2,Araliaceae,Heteropanax,WD
Heteropanax chinensis,»ª»ÏÉ¡·ã,10,11,2,3,Araliaceae,Heteropanax,WD
Heteropanax fragrans,»ÏÉ¡·ã,10,12,3,4,Araliaceae,Heteropanax,WD
Heteroplexis impressinervia,°¼ÂöÒìÁÑ¾Õ,NA,NA,NA,NA,Asteraceae,Heteroplexis,CB
Heteroplexis microcephala,Ğ¡»¨ÒìÁÑ¾Õ,7,12,NA,NA,Asteraceae,Heteroplexis,CB
Heteroplexis sericophylla,¾îÒ¶ÒìÁÑ¾Õ,9,10,NA,NA,Asteraceae,Heteroplexis,CB
Heteroplexis vernonioides,ÒìÁÑ¾Õ,10,10,NA,NA,Asteraceae,Heteroplexis,CB
Heteropogon contortus,»ÆÃ©,4,12,4,12,Poaceae,Heteropogon,CB
Heterosmilax chinensis,»ªĞ¤İÃİÖ,5,6,9,12,Liliaceae,Heterosmilax,WD
Heterosmilax gaudichaudiana,ºÏË¿Ğ¤İÃİÖ,5,6,7,12,Liliaceae,Heterosmilax,WD
Heterosmilax japonica,Ğ¤İÃİÖ,6,8,7,11,Liliaceae,Heterosmilax,WD
Heterosmilax septemnervia,¶ÌÖùĞ¤İÃİÖ,5,6,9,11,Liliaceae,Heterosmilax,WD
Heterosmilax yunnanensis,ÔÆÄÏĞ¤İÃİÖ,5,6,9,11,Liliaceae,Heterosmilax,WD
Heterostemma brownii,Ì¨Íå×í»êÌÙ,5,8,NA,NA,Asclepiadaceae,Heterostemma,WD
Heterostemma esquirolii,¹óÖİ×í»êÌÙ,7,9,9,11,Asclepiadaceae,Heterostemma,WD
Heterostemma grandiflorum,´ó»¨×í»êÌÙ,5,9,10,12,Asclepiadaceae,Heterostemma,WD
Heterostemma oblongifolium,´ßÈéÌÙ,8,10,9,12,Asclepiadaceae,Heterostemma,WD
Heterostemma siamicum,ĞÄÒ¶×í»êÌÙ,6,6,10,11,Asclepiadaceae,Heterostemma,WD
Heterostemma tsoongii,¹ãÎ÷×í»êÌÙ,6,8,9,11,Asclepiadaceae,Heterostemma,WD
Heterostemma wallichii,ÔÆÄÏ×í»êÌÙ,7,9,NA,NA,Asclepiadaceae,Heterostemma,WD
Hewittia malabarica,Öí²ËÌÙ,1,12,1,12,Convolvulaceae,Hewittia,CB
Heynea trijuga,ğÑğ³»¨,6,7,9,11,Meliaceae,Heynea,WD
Heynea velutina,È×¹ûğÑğ³»¨,4,9,8,12,Meliaceae,Heynea,WD
Hibiscus cannabinus,´óÂééÈ,5,9,NA,NA,Malvaceae,Hibiscus,CB
Hibiscus grewiifolius,ÕÁÒ¶éÈ,NA,NA,1,2,Malvaceae,Hibiscus,WD
Hibiscus indicus,ÃÀÀöÜ½ÈØ,8,10,NA,NA,Malvaceae,Hibiscus,WD
Hibiscus labordei,¹óÖİÜ½ÈØ,6,6,NA,NA,Malvaceae,Hibiscus,WD
Hibiscus mutabilis,Ä¾Ü½ÈØ,8,10,NA,NA,Malvaceae,Hibiscus,WD
Hibiscus paramutabilis,Â®É½Ü½ÈØ,6,7,NA,NA,Malvaceae,Hibiscus,WD
Hibiscus paramutabilis var. longipedicellatus,³¤¹£Â®É½Ü½ÈØ,6,8,NA,NA,Malvaceae,Hibiscus,WD
Hibiscus rosa-sinensis,ÖìéÈ,1,12,1,12,Malvaceae,Hibiscus,WD
Hibiscus rosa-sinensis var. rubro-plenus,ÖØ°êÖìéÈ,NA,NA,NA,NA,Malvaceae,Hibiscus,WD
Hibiscus sinosyriacus,»ªÄ¾éÈ,6,8,NA,NA,Malvaceae,Hibiscus,WD
Hibiscus surattensis,´ÌÜ½ÈØ,9,4,NA,NA,Malvaceae,Hibiscus,CB
Hibiscus syriacus,Ä¾éÈ,5,10,NA,NA,Malvaceae,Hibiscus,WD
Hibiscus syriacus var. longibracteatus,³¤°úÄ¾éÈ,NA,NA,NA,NA,Malvaceae,Hibiscus,WD
Hibiscus syriacus var. paeoniflorus,Äµµ¤Ä¾éÈ,NA,NA,NA,NA,Malvaceae,Hibiscus,WD
Hibiscus tiliaceus,»ÆéÈ,6,8,NA,NA,Malvaceae,Hibiscus,WD
Hieracium umbellatum,É½Áø¾Õ,7,9,7,9,Asteraceae,Hieracium,CB
Himalaiella deltoidea,Èı½ÇÒ¶ĞëÃÖ¾Õ,5,11,5,11,Asteraceae,NA,NA
Hiptage benghalensis,·çóİ¹û,3,4,5,6,Malpighiaceae,Hiptage,WD
Hiptage fraxinifolia,°×À¯Ò¶·çóİ¹û,NA,NA,5,6,Malpighiaceae,Hiptage,WD
Hiptage minor,Ğ¡»¨·çóİ¹û,3,4,4,5,Malpighiaceae,Hiptage,WD
Hiptage multiflora,¶à»¨·çóİ¹û,NA,NA,5,6,Malpighiaceae,Hiptage,WD
Hiptage tianyangensis,ÌïÑô·çóİ¹û,3,3,4,5,Malpighiaceae,Hiptage,WD
Hodgsonia macrocarpa,ÓÍÔü¹û,6,10,6,10,Cucurbitaceae,Hodgsonia,WD
Holarrhena pubescens,Ö¹ĞºÄ¾,4,7,6,12,Apocynaceae,Holarrhena,WD
Holboellia angustifolia,ÎåÔÂ¹ÏÌÙ,4,6,8,10,Lardizabalaceae,Holboellia,WD
Holboellia chapaensis,É³°Ó°ËÔÂ¹Ï,3,4,8,11,Lardizabalaceae,Holboellia,WD
Holboellia coriacea,Ó¥×¦·ã,4,5,6,8,Lardizabalaceae,Holboellia,WD
Holboellia grandiflora,Å£Ä·¹Ï,4,5,7,9,Lardizabalaceae,Holboellia,WD
Holboellia parviflora,Ğ¡»¨Ó¥×¦·ã,11,12,9,10,Lardizabalaceae,Holboellia,WD
Holcoglossum kimballianum,¹ÜÒ¶²ÛÉàÀ¼,11,11,NA,NA,Orchidaceae,Holcoglossum,CB
Holcoglossum lingulatum,Éà´½²ÛÉàÀ¼,10,1,NA,NA,Orchidaceae,Holcoglossum,CB
Holcoglossum wangii,Í²¾à²ÛÉàÀ¼,10,12,NA,NA,Orchidaceae,NA,NA
Holostemma ada-kodien,½Â¼ôÌÙ,4,9,8,12,Asclepiadaceae,Holostemma,WD
Homalium breviracemosum,¶ÌËëÌìÁÏÄ¾,8,10,NA,NA,Flacourtiaceae,Homalium,WD
Homalium ceylanicum,Ë¹ÀïÀ¼¿¨ÌìÁÏÄ¾,1,11,2,12,Flacourtiaceae,Homalium,WD
Homalium cochinchinense,ÌìÁÏÄ¾,1,12,NA,NA,Flacourtiaceae,NA,NA
Homalium kainantense,À«°êÌìÁÏÄ¾,8,12,9,3,Flacourtiaceae,Homalium,WD
Homalium kwangsiense,¹ãÎ÷ÌìÁÏÄ¾,10,10,10,12,Flacourtiaceae,Homalium,WD
Homalium mollissimum,Ã«ÌìÁÏÄ¾,6,12,7,5,Flacourtiaceae,Homalium,WD
Homalium sabiifolium,Õ­Ò¶ÌìÁÏÄ¾,10,2,5,11,Flacourtiaceae,Homalium,WD
Homalium stenophyllum,ÏÁÒ¶ÌìÁÏÄ¾,5,12,12,1,Flacourtiaceae,Homalium,WD
Homalomena occulta,Ç§Äê½¡,7,9,NA,NA,Araceae,Homalomena,CB
Homocodon brevipes,Í¬ÖÓ»¨,4,8,4,8,Campanulaceae,Homocodon,CB
Homonoia riparia,Ë®Áø,3,5,4,7,Euphorbiaceae,Homonoia,WD
Hopea chinensis,ÏÁÒ¶ÆÂÀİ,6,7,10,12,Dipterocarpaceae,Hopea,WD
Hopea hainanensis,ÆÂÀİ,6,7,11,12,Dipterocarpaceae,Hopea,WD
Hornstedtia hainanensis,´ó¶¹Ş¢,4,5,8,10,Zingiberaceae,Hornstedtia,CB
Horsfieldia amygdalina,·ç´µéª,8,10,3,5,Myristicaceae,Horsfieldia,WD
Horsfieldia kingii,´óÒ¶·ç´µéª,4,10,10,12,Myristicaceae,Horsfieldia,WD
Hosta plantaginea,Óñô¢,8,10,8,10,Liliaceae,Hosta,CB
Hosta ventricosa,×Ïİà,6,9,6,9,Liliaceae,Hosta,CB
Houpoea officinalis,ºñÆÓ,NA,NA,NA,NA,Magnoliaceae,NA,NA
Houttuynia cordata,Şª²Ë,4,9,6,10,Saururaceae,Houttuynia,CB
Hovenia acerba,è×—º,5,7,8,10,Rhamnaceae,Hovenia,WD
Hovenia dulcis,±±è×—º,5,7,8,10,Rhamnaceae,NA,NA
Hovenia trichocarpa,Ã«¹ûè×—º,5,6,8,10,Rhamnaceae,Hovenia,WD
Hovenia trichocarpa var. robusta,¹âÒ¶Ã«¹ûè×¾å,NA,NA,NA,NA,Rhamnaceae,Hovenia,WD
Hoya carnosa,ÇòÀ¼,4,6,7,9,Asclepiadaceae,Hoya,WD
Hoya commutata,¹ãÎ÷ÇòÀ¼,NA,NA,NA,NA,Asclepiadaceae,Hoya,WD
Hoya cordata,ĞÄÒ¶ÇòÀ¼,4,5,NA,NA,Asclepiadaceae,Hoya,WD
Hoya fungii,»¤¶ú²İ,1,3,9,11,Asclepiadaceae,Hoya,WD
Hoya fusca,»Æ»¨ÇòÀ¼,5,9,10,1,Asclepiadaceae,Hoya,WD
Hoya griffithii,ºÉÇïÌÙ,6,8,NA,NA,Asclepiadaceae,Hoya,WD
Hoya liangii,ÑÂÏØÇòÀ¼,9,11,3,4,Asclepiadaceae,Hoya,WD
Hoya lyi,Ïã»¨ÇòÀ¼,9,12,NA,NA,Asclepiadaceae,Hoya,WD
Hoya multiflora,·ä³ö³²,5,7,10,12,Asclepiadaceae,Hoya,WD
Hoya nervosa,Í¹ÂöÇòÀ¼,8,8,NA,NA,Asclepiadaceae,Hoya,WD
Hoya pottsii,ÈıÂöÇòÀ¼,4,5,8,10,Asclepiadaceae,Hoya,WD
Hoya radicalis,³×Ò¶ÇòÀ¼,3,9,NA,NA,Asclepiadaceae,Hoya,WD
Hoya revolubilis,¾í±ßÇòÀ¼,12,12,NA,NA,Asclepiadaceae,Hoya,WD
Hoya villosa,Ã«ÇòÀ¼,4,6,9,3,Asclepiadaceae,Hoya,WD
Huodendron biaristatum,Ë«³İÉ½ÜÔÀò,4,5,6,9,Styracaceae,Huodendron,WD
Huodendron biaristatum var. parviflorum,ÁëÄÏÉ½ÜÔÀò,3,5,8,10,Styracaceae,Huodendron,WD
Huodendron tibeticum,Î÷²ØÉ½ÜÔÀò,3,5,8,9,Styracaceae,Huodendron,WD
Huodendron tomentosum var. guangxiense,¹ãÎ÷É½ÜÔÀò,4,5,NA,NA,Styracaceae,Huodendron,WD
Hydnocarpus annamensis,´óÒ¶Áú½Ç,4,6,1,12,Flacourtiaceae,Hydnocarpus,WD
Hydnocarpus anthelminthica,Ì©¹ú´ó·ç×Ó,9,9,11,6,Flacourtiaceae,Hydnocarpus,WD
Hydnocarpus hainanensis,º£ÄÏ´ó·ç×Ó,4,5,6,8,Flacourtiaceae,Hydnocarpus,WD
Hydrangea anomala,¹Ú¸ÇĞåÇò,5,6,9,10,Saxifragaceae,Hydrangea,WD
Hydrangea aspera,ÂíÉ£ĞåÇò,8,9,10,11,Saxifragaceae,Hydrangea,WD
Hydrangea candida,Öé¹âĞåÇò,NA,NA,7,8,Saxifragaceae,Hydrangea,WD
Hydrangea chinensis,ÖĞ¹úĞåÇò,5,6,9,10,Saxifragaceae,Hydrangea,WD
Hydrangea coenobialis,ËÖõ²ĞåÇò,5,5,9,9,Saxifragaceae,Hydrangea,WD
Hydrangea davidii,Î÷ÄÏĞåÇò,4,6,9,10,Saxifragaceae,Hydrangea,WD
Hydrangea hypoglauca,°×±»ĞåÇò,6,7,9,10,Saxifragaceae,Hydrangea,WD
Hydrangea kwangsiensis,ÔÁÎ÷ĞåÇò,5,6,10,11,Saxifragaceae,Hydrangea,WD
Hydrangea kwangtungensis,¹ã¶«ĞåÇò,5,5,11,11,Saxifragaceae,Hydrangea,WD
Hydrangea lingii,ÏÁÒ¶ĞåÇò,4,5,9,11,Saxifragaceae,Hydrangea,WD
Hydrangea linkweiensis,ÁÙ¹ğĞåÇò,5,6,8,9,Saxifragaceae,Hydrangea,WD
Hydrangea longipes,İ»À¼ĞåÇò,7,8,9,10,Saxifragaceae,Hydrangea,WD
Hydrangea longipes var. fulvescens,ĞåÃ«ĞåÇò,7,8,9,10,Saxifragaceae,Hydrangea,WD
Hydrangea macrophylla,ĞåÇò,6,8,NA,NA,Saxifragaceae,Hydrangea,WD
Hydrangea paniculata,Ô²×¶ĞåÇò,7,8,10,11,Saxifragaceae,Hydrangea,WD
Hydrangea robusta,´ÖÖ¦ĞåÇò,7,8,9,11,Saxifragaceae,Hydrangea,WD
Hydrangea sargentiana,×Ï²ÊĞåÇò,7,7,9,9,Saxifragaceae,Hydrangea,WD
Hydrangea stenophylla,ÁøÒ¶ĞåÇò,5,6,9,10,Saxifragaceae,Hydrangea,WD
Hydrangea strigosa,À¯Á«ĞåÇò,7,8,11,12,Saxifragaceae,Hydrangea,WD
Hydrangea xanthoneura,¹Ò¿àĞåÇò,7,7,9,10,Saxifragaceae,Hydrangea,WD
Hydrilla verticillata,ºÚÔå,5,10,5,10,Hydrocharitaceae,Hydrilla,CB
Hydrocotyle himalaica,Ï²ÂíÀ­ÑÅÌìºúİ´,6,7,6,7,Apiaceae,Hydrocotyle,CB
Hydrocotyle nepalensis,ºìÂíÌã²İ,5,11,5,11,Apiaceae,Hydrocotyle,CB
Hydrocotyle sibthorpioides var. batrachaum,ÆÆÍ­Ç®,NA,NA,NA,NA,Apiaceae,Hydrocotyle,CB
Hydrocotyle sibthorpioides var. batrachium,ÆÆÍ­Ç®,NA,NA,NA,NA,Apiaceae,NA,NA
Hydrocotyle wilfordii,ÉöÒ¶Ììºúİ´,5,9,5,9,Apiaceae,Hydrocotyle,CB
Hydrolea zeylanica,Ìï»ùÂé,NA,NA,NA,NA,Hydrophyllaceae,Hydrolea,CB
Hygrophila erecta,Ğ¡Ò¶Ë®ËòÒÂ,NA,NA,NA,NA,Acanthaceae,Hygrophila,CB
Hygrophila polysperma,Ğ¡Ê¨×Ó²İ,9,11,10,1,Acanthaceae,Hygrophila,CB
Hygrophila salicifolia,Ë®ËòÒÂ,8,10,12,2,Acanthaceae,Hygrophila,CB
Hygrophila salicifolia var. longihirsuta,¹ó¸ÛË®ËòÒÂ,NA,NA,NA,NA,Acanthaceae,Hygrophila,CB
Hylodesmum densum,ÃÜÃ«³¤±úÉ½Âì»È,NA,NA,9,10,Fabaceae,Hylodesmum,CB
Hylodesmum laterale,²àĞò³¤±úÉ½Âì»È,8,10,8,10,Fabaceae,Hylodesmum,CB
Hylodesmum laxum,Êè»¨³¤±úÉ½Âì»È,8,10,10,11,Fabaceae,Hylodesmum,CB
Hylodesmum leptopus,Ï¸±úÉ½ÂÌ¶¹,8,9,8,9,Fabaceae,Hylodesmum,WD
Hylodesmum podocarpum,³¤±úÉ½Âì»È,NA,NA,NA,NA,Fabaceae,Hylodesmum,CB
Hylodesmum podocarpum subsp. fallax,¿íÂÑÒ¶³¤±úÉ½Âì»È,8,11,NA,NA,Fabaceae,Hylodesmum,CB
Hylodesmum podocarpum subsp. oxyphyllum,¼âÒ¶³¤±úÉ½Âì»È,7,9,8,11,Fabaceae,Hylodesmum,CB
Hylodesmum podocarpum subsp. szechuenense,ËÄ´¨³¤±úÉ½Âì»È,8,9,9,11,Fabaceae,Hylodesmum,CB
Hylotelephium erythrostictum,°Ë±¦,8,10,NA,NA,Crassulaceae,Hylotelephium,CB
Hylotelephium mingjinianum,×Ï»¨°Ë±¦,NA,NA,10,10,Crassulaceae,Hylotelephium,CB
Hymenachne amplexicaulis,Ä¤ïû²İ,6,11,6,11,Poaceae,Hymenachne,CB
Hymenachne assamica,±×²İ,7,10,7,10,Poaceae,Hymenachne,CB
Hymenodictyon flaccidum,ÍÁÁ¬ÇÌ,5,7,8,11,Rubiaceae,Hymenodictyon,WD
Hymenodictyon orixense,Ã«ÍÁÁ¬ÇÌ,4,7,4,11,Rubiaceae,Hymenodictyon,WD
Hypericum acmosepalum,¼âİà½ğË¿ÌÒ,5,6,8,9,Clusiaceae,Hypericum,WD
Hypericum ascyron,»Æº£ÌÄ,6,7,8,10,Clusiaceae,Hypericum,CB
Hypericum attenuatum,¸ÏÉ½±Ş,7,8,8,9,Clusiaceae,Hypericum,CB
Hypericum beanii,ÔÔÑí»¨,5,7,8,9,Clusiaceae,Hypericum,WD
Hypericum elodeoides,Í¦¾¥±éµØ½ğ,7,8,9,10,Clusiaceae,Hypericum,CB
Hypericum erectum,Ğ¡Á¬ÇÌ,7,8,8,9,Clusiaceae,Hypericum,CB
Hypericum faberi,Ñï×ÓĞ¡Á¬ÇÌ,7,8,8,9,Clusiaceae,Hypericum,CB
Hypericum hengshanense,ºâÉ½±éµØ½ğ,7,8,NA,NA,Clusiaceae,Hypericum,CB
Hypericum henryi,Î÷ÄÏ½ğË¿Ã·,5,7,8,10,Clusiaceae,Hypericum,WD
Hypericum henryi subsp. hancockii,ÃÉ×Ô½ğË¿Ã·,NA,NA,NA,NA,Clusiaceae,Hypericum,WD
Hypericum henryi subsp. uraloides,áº½­½ğË¿Ã·,NA,NA,NA,NA,Clusiaceae,Hypericum,WD
Hypericum hookerianum,¶ÌÖù½ğË¿ÌÒ,4,7,9,10,Clusiaceae,Hypericum,WD
Hypericum japonicum,µØ¶ú²İ,4,6,8,10,Clusiaceae,Hypericum,CB
