scientific name,Chinese name,first flowering month,last flowering month,first fruiting month,last fruiting month,family name,genus name,woodinese
Launaea sarmentosa,ÙëÖ¦Ë¨¹û¾Õ,4,11,4,11,Asteraceae,Launaea,CB
Laurocerasus aquifolioides,¶¬ÇàÒ¶¹ğÓ£,NA,NA,9,10,Rosaceae,Laurocerasus,WD
Laurocerasus hypotricha,Ã«±³¹ğÓ£,9,10,11,12,Rosaceae,Laurocerasus,WD
Laurocerasus phaeosticta,ÏÙÒ¶¹ğÓ£,4,5,7,7,Rosaceae,Laurocerasus,WD
Laurocerasus spinulosa,´ÌÒ¶¹ğÓ£,9,10,11,3,Rosaceae,Laurocerasus,WD
Laurocerasus zippeliana,´óÒ¶¹ğÓ£,7,10,12,12,Rosaceae,Laurocerasus,WD
Lecanorchis japonica,ÓÛÀ¼,5,7,NA,NA,Orchidaceae,Lecanorchis,CB
Lecanorchis nigricans,È«´½ÓÛÀ¼,6,9,NA,NA,Orchidaceae,Lecanorchis,CB
Lecanthus peduncularis,¼ÙÂ¥Ìİ²İ,8,8,9,10,Urticaceae,Lecanthus,CB
Leersia hexandra,ÀîÊÏºÌ,5,12,5,12,Poaceae,Leersia,CB
Leersia japonica,¼Ùµ¾,6,11,6,11,Poaceae,Leersia,CB
Leersia oryzoides,ÈØ²İ,6,11,6,11,Poaceae,Leersia,CB
Leersia sayanuka,ïõ¿Ç²İ,9,11,9,11,Poaceae,Leersia,CB
Leibnitzia anandria,´ó¶¡²İ,3,11,3,11,Asteraceae,NA,NA
Lemna minor,¸¡Æ¼,5,9,NA,NA,Lemnaceae,Lemna,CB
Leonurus japonicus,ÒæÄ¸²İ,5,10,5,10,Lamiaceae,Leonurus,CB
Leonurus macranthus,´ó»¨ÒæÄ¸²İ,7,9,9,9,Lamiaceae,Leonurus,CB
Leonurus pseudomacranthus,öÉ²Ë,8,9,9,10,Lamiaceae,Leonurus,CB
Leonurus sibiricus,Ï¸Ò¶ÒæÄ¸²İ,5,10,5,10,Lamiaceae,Leonurus,CB
Lepidosperma chinense,ÁÛ×ÑÉ¯,7,12,7,12,Cyperaceae,Lepidosperma,CB
Lepistemon lobatum,ÁÑÒ¶ÁÛÈïÌÙ,9,10,8,9,Convolvulaceae,Lepistemon,CB
Leptochloa chinensis,Ç§½ğ×Ó,8,11,8,11,Poaceae,Leptochloa,CB
Leptochloa fusca,Ë«ïû²İ,6,9,6,9,Poaceae,Leptochloa,CB
Leptochloa panicea,ò±×Ó²İ,7,10,7,10,Poaceae,Leptochloa,CB
Leptosiphonium venustum,ÄâµØÆ¤Ïû,NA,NA,NA,NA,Acanthaceae,Leptosiphonium,CB
Lespedeza bicolor,ºúÖ¦×Ó,7,9,9,10,Fabaceae,Lespedeza,WD
Lespedeza chinensis,ÖĞ»ªºúÖ¦×Ó,8,10,8,10,Fabaceae,Lespedeza,WD
Lespedeza cuneata,½ØÒ¶ÌúÉ¨Öã,6,12,6,12,Fabaceae,Lespedeza,WD
Lespedeza davidii,´óÒ¶ºúÖ¦×Ó,7,9,9,10,Fabaceae,Lespedeza,WD
Lespedeza davurica,ĞË°²ºúÖ¦×Ó,7,8,9,10,Fabaceae,Lespedeza,WD
Lespedeza dunnii,´º»¨ºúÖ¦×Ó,4,7,4,7,Fabaceae,Lespedeza,WD
Lespedeza floribunda,¶à»¨ºúÖ¦×Ó,6,12,6,12,Fabaceae,Lespedeza,WD
Lespedeza fordii,¹ã¶«ºúÖ¦×Ó,6,8,8,10,Fabaceae,Lespedeza,WD
Lespedeza formosa,ÃÀÀöºúÖ¦×Ó,6,11,6,11,Fabaceae,Lespedeza,WD
Lespedeza pilosa,ÌúÂí±Ş,8,11,8,11,Fabaceae,Lespedeza,CB
Lespedeza tomentosa,ÈŞÃ«ºúÖ¦×Ó,7,9,7,9,Fabaceae,Lespedeza,WD
Lespedeza viatorum,Â·ÉúºúÖ¦×Ó,NA,NA,NA,NA,Fabaceae,Lespedeza,WD
Lespedeza virgata,Ï¸¹£ºúÖ¦×Ó,7,10,7,10,Fabaceae,Lespedeza,WD
Lespedeza wilfordii,ÄÏºúÖ¦×Ó,7,10,9,11,Fabaceae,Lespedeza,WD
Leucas chinensis,±õº£°×ÈŞ²İ,11,12,12,12,Lamiaceae,Leucas,WD
Leucas mollissima,°×ÈŞ²İ,5,10,10,11,Lamiaceae,Leucas,CB
Leucas mollissima var. chinensis,°×ÈŞ²İÊèÃ«±äÖÖ,2,3,2,3,Lamiaceae,Leucas,CB
Ligularia japonica,´óÍ·éÒÎá,7,8,7,8,Asteraceae,Ligularia,CB
Ligularia japonica var. scaberrrima,²ÚÒ¶´óÍ·éÒÎá±äÖÖ,NA,NA,NA,NA,Asteraceae,Ligularia,CB
Ligularia stenocephala,Õ­Í·éÒÎá,7,12,7,12,Asteraceae,Ligularia,CB
Ligusticum sinense,Ş»±¾,7,8,9,10,Apiaceae,Ligusticum,CB
Ligusticum striatum,ÌõÎÆŞ»±¾,7,9,7,9,Apiaceae,Ligusticum,CB
Ligustrum japonicum,ÈÕ±¾Å®Õê,6,6,11,11,Oleaceae,Ligustrum,WD
Ligustrum leucanthum,À¯×ÓÊ÷,6,7,8,11,Oleaceae,Ligustrum,WD
Ligustrum lianum,»ªÅ®Õê,4,6,7,4,Oleaceae,Ligustrum,WD
Ligustrum lucidum,Å®Õê,5,7,7,5,Oleaceae,Ligustrum,WD
Ligustrum retusum,°¼Ò¶Å®Õê,7,8,12,4,Oleaceae,Ligustrum,WD
Ligustrum robustum,´Ö×³Å®Õê,6,7,7,10,Oleaceae,Ligustrum,WD
Ligustrum robustum subsp. chinense,´Ö×³Å®Õê,6,7,7,12,Oleaceae,Ligustrum,WD
Ligustrum sinense,Ğ¡À¯,3,6,7,9,Oleaceae,Ligustrum,WD
Ligustrum sinense var. myrianthum,¹âİàĞ¡À¯,5,6,9,12,Oleaceae,Ligustrum,WD
Ligustrum sinense var. rugosulum,ÖåÒ¶Ğ¡À¯,4,6,9,12,Oleaceae,Ligustrum,WD
Lilium brownii,Ò°°ÙºÏ,5,6,9,10,Liliaceae,Lilium,CB
Lilium brownii var. viridulum,°ÙºÏ,NA,NA,NA,NA,Liliaceae,Lilium,CB
Lilium tigrinum,¾íµ¤,7,8,9,10,Liliaceae,Lilium,CB
Limnophila aromatica,×ÏËÕ²İ,3,11,3,11,Scrophulariaceae,Limnophila,CB
Limnophila chinensis,ÖĞ»ªÊ¯ÁúÎ²,10,6,10,6,Scrophulariaceae,Limnophila,CB
Limnophila connata,±§¾¥Ê¯ÁúÎ²,9,11,9,11,Scrophulariaceae,Limnophila,CB
Limnophila rugosa,´óÒ¶Ê¯ÁúÎ²,8,11,8,11,Scrophulariaceae,Limnophila,CB
Limnophila sessiliflora,Ê¯ÁúÎ²,7,1,7,1,Scrophulariaceae,Limnophila,CB
Limonium sinense,²¹Ñª²İ,5,8,6,10,Plumbaginaceae,Limonium,CB
Lindera aggregata,ÎÚÒ©,3,4,6,9,Lauraceae,Lindera,WD
Lindera angustifolia,ÏÁÒ¶É½ºú½·,3,4,9,10,Lauraceae,Lindera,WD
Lindera communis,ÏãÒ¶Ê÷,3,4,10,10,Lauraceae,Lindera,WD
Lindera erythrocarpa,ºì¹ûÉ½ºú½·,4,4,10,10,Lauraceae,Lindera,WD
Lindera glauca,É½ºú½·,3,4,7,8,Lauraceae,Lindera,WD
Lindera kwangtungensis,¹ã¶«É½ºú½·,10,3,8,8,Lauraceae,Lindera,WD
Lindera metcalfiana,µáÔÁÉ½ºú½·,1,2,8,8,Lauraceae,Lindera,WD
Lindera metcalfiana var. dictyophylla,ÍøÒ¶É½ºú½·,NA,NA,NA,NA,Lauraceae,Lindera,WD
Lindera nacusua,ÈŞÃ«É½ºú½·,3,4,9,10,Lauraceae,Lindera,WD
Lindera neesiana,ÂÌÒ¶¸ÊÌ´,4,4,9,9,Lauraceae,Lindera,WD
Lindera obtusiloba,ÈıèâÎÚÒ©,2,3,8,9,Lauraceae,Lindera,WD
Lindera reflexa,É½™^,4,4,8,8,Lauraceae,Lindera,WD
Lindera rubronervia,ºìÂöµöÕÁ,3,4,8,9,Lauraceae,Lindera,WD
Lindernia anagallis,³¤İôÄ¸²İ,4,11,4,11,Scrophulariaceae,Lindernia,CB
Lindernia antipoda,Äà»¨Ä¸²İ,1,12,1,12,Scrophulariaceae,Lindernia,CB
Lindernia ciliata,´Ì³İÄà»¨²İ,6,2,6,2,Scrophulariaceae,Lindernia,CB
Lindernia crustacea,Ä¸²İ,1,12,1,12,Scrophulariaceae,Lindernia,CB
Lindernia kiangsiensis,½­Î÷Ä¸²İ,NA,NA,NA,NA,Scrophulariaceae,Lindernia,CB
Lindernia micrantha,ÏÁÒ¶Ä¸²İ,5,10,7,11,Scrophulariaceae,Lindernia,CB
Lindernia mollis,ºì¹ÇÄ¸²İ,7,10,9,11,Scrophulariaceae,Lindernia,CB
Lindernia oblonga,ÀâİàÄ¸²İ,4,10,4,10,Scrophulariaceae,Lindernia,CB
Lindernia procumbens,Ä°ÉÏ²Ë,7,11,7,11,Scrophulariaceae,Lindernia,CB
Lindernia pusilla,Ï¸¾¥Ä¸²İ,5,9,9,11,Scrophulariaceae,Lindernia,CB
Lindernia ruellioides,ºµÌï²İ,6,11,6,11,Scrophulariaceae,Lindernia,CB
Lindernia setulosa,´ÌÃ«Ä¸²İ,5,11,5,11,Scrophulariaceae,Lindernia,CB
Lindernia tenuifolia,Ï¸Ò¶Ä¸²İ,NA,NA,NA,NA,Scrophulariaceae,Lindernia,CB
Lindernia viscosa,ğ¤Ã«Ä¸²İ,5,11,5,11,Scrophulariaceae,Lindernia,CB
Liparis bootanensis,Á­³áÑò¶úËâ,1,8,NA,NA,Orchidaceae,Liparis,CB
Liparis bootanensis var. angustissima,ÏÁ³áÑò¶úËâ,NA,NA,NA,NA,Orchidaceae,Liparis,CB
Liparis dunnii,¸£½¨Ñò¶úËâ,4,4,9,9,Orchidaceae,Liparis,CB
Liparis inaperta,³¤°úÑò¶úËâ,8,10,5,6,Orchidaceae,Liparis,CB
Liparis kwangtungensis,¹ã¶«Ñò¶úËâ,NA,NA,NA,NA,Orchidaceae,Liparis,CB
Liparis nervosa,¼ûÑªÇà,4,6,8,12,Orchidaceae,Liparis,CB
Liparis nigra,×Ï»¨Ñò¶úËâ,2,5,11,11,Orchidaceae,Liparis,CB
Liparis odorata,Ïã»¨Ñò¶úËâ,4,7,11,11,Orchidaceae,Liparis,CB
Liparis pauliana,³¤´½Ñò¶úËâ,5,5,10,11,Orchidaceae,Liparis,CB
Liparis viridiflora,³¤¾¥Ñò¶úËâ,NA,NA,12,2,Orchidaceae,Liparis,CB
Lipocarpha chinensis,»ªºş¹Ï²İ,5,10,5,10,Cyperaceae,Lipocarpha,CB
Lipocarpha microcephala,ºş¹Ï²İ,6,9,6,9,Cyperaceae,Lipocarpha,CB
Liquidambar acalycina,È±İà·ãÏãÊ÷,3,4,8,9,Hamamelidaceae,Liquidambar,WD
Liquidambar formosana,·ãÏãÊ÷,3,4,8,9,Hamamelidaceae,Liquidambar,WD
Lirianthe coco,Ò¹ÏãÄ¾À¼,NA,NA,NA,NA,Magnoliaceae,Lirianthe,WD
Liriodendron chinense,¶ìÕÆé±,4,5,NA,NA,Magnoliaceae,Liriodendron,WD
Liriope graminifolia,ºÌÒ¶É½Âó¶¬,6,7,8,10,Liliaceae,Liriope,CB
Liriope minor,°«Ğ¡É½Âó¶¬,6,7,8,9,Liliaceae,Liriope,CB
Liriope muscari,À«Ò¶É½Âó¶¬,7,8,9,10,Liliaceae,Liriope,CB
Liriope spicata,É½Âó¶¬,4,7,8,9,Liliaceae,Liriope,CB
Litchi chinensis,ÀóÖ¦,3,5,6,8,Sapindaceae,Litchi,WD
Lithocarpus amoenus,Óä¿Â,5,6,8,10,Fagaceae,Lithocarpus,WD
Lithocarpus amygdalifolius,ĞÓÒ¶¿Â,3,9,8,12,Fagaceae,Lithocarpus,WD
Lithocarpus brevicaudatus,ÁëÄÏ¿Â,5,7,9,11,Fagaceae,Lithocarpus,WD
Lithocarpus calophyllus,ÃÀÒ¶¿Â,6,7,8,9,Fagaceae,Lithocarpus,WD
Lithocarpus chrysocomus,½ğÃ«¿Â,6,8,8,10,Fagaceae,Lithocarpus,WD
Lithocarpus cleistocarpus,°üéÎ¿Â,6,10,6,12,Fagaceae,Lithocarpus,WD
Lithocarpus corneus,ÑÌ¶·¿Â,5,7,5,7,Fagaceae,Lithocarpus,WD
Lithocarpus elizabethiae,ºñ¶·¿Â,7,9,8,11,Fagaceae,NA,NA
Lithocarpus fenestratus,Äà×µ¿Â,8,10,8,10,Fagaceae,Lithocarpus,WD
Lithocarpus floccosus,¾íÃ«¿Â,5,6,10,11,Fagaceae,Lithocarpus,WD
Lithocarpus glaber,¿Â,7,11,9,11,Fagaceae,Lithocarpus,WD
Lithocarpus haipinii,¶ú¿Â,7,8,7,8,Fagaceae,Lithocarpus,WD
Lithocarpus hancei,Ó²¿Ç¿Â,4,6,10,11,Fagaceae,Lithocarpus,WD
Lithocarpus harlandii,¸Û¿Â,5,6,10,11,Fagaceae,Lithocarpus,WD
Lithocarpus henryi,Ãà¿Â,8,10,8,10,Fagaceae,Lithocarpus,WD
Lithocarpus irwinii,¹ãÄÏ¿Â,4,5,10,11,Fagaceae,Lithocarpus,WD
Lithocarpus iteaphyllus,Êó´ÌÒ¶¿Â,4,5,7,10,Fagaceae,Lithocarpus,WD
Lithocarpus litseifolius,Ä¾½ªÒ¶¿Â,5,9,6,10,Fagaceae,Lithocarpus,WD
Lithocarpus oleifolius,é­Ò¶¿Â,8,9,10,11,Fagaceae,NA,NA
Lithocarpus paihengii,´óÒ¶¿à¿Â,5,6,10,11,Fagaceae,Lithocarpus,WD
Lithocarpus paniculatus,Ô²×¶¿Â,7,9,7,9,Fagaceae,Lithocarpus,WD
Lithocarpus skanianus,»¬Æ¤¿Â,9,10,10,12,Fagaceae,Lithocarpus,WD
Lithocarpus uvariifolius,×ÏÓñÅÌ¿Â,5,7,10,11,Fagaceae,Lithocarpus,WD
Lithocarpus uvariifolius var. ellipticus,ÂÑÒ¶ÓñÅÌ¿Â,NA,NA,NA,NA,Fagaceae,Lithocarpus,WD
Lithocarpus yongfuensis,ÓÀ¸£¿Â,7,8,10,11,Fagaceae,Lithocarpus,WD
Litsea acutivena,¼âÂöÄ¾½ª×Ó,7,8,12,12,Lauraceae,Litsea,WD
Litsea coreana,³¯ÏÊÄ¾½ª×Ó,8,9,4,5,Lauraceae,Litsea,WD
Litsea coreana var. lanuginosa,Ã«±ªÆ¤ÕÁ,NA,NA,NA,NA,Lauraceae,Litsea,WD
Litsea coreana var. sinensis,±ªÆ¤ÕÁ,NA,NA,NA,NA,Lauraceae,Litsea,WD
Litsea cubeba,É½¼¦½·,2,3,7,8,Lauraceae,Litsea,WD
Litsea cubeba var. formosana,Ã«É½¼¦½·,NA,NA,NA,NA,Lauraceae,Litsea,WD
Litsea elongata,»Æµ¤Ä¾½ª×Ó,5,11,2,6,Lauraceae,Litsea,WD
Litsea elongata var. faberi,Ê¯Ä¾½ª×Ó,NA,NA,NA,NA,Lauraceae,Litsea,WD
Litsea elongata var. subverticillata,½üÂÖÒ¶Ä¾½ª×Ó,NA,NA,NA,NA,Lauraceae,Litsea,WD
Litsea glutinosa,äıéÂÄ¾½ª×Ó,5,6,9,10,Lauraceae,Litsea,WD
Litsea glutinosa var. brideliifolia,,NA,NA,NA,NA,Lauraceae,NA,NA
Litsea greenmaniana,»ªÄÏÄ¾½ª×Ó,7,8,12,12,Lauraceae,Litsea,WD
Litsea lancilimba,´ó¹ûÄ¾½ª×Ó,6,6,12,12,Lauraceae,Litsea,WD
Litsea mollis,Ã«Ò¶Ä¾½ª×Ó,3,4,9,10,Lauraceae,Litsea,WD
Litsea pungens,Ä¾½ª×Ó,3,5,7,9,Lauraceae,Litsea,WD
Litsea rotundifolia,Ô²Ò¶±ªÆ¤ÕÁ,8,9,9,11,Lauraceae,Litsea,WD
Litsea rotundifolia var. oblongifolia,±ªÆ¤ÕÁ,NA,NA,NA,NA,Lauraceae,Litsea,WD
Litsea subcoriacea,¹ğ±±Ä¾½ª×Ó,8,9,2,2,Lauraceae,Litsea,WD
Litsea variabilis,»Æ´»Ä¾½ª×Ó,5,11,9,5,Lauraceae,Litsea,WD
Lobelia alsinoides,¶Ì±ú°ë±ßÁ«,1,12,1,12,Campanulaceae,Lobelia,CB
Lobelia angulata,Í­´¸Óñ´ø²İ,NA,NA,NA,NA,Campanulaceae,Lobelia,CB
Lobelia chinensis,°ë±ßÁ«,5,10,5,10,Campanulaceae,Lobelia,CB
Lobelia davidii,½­ÄÏÉ½¹£²Ë,8,10,8,10,Campanulaceae,Lobelia,CB
Lobelia melliana,ÏßİàÉ½¹£²Ë,8,10,8,10,Campanulaceae,Lobelia,CB
Lobelia nummularia,Í­´¸Óñ´ø²İ,5,9,5,9,Campanulaceae,NA,NA
Lobelia pyramidalis,Ëş»¨É½¹£²Ë,1,5,1,5,Campanulaceae,Lobelia,CB
Lobelia sessilifolia,É½¹£²Ë,7,9,7,9,Campanulaceae,Lobelia,CB
Lobelia zeylanica,ÂÑÒ¶°ë±ßÁ«,1,12,1,12,Campanulaceae,Lobelia,CB
Loeseneriella concinna,³ÌÏã×ĞÊ÷,5,6,10,12,Hippocrateaceae,Loeseneriella,WD
Lonicera acuminata var. depilata,ÎŞÃ«µ­ºìÈÌ¶¬,NA,NA,NA,NA,Caprifoliaceae,Lonicera,WD
Lonicera confusa,»ªÄÏÈÌ¶¬,4,5,10,10,Caprifoliaceae,Lonicera,WD
Lonicera ferruginea,ĞâÃ«ÈÌ¶¬,6,7,8,9,Caprifoliaceae,Lonicera,WD
Lonicera hypoglauca,İÔÏÙÈÌ¶¬,4,6,10,11,Caprifoliaceae,Lonicera,WD
Lonicera macrantha,´ó»¨ÈÌ¶¬,5,6,7,8,Caprifoliaceae,Lonicera,WD
Lonicera macrantha var. heterotricha,ÒìÃ«ÈÌ¶¬,NA,NA,NA,NA,Caprifoliaceae,Lonicera,WD
Lonicera macranthoides,»ÒÕ±Ã«ÈÌ¶¬,6,7,10,11,Caprifoliaceae,Lonicera,WD
Lonicera modesta var. lushanensis,Â®É½ÈÌ¶¬,NA,NA,NA,NA,Caprifoliaceae,Lonicera,WD
Lonicera pampaninii,¶Ì±úÈÌ¶¬,5,6,10,11,Caprifoliaceae,Lonicera,WD
Lonicera reticulata,ÖåÒ¶ÈÌ¶¬,6,7,10,11,Caprifoliaceae,NA,NA
Lonicera rhytidophylla,ÖåÒ¶ÈÌ¶¬,7,9,10,11,Caprifoliaceae,Lonicera,WD
Lophatherum gracile,µ­ÖñÒ¶,6,10,6,10,Poaceae,Lophatherum,CB
Lophatherum sinense,ÖĞ»ªµ­ÖñÒ¶,8,10,8,10,Poaceae,Lophatherum,CB
Loranthus delavayi,ÖÜÊ÷É£¼ÄÉú,11,7,11,7,Loranthaceae,Loranthus,WD
Loropetalum chinense,™‹Ä¾,3,5,5,10,Hamamelidaceae,Loropetalum,WD
Ludwigia adscendens,Ë®Áú,4,11,5,11,Onagraceae,Ludwigia,CB
Ludwigia epilobioides,¼ÙÁøÒ¶²Ë,5,8,6,10,Onagraceae,NA,NA
Ludwigia ovalis,ÂÑÒ¶¶¡ÏãŞ¤,5,9,7,10,Onagraceae,Ludwigia,CB
Ludwigia perennis,Ï¸»¨¶¡ÏãŞ¤,7,11,7,11,Onagraceae,Ludwigia,CB
Luisia hancockii,ÏËÒ¶îÎ×Ó¹É,9,2,9,2,Orchidaceae,Luisia,CB
Lumnitzera racemosa,é­Àî,11,8,8,4,Combretaceae,Lumnitzera,WD
Luzula plumosa,ÓğÃ«µØÑîÃ·,3,4,5,6,Juncaceae,Luzula,CB
Lychnis coronata,¼ô´ºÂŞ,6,7,8,9,Caryophyllaceae,Lychnis,CB
Lychnis senno,¼ôºìÉ´»¨,7,8,8,9,Caryophyllaceae,Lychnis,CB
Lycianthes biflora,ºìË¿Ïß,5,8,7,11,Solanaceae,Lycianthes,WD
Lycianthes hupehensis,¶õºìË¿Ïß,5,8,9,11,Solanaceae,Lycianthes,WD
Lycianthes lysimachioides var. sinensis,ÖĞ»ªºìË¿Ïß,NA,NA,NA,NA,Solanaceae,Lycianthes,CB
Lycianthes neesiana,½Ø³İºìË¿Ïß,NA,NA,12,2,Solanaceae,Lycianthes,WD
Lycianthes yunnanensis,µáºìË¿Ïß,10,11,11,12,Solanaceae,Lycianthes,WD
Lycium chinense,èÛè½,5,11,5,11,Solanaceae,Lycium,WD
Lycopus cavaleriei,Ğ¡Ò¶µØËñ,7,8,8,9,Lamiaceae,Lycopus,CB
Lycopus lucidus var. hirtus,Ó²Ã«µØËñ,NA,NA,NA,NA,Lamiaceae,Lycopus,CB
Lycoris aurea,ºöµØĞ¦,9,11,9,11,Amaryllidaceae,Lycoris,CB
Lycoris radiata,Ê¯Ëâ,8,11,8,11,Amaryllidaceae,Lycoris,CB
Lyonia ovalifolia,ÕäÖé»¨,5,6,9,12,Ericaceae,Lyonia,WD
Lyonia ovalifolia var. elliptica,Ğ¡¹ûÕäÖé»¨,NA,NA,NA,NA,Ericaceae,Lyonia,WD
Lyonia ovalifolia var. lanceolata,ÏÁÒ¶ÕäÖé»¨,NA,NA,NA,NA,Ericaceae,Lyonia,WD
Lysimachia alfredii,ÎÄ±¾¹ıÂ·»Æ,4,5,7,9,Primulaceae,Lysimachia,CB
Lysimachia capillipes,Ï¸¹£Ïã²İ,4,5,6,7,Primulaceae,Lysimachia,CB
Lysimachia christiniae,¹ıÂ·»Æ,5,7,NA,NA,Primulaceae,Lysimachia,CB
Lysimachia clethroides,°«ÌÒ,5,8,6,10,Primulaceae,Lysimachia,CB
Lysimachia congestiflora,ÁÙÊ±¾È,4,6,6,8,Primulaceae,Lysimachia,CB
Lysimachia decurrens,ÑÓÒ¶ÕäÖé²Ë,4,6,5,7,Primulaceae,Lysimachia,CB
Lysimachia fistulosa var. wulingensis,ÎåÁë¹Ü¾¥¹ıÂ·»Æ,NA,NA,NA,NA,Primulaceae,Lysimachia,CB
Lysimachia fortunei,ºì¸ù²İ,6,7,9,10,Primulaceae,Lysimachia,CB
Lysimachia fukienensis,¸£½¨¹ıÂ·»Æ,5,5,7,7,Primulaceae,Lysimachia,CB
Lysimachia hemsleyana,µãÏÙ¹ıÂ·»Æ,5,9,6,11,Primulaceae,Lysimachia,CB
Lysimachia heterogenea,ºÚÏÙÕäÖé²Ë,6,7,7,9,Primulaceae,Lysimachia,CB
Lysimachia japonica,Ğ¡ÇÑ,4,4,6,6,Primulaceae,Lysimachia,CB
Lysimachia klattiana,ÂÖÒ¶¹ıÂ·»Æ,6,7,6,8,Primulaceae,Lysimachia,CB
Lysimachia mauritiana,±õº£ÕäÖé²Ë,4,5,6,8,Primulaceae,Lysimachia,CB
Lysimachia nanchuanensis,ÄÏ´¨¹ıÂ·»Æ,7,8,10,10,Primulaceae,Lysimachia,CB
Lysimachia nanpingensis,ÄÏÆ½¹ıÂ·»Æ,5,6,7,8,Primulaceae,Lysimachia,CB
Lysimachia patungensis,°Í¶«¹ıÂ·»Æ,5,6,8,9,Primulaceae,Lysimachia,CB
Lysimachia pentapetala,ÏÁÒ¶ÕäÖé²Ë,7,8,8,9,Primulaceae,Lysimachia,CB
Lysimachia pseudohenryi,ÊèÍ·¹ıÂ·»Æ,5,6,6,7,Primulaceae,Lysimachia,CB
Lysimachia remota,Êè½Ú¹ıÂ·»Æ,5,5,6,6,Primulaceae,Lysimachia,CB
Lysimachia rubiginosa,ÏÔ°ú¹ıÂ·»Æ,5,5,7,8,Primulaceae,Lysimachia,CB
Lysionotus pauciflorus,µõÊ¯ÜÄÌ¦,7,10,8,1,Gesneriaceae,Lysionotus,WD
Macaranga lowii,´Ì¹ûÑªÍ©,1,5,5,6,Euphorbiaceae,Macaranga,WD
Macaranga sampsonii,¶¦ºşÑªÍ©,7,7,8,9,Euphorbiaceae,Macaranga,WD
Machilus chekiangensis,Õã½­Èóéª,NA,NA,6,6,Lauraceae,Machilus,WD
Machilus chinensis,»ªÈóéª,11,11,2,2,Lauraceae,Machilus,WD
Machilus fukienensis,ÃöÈóéª,NA,NA,6,6,Lauraceae,Machilus,WD
Machilus grijsii,»ÆÈŞÈóéª,3,3,4,4,Lauraceae,Machilus,WD
Machilus ichangensis,ÒË²ıÈóéª,4,4,8,8,Lauraceae,Machilus,WD
Machilus kwangtungensis,¹ã¶«Èóéª,3,4,5,7,Lauraceae,Machilus,WD
Machilus leptophylla,±¡Ò¶Èóéª,NA,NA,NA,NA,Lauraceae,Machilus,WD
Machilus mangdangshanensis,Ã£µ´É½Èóéª,NA,NA,NA,NA,Lauraceae,Machilus,WD
Machilus minkweiensis,Ãö¹ğÈóéª,NA,NA,5,5,Lauraceae,Machilus,WD
Machilus oreophila,½¨Èóéª,3,4,5,8,Lauraceae,Machilus,WD
Machilus pauhoi,ÅÙ»¨Èóéª,NA,NA,NA,NA,Lauraceae,Machilus,WD
Machilus phoenicis,·ï»ËÈóéª,NA,NA,NA,NA,Lauraceae,Machilus,WD
Machilus salicina,ÁøÒ¶Èóéª,2,3,4,6,Lauraceae,Machilus,WD
Machilus thunbergii,ºìéª,2,3,7,7,Lauraceae,Machilus,WD
Machilus velutina,ÈŞÃ«Èóéª,10,12,2,3,Lauraceae,Machilus,WD
Machilus versicolora,»ÆÖ¦Èóéª,4,4,6,7,Lauraceae,Machilus,WD
Macleaya cordata,²©Âä»Ø,6,8,7,10,Papaveraceae,Macleaya,CB
Maclura cochinchinensis,¹¹¼¬,4,5,6,7,Moraceae,Maclura,WD
Maclura fruticosa,èÏÌÙ,4,5,7,8,Moraceae,Maclura,WD
Maclura pubescens,Ã«èÏÌÙ,NA,NA,NA,NA,Moraceae,Maclura,WD
Maclura tricuspidata,èÏ,6,6,8,8,Moraceae,Maclura,WD
Macropanax rosthornii,¶Ì¹£´ó²Î,7,9,10,12,Araliaceae,Macropanax,WD
Macrosolen cochinchinensis,ÇÊ»¨,2,6,2,6,Loranthaceae,Macrosolen,WD
Maddenia fujianensis,¸£½¨¼Ù³íÀî,4,4,4,4,Rosaceae,Maddenia,WD
Maesa japonica,¶Å¾¥É½,1,3,7,10,Myrsinaceae,Maesa,WD
Maesa montana,½ğÖéÁø,2,5,4,7,Myrsinaceae,Maesa,WD
Maesa perlarius,öêÓãµ¨,3,4,11,12,Myrsinaceae,Maesa,WD
Maesa tenera,ÈíÈõ¶Å¾¥É½,2,3,8,9,Myrsinaceae,Maesa,WD
Mahonia bealei,À«Ò¶Ê®´ó¹¦ÀÍ,3,5,3,5,Berberidaceae,Mahonia,WD
Mahonia fortunei,Ê®´ó¹¦ÀÍ,6,9,9,11,Berberidaceae,Mahonia,WD
Mahonia shenii,ÉòÊÏÊ®´ó¹¦ÀÍ,4,9,10,12,Berberidaceae,Mahonia,WD
Maianthemum japonicum,Â¹Ò©,5,6,8,9,Liliaceae,Maianthemum,CB
Malaxis acuminata,Ç³ÁÑÕÓÀ¼,7,8,NA,NA,Orchidaceae,Malaxis,CB
Malaxis latifolia,À«Ò¶ÕÓÀ¼,7,8,NA,NA,Orchidaceae,Malaxis,CB
Malaxis microtatantha,Ğ¡ÕÓÀ¼,4,4,4,4,Orchidaceae,Malaxis,CB
Mallotus apelta,°×±³Ò¶,4,11,10,11,Euphorbiaceae,Mallotus,WD
Mallotus dunnii,ÄÏÆ½Ò°Í©,6,7,9,10,Euphorbiaceae,Mallotus,WD
Mallotus japonicus,Ò°ÎàÍ©,5,6,6,7,Euphorbiaceae,Mallotus,WD
Mallotus lianus,¶«ÄÏÒ°Í©,7,9,10,11,Euphorbiaceae,Mallotus,WD
