scientific name,Chinese name,first flowering month,last flowering month,first fruiting month,last fruiting month,woodiness
Laurocerasus phaeosticta f. lasioclada,微齿桂樱,NA,NA,NA,NA,WD
Laurocerasus spinulosa,刺叶桂樱,7,9,10,11,WD
Laurocerasus undulata,尖叶桂樱,8,10,12,12,WD
Laurocerasus undulata f. microbotrys,钝齿尖叶桂樱,NA,NA,NA,NA,WD
Laurocerasus zippeliana,大叶桂樱,7,8,11,11,WD
Lecanorchis japonica,盂兰,5,7,NA,NA,CB
Lecanthus peduncularis,假楼梯草,8,8,9,9,CB
Leersia hexandra,李氏禾,5,12,5,12,CB
Leersia japonica,假稻,6,11,6,11,CB
Leersia oryzoides,蓉草,6,9,6,9,CB
Leersia sayanuka,秕壳草,9,11,9,11,CB
Lemna minor,浮萍,5,9,NA,NA,CB
Lemna trisulca,品藻,5,9,NA,NA,CB
Leontopodium japonicum,薄雪火绒草,6,9,9,10,CB
Leonurus chaituroides,假鬃尾草,9,9,10,10,CB
Leonurus japonicus,益母草,6,9,9,10,CB
Leonurus pseudomacranthus,錾菜,8,9,9,10,CB
Leonurus sibiricus,细叶益母草,NA,NA,NA,NA,CB
Lepidosperma chinense,鳞籽莎,7,12,7,12,CB
Leptopus chinensis,雀儿舌头,2,8,6,10,WD
Lespedeza bicolor,胡枝子,7,9,8,10,WD
Lespedeza buergeri,绿叶胡枝子,6,7,8,10,WD
Lespedeza chinensis,中华胡枝子,8,9,10,11,WD
Lespedeza cuneata,截叶铁扫帚,6,8,9,11,WD
Lespedeza cyrtobotrya,短梗胡枝子,7,8,9,9,WD
Lespedeza davidii,大叶胡枝子,7,9,9,10,WD
Lespedeza davurica,兴安胡枝子,7,8,9,10,WD
Lespedeza floribunda,多花胡枝子,6,9,9,10,WD
Lespedeza fordii,广东胡枝子,7,8,9,10,WD
Lespedeza formosa,美丽胡枝子,7,9,10,11,WD
Lespedeza juncea,尖叶铁扫帚,7,9,9,10,WD
Lespedeza pilosa,铁马鞭,7,9,8,10,CB
Lespedeza tomentosa,绒毛胡枝子,7,8,9,10,WD
Lespedeza viatorum,路生胡枝子,NA,NA,NA,NA,WD
Lespedeza virgata,细梗胡枝子,7,9,9,10,WD
Libanotis seseloides,香芹,7,9,8,10,CB
Ligularia dentata,齿叶橐吾,7,10,7,10,CB
Ligularia fischeri,蹄叶橐吾,7,10,7,10,CB
Ligularia hodgsonii,鹿蹄橐吾,7,10,7,10,CB
Ligularia intermedia,狭苞橐吾,7,10,7,10,CB
Ligularia japonica,大头橐吾,4,9,4,9,CB
Ligularia sibirica,橐吾,7,10,7,10,CB
Ligularia stenocephala,窄头橐吾,7,12,7,12,CB
Ligularia veitchiana,离舌橐吾,7,9,8,9,CB
Ligusticum sinense,藁本,7,8,9,10,CB
Ligusticum striatum,条纹藁本,7,9,7,9,CB
Ligustrum delavayanum,紫药女贞,5,7,7,12,WD
Ligustrum henryi,丽叶女贞,5,6,7,10,WD
Ligustrum japonicum,日本女贞,6,6,11,11,WD
Ligustrum leucanthum,蜡子树,6,7,8,11,WD
Ligustrum lianum,华女贞,4,6,7,4,WD
Ligustrum lucidum,女贞,5,7,7,5,WD
Ligustrum obtusifolium,水蜡树,5,6,8,10,WD
Ligustrum pedunculare,总梗女贞,5,7,8,12,WD
Ligustrum pricei,阿里山女贞,5,7,8,12,WD
Ligustrum quihoui,小叶女贞,5,7,8,11,WD
Ligustrum retusum,凹叶女贞,7,8,12,4,WD
Ligustrum robustum,粗壮女贞,6,7,7,12,WD
Ligustrum robustum subsp. chinense,粗壮女贞,6,7,7,12,WD
Ligustrum sinense,小蜡,NA,NA,NA,NA,WD
Ligustrum sinense var. myrianthum,光萼小蜡,5,6,9,12,WD
Ligustrum tenuipes,细梗女贞,5,5,11,11,WD
Lilium brownii,野百合,6,8,9,10,CB
Lilium brownii var. viridulum,百合,NA,NA,NA,NA,CB
Lilium davidii,川百合,6,9,6,9,CB
Lilium henryi,湖北百合,7,7,9,9,CB
Lilium leucanthum,宜昌百合,6,7,NA,NA,CB
Lilium rosthornii,南川百合,7,8,9,9,CB
Lilium speciosum var. gloriosoides,药百合,7,8,10,10,CB
Lilium taliense,大理百合,7,8,9,9,CB
Lilium tigrinum,卷丹,7,8,9,10,CB
Limnophila connata,抱茎石龙尾,9,11,9,11,CB
Limnophila rugosa,大叶石龙尾,8,11,8,11,CB
Limnophila sessiliflora,石龙尾,7,1,7,1,CB
Lindenbergia philippensis,钟萼草,11,3,11,3,CB
Lindera aggregata,乌药,3,4,8,10,WD
Lindera aggregata var. playfairii,小叶乌药,NA,NA,NA,NA,WD
Lindera angustifolia,狭叶山胡椒,3,4,9,10,WD
Lindera communis,香叶树,3,4,9,10,WD
Lindera erythrocarpa,红果山胡椒,4,4,9,10,WD
Lindera floribunda,绒毛钓樟,3,4,7,8,WD
Lindera fragrans,香叶子,NA,NA,NA,NA,WD
Lindera glauca,山胡椒,3,4,9,10,WD
Lindera guangxiensis,广西钓樟,3,4,NA,NA,WD
Lindera kwangtungensis,广东山胡椒,3,4,8,9,WD
Lindera lungshengensis,龙胜钓樟,2,3,9,9,WD
Lindera metcalfiana,滇粤山胡椒,3,5,6,10,WD
Lindera nacusua,绒毛山胡椒,4,5,7,9,WD
Lindera neesiana,绿叶甘檀,4,4,9,9,WD
Lindera obtusiloba,三桠乌药,3,4,8,9,WD
Lindera obtusiloba var. heterophylla,滇藏钓樟,NA,NA,NA,NA,WD
Lindera prattii,峨眉钓樟,3,4,8,9,WD
Lindera pulcherrima,西藏钓樟,NA,NA,NA,NA,WD
Lindera pulcherrima var. attenuata,香粉叶,NA,NA,NA,NA,WD
Lindera pulcherrima var. hemsleyana,川钓樟,NA,NA,NA,NA,WD
Lindera reflexa,山橿,4,5,7,9,WD
Lindera rubronervia,红脉钓樟,3,4,8,9,WD
Lindera setchuenensis,四川山胡椒,NA,NA,NA,NA,WD
Lindera supracostata,菱叶钓樟,3,5,7,9,WD
Lindernia anagallis,长蒴母草,4,9,6,11,CB
Lindernia antipoda,泥花母草,3,8,3,8,CB
Lindernia ciliata,刺齿泥花草,6,2,6,2,CB
Lindernia crustacea,母草,1,12,1,12,CB
Lindernia hyssopoides,尖果母草,5,10,8,11,CB
Lindernia micrantha,狭叶母草,5,10,7,11,CB
Lindernia nummulariifolia,宽叶母草,7,9,8,11,CB
Lindernia procumbens,陌上菜,7,10,9,11,CB
Lindernia pusilla,细茎母草,5,9,9,11,CB
Lindernia ruellioides,旱田草,6,9,7,11,CB
Lindernia setulosa,刺毛母草,5,8,7,11,CB
Liparis bootanensis,镰翅羊耳蒜,NA,NA,NA,NA,CB
Liparis chapaensis,平卧羊耳蒜,NA,NA,NA,NA,CB
Liparis dunnii,福建羊耳蒜,10,10,NA,NA,CB
Liparis fargesii,小羊耳蒜,NA,NA,NA,NA,CB
Liparis inaperta,长苞羊耳蒜,9,10,5,6,CB
Liparis japonica,羊耳蒜,NA,NA,NA,NA,CB
Liparis luteola,黄花羊耳蒜,12,2,12,2,CB
Liparis nervosa,见血青,2,7,10,10,CB
Liparis odorata,香花羊耳蒜,4,7,10,10,CB
Liparis pauliana,长唇羊耳蒜,5,5,10,11,CB
Liparis petiolata,柄叶羊耳蒜,5,6,9,10,CB
Lipocarpha microcephala,湖瓜草,6,10,6,10,CB
Liquidambar acalycina,缺萼枫香树,3,6,7,9,WD
Liquidambar formosana,枫香树,3,6,7,9,WD
Lirianthe delavayi,山玉兰,4,6,8,10,WD
Liriodendron chinense,鹅掌楸,5,5,9,10,WD
Liriope graminifolia,禾叶山麦冬,6,8,9,11,CB
Liriope muscari,阔叶山麦冬,7,8,9,10,CB
Liriope spicata,山麦冬,5,7,8,10,CB
Lithocarpus amoenus,愉柯,5,6,次年8,次年10,WD
Lithocarpus amygdalifolius,杏叶柯,3,9,8,12,WD
Lithocarpus brevicaudatus,岭南柯,5,7,次年9,次年11,WD
Lithocarpus calophyllus,美叶柯,6,7,次年8,次年9,WD
Lithocarpus chrysocomus,金毛柯,6,8,次年8,次年10,WD
Lithocarpus cleistocarpus,包槲柯,6,8,次年8,次年9,WD
Lithocarpus corneus,烟斗柯,4,7,9,11,WD
Lithocarpus cucullatus,风兜柯,6,7,次年7,次年8,WD
Lithocarpus damiaoshanicus,大苗山柯,11,12,次年10,次年2,WD
Lithocarpus dealbatus,白皮柯,8,10,次年8,次年10,WD
Lithocarpus elizabethae,厚斗柯,7,9,次年8,次年11,WD
Lithocarpus eriobotryoides,枇杷叶柯,5,6,次年8,次年10,WD
Lithocarpus fangii,川柯,10,12,次年10,次年12,WD
Lithocarpus fenestratus,泥椎柯,8,10,次年8,次年10,WD
Lithocarpus fenzelianus,红柯,2,4,次年8,次年9,WD
Lithocarpus floccosus,卷毛柯,5,6,次年7,次年8,WD
Lithocarpus glaber,柯,7,11,次年7,次年11,WD
Lithocarpus haipinii,耳柯,7,8,次年7,次年8,WD
Lithocarpus hancei,硬壳柯,4,6,次年9,次年12,WD
Lithocarpus harlandii,港柯,5,6,次年8,次年10,WD
Lithocarpus henryi,绵柯,8,10,次年8,次年10,WD
Lithocarpus iteaphyllus,鼠刺叶柯,4,5,9,10,WD
Lithocarpus litseifolius,木姜叶柯,5,9,次年5,次年9,WD
Lithocarpus paihengii,大叶苦柯,5,6,10,11,WD
Lithocarpus paniculatus,圆锥柯,8,10,9,11,WD
Lithocarpus petelotii,星毛柯,8,9,次年9,次年10,WD
Lithocarpus skanianus,滑皮柯,9,10,次年9,次年10,WD
Lithocarpus taitoensis,菱果柯,6,7,次年7,次年8,WD
Lithocarpus uvariifolius,紫玉盘柯,5,7,次年10,次年11,WD
Lithospermum erythrorhizon,紫草,6,9,6,9,CB
Lithospermum officinale,小花紫草,6,8,6,8,CB
Lithospermum zollingeri,梓木草,5,8,5,8,CB
Litsea acutivena,尖脉木姜子,7,8,12,2,WD
Litsea baviensis,大萼木姜子,5,6,2,3,WD
Litsea coreana,朝鲜木姜子,8,10,次年6,次年8,WD
Litsea coreana var. lanuginosa,毛豹皮樟,NA,NA,NA,NA,WD
Litsea coreana var. sinensis,豹皮樟,NA,NA,NA,NA,WD
Litsea cubeba,山鸡椒,2,3,7,8,WD
Litsea cubeba var. formosana,毛山鸡椒,NA,NA,NA,NA,WD
Litsea elongata,黄丹木姜子,7,10,次年5,次年7,WD
Litsea elongata var. faberi,石木姜子,NA,NA,NA,NA,WD
Litsea elongata var. subverticillata,近轮叶木姜子,NA,NA,NA,NA,WD
Litsea glutinosa,潺槁木姜子,5,6,9,10,WD
Litsea greenmaniana,华南木姜子,7,8,12,4,WD
Litsea hunanensis,湖南木姜子,NA,NA,4,5,WD
Litsea ichangensis,宜昌木姜子,4,5,7,8,WD
Litsea kingii,秃净木姜子,2,3,7,8,WD
Litsea lancilimba,大果木姜子,5,6,12,3,WD
Litsea mollis,毛叶木姜子,3,4,8,9,WD
Litsea monopetala,假柿木姜子,11,5,6,7,WD
Litsea pedunculata,红皮木姜子,5,6,8,9,WD
Litsea pungens,木姜子,3,5,7,9,WD
Litsea rotundifolia var. oblongifolia,豹皮樟,8,10,次年6,次年8,WD
Litsea rubescens,红叶木姜子,3,4,9,10,WD
Litsea rubescens var. yunnanensis,滇木姜子,NA,NA,NA,NA,WD
Litsea sericea,绢毛木姜子,4,5,8,9,WD
Litsea sinoglobosa,圆果木姜子,2,3,5,6,WD
Litsea subcoriacea,桂北木姜子,8,9,次年4,次年5,WD
Litsea suberosa,栓皮木姜子,8,9,次年4,次年5,WD
Litsea veitchiana,钝叶木姜子,4,5,8,9,WD
Litsea verticillata,轮叶木姜子,11,2,次年7,次年9,WD
Livistona chinensis,蒲葵,NA,NA,NA,NA,WD
Lobelia alsinoides,短柄半边莲,1,12,1,12,CB
Lobelia alsinoides subsp. hancei,假半边莲,NA,NA,NA,NA,CB
Lobelia angulata,铜锤玉带草,NA,NA,NA,NA,CB
Lobelia davidii,江南山梗菜,8,10,8,10,CB
Lobelia melliana,线萼山梗菜,8,10,8,10,CB
Lobelia sessilifolia,山梗菜,7,10,7,10,CB
Lonicera acuminata var. depilata,无毛淡红忍冬,NA,NA,NA,NA,WD
Lonicera chrysantha,金花忍冬,5,6,7,9,WD
Lonicera confusa,华南忍冬,4,5,10,10,WD
Lonicera crassifolia,匍匐忍冬,6,7,10,11,WD
Lonicera ferruginea,锈毛忍冬,5,6,8,9,WD
Lonicera fragrantissima subsp. standishii,苦糖果,NA,NA,NA,NA,WD
Lonicera fulvotomentosa,黄褐毛忍冬,6,7,NA,NA,WD
Lonicera gynochlamydea,蕊被忍冬,5,5,8,9,WD
Lonicera hypoglauca,菰腺忍冬,4,5,10,11,WD
Lonicera hypoglauca subsp. nudiflora,净花菰腺忍冬,NA,NA,NA,NA,WD
Lonicera japonica,忍冬,4,6,10,11,WD
Lonicera japonica var. chinensis,红白忍冬,NA,NA,NA,NA,WD
Lonicera ligustrina,女贞叶忍冬,4,6,8,12,WD
Lonicera maackii,金银忍冬,5,6,8,10,WD
Lonicera macrantha,大花忍冬,4,5,7,8,WD
Lonicera macrantha var. heterotricha,异毛忍冬,NA,NA,NA,NA,WD
Lonicera macranthoides,灰毡毛忍冬,6.15,7.1,10,11,WD
Lonicera modesta,下江忍冬,5,5,9,10,WD
Lonicera modesta var. lushanensis,庐山忍冬,NA,NA,NA,NA,WD
Lonicera nubium,云雾忍冬,6,7,10,10,WD
Lonicera pampaninii,短柄忍冬,5,6,10,11,WD
Lonicera pileata,蕊帽忍冬,4,6,9,12,WD
Lonicera rhytidophylla,皱叶忍冬,6,7,10,11,WD
Lonicera similis,细毡毛忍冬,5,6,9,10,WD
Lonicera tragophylla,盘叶忍冬,6,7,9,10,WD
Lonicera trichosepala,毛萼忍冬,6,7,10,10,WD
Lophatherum gracile,淡竹叶,6,10,6,10,CB
Lophatherum sinense,中华淡竹叶,8,10,8,10,CB
Loranthus delavayi,周树桑寄生,1,3,9,10,WD
Loranthus guizhouensis,南桑寄生,5,5,7,8,WD
Loropetalum chinense,檵木,3,4,5,7,WD
Loropetalum chinense var. rubrum,红花檵木,NA,NA,NA,NA,WD
Loxocalyx quinquenervius,五脉斜萼草,8,8,NA,NA,CB
Loxocalyx urticifolius,斜萼草,7,8,9,9,CB
Ludwigia adscendens,水龙,4,11,5,11,CB
Ludwigia ovalis,卵叶丁香蓼,7,8,8,9,CB
Luzula effusa,散序地杨梅,5,6,6,8,CB
Luzula multiflora,多花地杨梅,5,7,7,8,CB
Luzula plumosa,羽毛地杨梅,3,4,5,6,CB
Lychnis coronata,剪春罗,6,7,8,9,CB
Lychnis senno,剪红纱花,6,8,8,9,CB
Lycianthes biflora,红丝线,5,8,7,11,WD
Lycianthes biflora var. subtusochracea,密毛红丝线,6,9,9,11,WD
Lycianthes hupehensis,鄂红丝线,5,8,9,11,WD
Lycianthes lysimachioides,单花红丝线,NA,NA,NA,NA,CB
Lycianthes lysimachioides var. caulorhiza,茎根红丝线,NA,NA,NA,NA,CB
Lycianthes lysimachioides var. sinensis,中华红丝线,NA,NA,NA,NA,CB
Lycianthes neesiana,截齿红丝线,NA,NA,12,2,WD
Lycium chinense,枸杞,NA,NA,NA,NA,WD
Lycopus cavaleriei,小叶地笋,NA,NA,NA,NA,CB
Lycopus lucidus,地笋,6,9,8,11,CB
Lycopus lucidus var. hirtus,硬毛地笋,NA,NA,NA,NA,CB
Lycoris aurea,忽地笑,8,9,NA,NA,CB
Lycoris radiata,石蒜,8,9,10,10,CB
Lyonia ovalifolia,珍珠花,5,6,7,9,WD
Lyonia ovalifolia var. elliptica,小果珍珠花,NA,NA,NA,NA,WD
Lyonia ovalifolia var. hebecarpa,毛果珍珠花,NA,NA,NA,NA,WD
Lyonia ovalifolia var. lanceolata,狭叶珍珠花,NA,NA,NA,NA,WD
Lysimachia alfredii,文本过路黄,4,5,6,8,CB
Lysimachia alfredii var. chrysosplenioides,小广西过路黄,NA,NA,NA,NA,CB
Lysimachia brittenii,展枝过路黄,NA,NA,NA,NA,CB
Lysimachia capillipes,细梗香草,6,7,8,10,CB
Lysimachia christiniae,过路黄,5,7,NA,NA,CB
Lysimachia circaeoides,露珠珍珠菜,5,6,7,8,CB
Lysimachia clethroides,矮桃,5,7,7,10,CB
Lysimachia congestiflora,临时救,5,6,7,10,CB
Lysimachia decurrens,延叶珍珠菜,4,5,6,7,CB
Lysimachia fistulosa,管茎过路黄,5,7,7,10,CB
Lysimachia fistulosa var. wulingensis,五岭管茎过路黄,NA,NA,NA,NA,CB
Lysimachia foenum-graecum,灵香草,5,5,8,9,CB
Lysimachia fordiana,大叶过路黄,5,5,7,7,CB
Lysimachia fortunei,红根草,6,8,8,11,CB
Lysimachia fukienensis,福建过路黄,5,5,7,7,CB
Lysimachia grammica,金瓜儿,4,5,5,9,CB
Lysimachia hemsleyana,点腺过路黄,4,6,5,7,CB
Lysimachia hemsleyi,叶苞过路黄,7,8,8,11,CB
Lysimachia henryi,宜昌过路黄,5,6,6,7,CB
Lysimachia heterogenea,黑腺珍珠菜,5,7,8,10,CB
Lysimachia japonica,小茄,3,4,4,5,CB
Lysimachia kwangtungensis,广东监时救,5,6,NA,NA,CB
Lysimachia longipes,长梗过路黄,5,6,6,7,CB
Lysimachia melampyroides,山萝过路黄,5,6,7,11,CB
Lysimachia melampyroides var. amplexicaulis,抱茎山萝过路黄,6,6,NA,NA,CB
Lysimachia ophelioides,琴叶过路黄,6,6,NA,NA,CB
Lysimachia paridiformis,落地梅,5,6,7,9,CB
Lysimachia paridiformis var. stenophylla,狭叶落地梅,NA,NA,NA,NA,CB
Lysimachia parvifolia,小叶珍珠菜,4,6,7,9,CB
Lysimachia patungensis,巴东过路黄,5,6,7,8,CB
Lysimachia phyllocephala,叶头过路黄,NA,NA,NA,NA,CB
Lysimachia pseudohenryi,疏头过路黄,5,6,6,7,CB
Lysimachia punctatilimba,点叶落地梅,5,7,NA,NA,CB
Lysimachia rubiginosa,显苞过路黄,5,5,7,8,CB
Lysimachia sciadophylla,黔阳过路黄,4,5,NA,NA,CB
Lysimachia silvestrii,北延叶珍珠菜,5,7,8,8,CB
Lysimachia stenosepala,腺药珍珠菜,5,6,7,9,CB
Lysionotus heterophyllus,异叶吊石苣苔,6,9,8,10,WD
Lysionotus heterophyllus var. lasianthus,龙胜吊石苣苔,6,7,NA,NA,WD
Lysionotus involucratus,圆苞吊石苣苔,7,7,9,9,WD
Lysionotus microphyllus,小叶吊石苣苔,7,7,，9,7，9,WD
Lysionotus pauciflorus,吊石苣苔,7,10,8,1,WD
Lysionotus sangzhiensis,桑植吊石苣苔,8,8,NA,NA,WD
Lysionotus serratus,齿叶吊石苣苔,7,9,8,1,WD
Maackia hupehensis,马鞍树,5,7,8,10,WD
Machilus breviflora,短序润楠,7,8,10,12,WD
Machilus calcicola,灰岩润楠,NA,NA,NA,NA,WD
Machilus chienkweiensis,黔桂润楠,3,4,6,7,WD
Machilus chinensis,华润楠,11,11,2,2,WD
Machilus daozhenensis,道真润楠,NA,NA,NA,NA,WD
Machilus decursinervis,基脉润楠,4,5,9,11,WD
Machilus grijsii,黄绒润楠,3,3,4,4,WD
Machilus ichangensis,宜昌润楠,4,4,8,8,WD
Machilus ichangensis var. leiophylla,滑叶润楠,NA,NA,NA,NA,WD
Machilus kwangtungensis,广东润楠,3,4,5,7,WD
Machilus leptophylla,薄叶润楠,3,4,7,9,WD
Machilus lichuanensis,利川润楠,5,5,9,9,WD
Machilus litseifolia,木姜润楠,3,5,6,7,WD
Machilus microcarpa,小果润楠,NA,NA,NA,NA,WD
Machilus nanmu,润楠,3,6,7,10,WD
Machilus oreophila,建润楠,3,4,5,8,WD
Machilus pauhoi,刨花润楠,3,4,6,7,WD
Machilus phoenicis,凤凰润楠,1,3,5,7,WD
Machilus rehderi,狭叶润楠,3,4,6,7,WD
Machilus salicina,柳叶润楠,2,3,4,6,WD
Machilus thunbergii,红楠,2,4,7,8,WD
Machilus velutina,绒毛润楠,10,12,次年2,次年3,WD
Machilus versicolora,黄枝润楠,NA,NA,NA,NA,WD
Macleaya cordata,博落回,6,7,8,11,CB
Maclura cochinchinensis,构棘,4,5,6,7,WD
Maclura fruticosa,柘藤,4,5,7,8,WD
Maclura pubescens,毛柘藤,NA,NA,NA,NA,WD
Maclura tricuspidata,柘,4,5,6,7,WD
Macropanax rosthornii,短梗大参,7,9,10,12,WD
Macrosolen cochinchinensis,鞘花,2,6,5,8,WD
Maddenia hypoleuca,臭樱,5,5,6,7,WD
Maesa hupehensis,湖北杜茎山,5,6,10,12,WD
Maesa insignis,毛穗杜茎山,1,2,11,11,WD
Maesa japonica,杜茎山,1,3,10,10,WD
Maesa perlarius,鲫鱼胆,3,4,12,5,WD
Maesa tenera,软弱杜茎山,2,2,8,9,WD
Mahonia bealei,阔叶十大功劳,9,3,4,8,WD
Mahonia bodinieri,小果十大功劳,8,11,8,11,WD
Mahonia cardiophylla,宜章十大功劳,2,4,5,6,WD
Mahonia eurybracteata,宽苞十大功劳,8,11,11,5,WD
Mahonia fordii,北江十大功劳,8,11,8,11,WD
Mahonia fortunei,十大功劳,8,9,10,11,WD
Mahonia japonica,台湾十大功劳,2,4,10,12,WD
Mahonia nitens,亮叶十大功劳,7,10,10,3,WD
Mahonia polyodonta,峨眉十大功劳,3,5,5,8,WD
Mahonia shenii,沈氏十大功劳,7,9,8,11,WD
Maianthemum atropurpureum,高大鹿药,5,6,8,9,CB
Maianthemum henryi,管花鹿药,5,6,8,10,CB
Maianthemum japonicum,鹿药,5,6,8,9,CB
Maianthemum tatsienense,窄瓣鹿药,5,6,8,10,CB
Mallotus apelta,白背叶,6,9,8,11,WD
Mallotus barbatus,毛桐,4,5,9,10,WD
Mallotus barbatus var. pedicellaris,长梗野桐,5,7,8,11,WD
Mallotus dunnii,南平野桐,6,7,9,10,WD
Mallotus japonicus,野梧桐,7,11,7,8,WD
Mallotus lianus,东南野桐,8,9,11,12,WD
Mallotus microcarpus,小果野桐,4,7,8,10,WD
Mallotus millietii,崖豆藤野桐,5,6,8,10,WD
Mallotus millietii var. atrichus,光叶贵州野桐,5,6,7,10,WD
Mallotus nepalensis,尼泊尔野桐,6,7,6,7,WD
Mallotus oreophilus,绒毛野桐,5,6,6,8,WD
Mallotus paniculatus,白楸,7,10,11,12,WD
Mallotus paxii,红叶野桐,6,8,10,11,WD
Mallotus philippinensis,粗糠柴,4,5,5,8,WD
Mallotus repandus,石岩枫,4,6,8,11,WD
Mallotus tenuifolius,野桐,6,7,7,8,WD
Mallotus tiliifolius,椴叶野桐,4,5,8,10,WD
Malus asiatica,花红,4,5,8,9,WD
Malus baccata,山荆子,4,6,9,10,WD
Malus doumeri,台湾海棠,5,5,8,9,WD
Malus halliana,垂丝海棠,3,4,9,10,WD
Malus honanensis,河南海棠,5,5,8,9,WD
Malus hupehensis,湖北海棠,4,5,8,9,WD
Malus kansuensis var. calva,光叶陇东海棠,NA,NA,NA,NA,WD
Malus leiocalyca,光萼海棠,5,5,8,9,WD
Malus prunifolia,楸子,4,5,8,9,WD
Malus toringoides,变叶海棠,4,5,9,9,WD
Malus yunnanensis var. veitchii,川鄂滇池海棠,NA,NA,NA,NA,WD
Malva verticillata var. crispa,冬葵,6,9,NA,NA,CB
Manglietia conifera,桂南木莲,5,6,9,10,WD
Manglietia fordiana,木莲,4,5,9,10,WD
Manglietia forrestii,滇桂木莲,6,6,9,10,WD
Manglietia insignis,红花木莲,5,6,9,10,WD
Manglietia kwangtungensis,广东木莲,5,6,8,12,WD
Manglietia patungensis,巴东木莲,5,6,7,10,WD
Maoutia puya,水丝麻,6,8,9,10,WD
Mappianthus iodoides,定心藤,4,8,6,12,WD
Mariscus cyperinus,莎状砖子苗,NA,NA,NA,NA,CB
Mariscus sumatrensis,砖子苗,NA,NA,NA,NA,CB
Mariscus sumatrensis var. microstachys,小穗砖子苗,NA,NA,NA,NA,CB
Marsdenia sinensis,牛奶菜,4,7,8,11,WD
Marsdenia tinctoria,蓝叶藤,3,5,8,12,WD
Mazus caducifer,早落通泉草,4,5,6,8,CB
Mazus kweichowensis,贵州通泉草,5,6,5,6,CB
Mazus miquelii,匍茎通泉草,2,8,2,8,CB
Mazus pumilus,通泉草,4,10,4,10,CB
Mazus pumilus var. macrocalyx,通泉草大萼变种,NA,NA,NA,NA,CB
Mazus saltuarius,林地通泉草,3,4,NA,NA,CB
Mazus spicatus,毛果通泉草,5,6,7,8,CB
Mazus stachydifolius,弹刀子菜,4,6,7,9,CB
Medicago lupulina,天蓝苜蓿,7,9,8,10,CB
Meehania fargesii,华西龙头草,4,6,6,7,CB
Meehania fargesii var. pedunculata,华西龙头草梗花变种,NA,NA,NA,NA,CB
Meehania fargesii var. radicans,华西龙头草走茎变种,NA,NA,NA,NA,CB
Meehania henryi,龙头草,9,9,9,10,CB
Meehania henryi var. kaitcheensis,龙头草长叶变种,NA,NA,NA,NA,CB
Meehania henryi var. stachydifolia,龙头草圆基叶变种,NA,NA,NA,NA,CB
Melampyrum roseum,山罗花,6,11,6,11,CB
Melanoseris graciliflora,细莴苣,6,9,6,9,CB
Melastoma dodecandrum,地菍,5,7,7,9,WD
Melastoma normale,展毛野牡丹,NA,NA,NA,NA,WD
Melica grandiflora,大花臭草,4,7,4,7,CB
Melica onoei,广序臭草,7,10,7,10,CB
Meliosma alba,珂楠树,5,6,8,10,WD
Meliosma cuneifolia,泡花树,6,7,9,11,WD
Meliosma cuneifolia var. glabriuscula,光叶泡花树,NA,NA,NA,NA,WD
Meliosma flexuosa,垂枝泡花树,5,6,7,9,WD
Meliosma fordii,香皮树,5,7,8,10,WD
Meliosma glandulosa,腺毛泡花树,6,8,8,10,WD
Meliosma kirkii,山青木,6,7,8,10,WD
Meliosma myriantha,多花泡花树,6,8,5,9,WD
Meliosma myriantha var. discolor,异色泡花树,NA,NA,NA,NA,WD
Meliosma myriantha var. pilosa,柔毛泡花树,NA,NA,NA,NA,WD
Meliosma oldhamii,红柴枝,5,6,8,9,WD
Meliosma parviflora,细花泡花树,6,8,9,10,WD
Meliosma paupera,狭序泡花树,6,8,8,10,WD
Meliosma rhoifolia var. barbulata,腋毛泡花树,NA,NA,NA,NA,WD
Meliosma rigida,笔罗子,5,7,9,10,WD
Meliosma rigida var. pannosa,毡毛泡花树,5,6,8,9,WD
Meliosma squamulata,樟叶泡花树,6,8,9,10,WD
Meliosma thorelii,山檨花泡花树,6,8,10,11,WD
Meliosma veitchiorum,暖木,5,5,8,9,WD
Meliosma velutina,毛泡花树,4,5,NA,NA,WD
Meliosma yunnanensis,云南泡花树,6,8,8,10,WD
Melissa axillaris,蜜蜂花,6,11,6,11,CB
Melliodendron xylocarpum,陀螺果,4,5,7,10,WD
Melochia corchorifolia,马松子,6,11,NA,NA,CB
Menispermum dauricum,蝙蝠葛,6,7,8,9,CB
Mercurialis leiocarpa,山靛,12,4,4,7,CB
Merremia sibirica,北鱼黄草,NA,NA,NA,NA,CB
Mesona chinensis,凉粉草,NA,NA,NA,NA,CB
Metadina trichotoma,黄棉木,4,12,4,12,WD
Metapanax davidii,异叶梁王茶,6,8,9,10,WD
Metapanax delavayi,梁王茶,9,10,12,1,WD
Metaplexis hemsleyana,华萝藦,7,9,9,12,CB
Metaplexis japonica,萝藦,7,8,9,12,CB
Michelia cavaleriei,平伐含笑,3,4,9,10,WD
Michelia cavaleriei var. platypetala,阔瓣含笑,NA,NA,NA,NA,WD
Michelia chapensis,乐昌含笑,3,4,8,9,WD
Michelia crassipes,紫花含笑,4,5,8,9,WD
Michelia figo,含笑花,3,5,7,8,WD
Michelia floribunda,多花含笑,2,4,8,9,WD
Michelia foveolata,金叶含笑,3,5,9,10,WD
Michelia leveilleana,长柄含笑,4,5,9,9,WD
Michelia macclurei,醉香含笑,3,4,9,10,WD
