sentific name,chinese name,first flowerin month,last flowering month,first fruiting month,last fruiting month,genus name,family name,woodiness
Lonicera microphylla,Ğ¡Ò¶ÈÌ¶¬,5,6,7,8,NA,Caprifoliaceae,WD
Lonicera minuta,°«ÉúÈÌ¶¬,5,6,NA,NA,Lonicera,Caprifoliaceae,WD
Lonicera nervosa,ºìÂöÈÌ¶¬,6,7,8,10,Lonicera,Caprifoliaceae,WD
Lonicera pileata,ÈïÃ±ÈÌ¶¬,4,6,9,12,Lonicera,Caprifoliaceae,WD
Lonicera retusa,°¼Ò¶ÈÌ¶¬,5,6,7,10,Lonicera,Caprifoliaceae,WD
Lonicera rupicola,ÑÒÉúÈÌ¶¬,5,8,8,10,Lonicera,Caprifoliaceae,WD
Lonicera rupicola var. syringantha,ºì»¨ÑÒÉúÈÌ¶¬,NA,NA,NA,NA,NA,Caprifoliaceae,WD
Lonicera serreana,Ã«Ò©ÈÌ¶¬,6,8,8,9,Lonicera,Caprifoliaceae,WD
Lonicera similis,Ï¸Õ±Ã«ÈÌ¶¬,5,6,8,11,NA,Caprifoliaceae,WD
Lonicera stephanocarpa,¹Ú¹ûÈÌ¶¬,5,6,7,9,Lonicera,Caprifoliaceae,WD
Lonicera tatarinowii,»ª±±ÈÌ¶¬,5,6,8,9,Lonicera,Caprifoliaceae,WD
Lonicera tragophylla,ÅÌÒ¶ÈÌ¶¬,5,6,7,10,Lonicera,Caprifoliaceae,WD
Lonicera trichogyne,Ã«¹ûÈÌ¶¬,5,5,10,10,Lonicera,Caprifoliaceae,WD
Lonicera trichosantha,Ã«»¨ÈÌ¶¬,5,7,8,8,Lonicera,Caprifoliaceae,WD
Lonicera trichosantha var. deflexicalyx,³¤Ò¶Ã«»¨ÈÌ¶¬,NA,NA,NA,NA,NA,Caprifoliaceae,WD
Lonicera webbiana var. mupinensis,´¨Î÷ÈÌ¶¬,6,6,NA,NA,NA,Caprifoliaceae,WD
Loranthus delavayi,ÖÜÊ÷É£¼ÄÉú,2,3,9,10,NA,Loranthaceae,WD
Loranthus tanakae,±±É£¼ÄÉú,5,6,9,10,Loranthus,Loranthaceae,WD
Lotus tenuis,Ï¸Ò¶°ÙÂö¸ù,5,8,7,9,Lotus,Fabaceae,CB
Loxocalyx urticifolius,Ğ±İà²İ,7,8,9,9,Loxocalyx,Lamiaceae,CB
Luzula campestris,µØÑîÃ·,5,6,6,7,Luzula,Juncaceae,CB
Luzula effusa,É¢ĞòµØÑîÃ·,5,6,6,8,Luzula,Juncaceae,CB
Luzula multiflora,¶à»¨µØÑîÃ·,5,7,7,8,Luzula,Juncaceae,CB
Luzula multiflora subsp. frigida,Ó²¸ËµØÑîÃ·,NA,NA,NA,NA,NA,Juncaceae,CB
Luzula plumosa,ÓğÃ«µØÑîÃ·,3,4,5,6,Luzula,Juncaceae,CB
Lychnis senno,¼ôºìÉ´»¨,7,8,9,9,NA,Caryophyllaceae,CB
Lycianthes lysimachioides,µ¥»¨ºìË¿Ïß,NA,NA,NA,NA,NA,Solanaceae,CB
Lycium barbarum,ÄşÏÄèÛè½,5,10,5,10,NA,Solanaceae,WD
Lycium barbarum var. auranticarpum,»Æ¹ûèÛè½,NA,NA,NA,NA,NA,Solanaceae,WD
Lycium chinense,èÛè½,7,9,9,11,NA,Solanaceae,WD
Lycium chinense var. potaninii,±±·½èÛè½,5,9,8,10,NA,Solanaceae,WD
Lycium dasystemum,ĞÂ½®èÛè½,6,9,6,9,Lycium,Solanaceae,WD
Lycium ruthenicum,ºÚ¹ûèÛè½,5,10,5,10,Lycium,Solanaceae,WD
Lycium truncatum,½ØİàèÛè½,5,10,5,10,Lycium,Solanaceae,WD
Lycopus lucidus,µØËñ,7.25,8,8,11,Lycopus,Lamiaceae,CB
Lycopus lucidus var. hirtus,Ó²Ã«µØËñ,NA,NA,NA,NA,NA,Lamiaceae,CB
Lycoris aurea,ºöµØĞ¦,8,9,10,10,NA,Amaryllidaceae,CB
Lycoris radiata,Ê¯Ëâ,6,9,9,10,NA,Amaryllidaceae,CB
Lyonia ovalifolia,ÕäÖé»¨,6,7,8,9,Lyonia,Ericaceae,WD
Lyonia ovalifolia var. elliptica,Ğ¡¹ûÕäÖé»¨,6,7,8,9,NA,Ericaceae,WD
Lyonia ovalifolia var. hebecarpa,Ã«¹ûÕäÖé»¨,NA,NA,NA,NA,NA,Ericaceae,WD
Lyonia villosa,Ã«Ò¶ÕäÖé»¨,6,8,9,10,Lyonia,Ericaceae,WD
Lysimachia albescens,ÔÆÄÏ¹ıÂ·»Æ,7,7,NA,NA,NA,Primulaceae,CB
Lysimachia auriculata,¶úÒ¶ÕäÖé²Ë,5,6,6,7,Lysimachia,Primulaceae,CB
Lysimachia barystachys,»¢Î²»¨,6,7,8,10,Lysimachia,Primulaceae,CB
Lysimachia christiniae,¹ıÂ·»Æ,5,7,7,10,NA,Primulaceae,CB
Lysimachia circaeoides,Â¶ÖéÕäÖé²Ë,5,6,7,8,Lysimachia,Primulaceae,CB
Lysimachia clethroides,°«ÌÒ,4,7,7,10,Lysimachia,Primulaceae,CB
Lysimachia congestiflora,ÁÙÊ±¾È,4,6,6,9,Lysimachia,Primulaceae,CB
Lysimachia crista-galli,¾àİà¹ıÂ·»Æ,5,6,6,7,Lysimachia,Primulaceae,CB
Lysimachia hemsleyana,µãÏÙ¹ıÂ·»Æ,4,6,5,7,Lysimachia,Primulaceae,CB
Lysimachia melampyroides,É½ÂÜ¹ıÂ·»Æ,5,6,7,11,Lysimachia,Primulaceae,CB
Lysimachia melampyroides var. brunelloides,Ğ¡É½ÂÜ¹ıÂ·»Æ,NA,NA,NA,NA,NA,Primulaceae,CB
Lysimachia paridiformis var. stenophylla,ÏÁÒ¶ÂäµØÃ·,5,6,NA,NA,NA,Primulaceae,CB
Lysimachia pentapetala,ÏÁÒ¶ÕäÖé²Ë,7,8,8,9,Lysimachia,Primulaceae,CB
Lysimachia silvestrii,±±ÑÓÒ¶ÕäÖé²Ë,5,7,8,8,Lysimachia,Primulaceae,CB
Lysimachia stellarioides,Ã¯ãë¹ıÂ·»Æ,5,5,NA,NA,Lysimachia,Primulaceae,CB
Lysimachia stenosepala,ÏÙÒ©ÕäÖé²Ë,5,6,7,9,Lysimachia,Primulaceae,CB
Lysionotus pauciflorus,µõÊ¯ÜÄÌ¦,7,10,NA,NA,Lysionotus,Gesneriaceae,WD
Lysionotus wilsonii,´¨Î÷µõÊ¯ÜÄÌ¦,7,8,8,11,NA,Gesneriaceae,WD
Machilus ichangensis,ÒË²ıÈóéª,5,5,8,9,Machilus,Lauraceae,WD
Machilus nanmu,Èóéª,3,6,7,10,Machilus,Lauraceae,WD
Macleaya cordata,²©Âä»Ø,6,11,6,11,NA,Papaveraceae,CB
Macleaya microcarpa,Ğ¡¹û²©Âä»Ø,6,8,7,8,NA,Papaveraceae,CB
Maclura cochinchinensis,¹¹¼¬,4,5,6,7,NA,Moraceae,WD
Maclura tricuspidata,èÏ,5,6,6,7,NA,Moraceae,WD
Macropanax rosthornii,¶Ì¹£´ó²Î,7,9,10,12,Macropanax,Araliaceae,WD
Maddenia himalaica,Ï²ÂíÀ­ÑÅ³ôÓ£,5,5,6,6,NA,Rosaceae,WD
Maddenia hypoleuca,³ôÓ£,4,5,7,7,NA,Rosaceae,WD
Maddenia incisoserrata,Èñ³İ³ôÓ£,4,4,6,6,Maddenia,Rosaceae,WD
Maddenia wilsonii,»ªÎ÷³ôÓ£,4,6,6,6,Maddenia,Rosaceae,WD
Maesa hupehensis,ºş±±¶Å¾¥É½,5,6,10,12,Maesa,Myrsinaceae,WD
Mahonia bealei,À«Ò¶Ê®´ó¹¦ÀÍ,9,´ÎÄê3,´ÎÄê3,´ÎÄê4,NA,Berberidaceae,WD
Maianthemum bifolium,Îèº×²İ,6,7,8,8,Maianthemum,Liliaceae,CB
Maianthemum henryi,¹Ü»¨Â¹Ò©,5,6,8,10,NA,Liliaceae,CB
Maianthemum japonicum,Â¹Ò©,5,6,8,9,Maianthemum,Liliaceae,CB
Maianthemum lichiangense,Àö½­Â¹Ò©,6,7,9,10,Maianthemum,Liliaceae,CB
Maianthemum stenolobum,ÉÙÒ¶Â¹Ò©,5,6,7,7,NA,Liliaceae,CB
Maianthemum szechuanicum,ËÄ´¨Â¹Ò©,5,7,NA,NA,NA,Liliaceae,CB
Maianthemum tatsienense,Õ­°êÂ¹Ò©,5,6,8,10,NA,Liliaceae,CB
Maianthemum tubiferum,ºÏ°êÂ¹Ò©,5,7,9,9,Maianthemum,Liliaceae,CB
Malaxis monophyllos,ÕÓÀ¼,7,8,7,8,Malaxis,Orchidaceae,CB
Malcolmia africana,É¬½æ,4,4,5,6,Malcolmia,Brassicaceae,CB
Malcolmia hispida,¸ÕÃ«É¬½æ,4,6,5,7,NA,Brassicaceae,CB
Mallotus nepalensis,Äá²´¶ûÒ°Í©,6,7,6,7,Mallotus,Euphorbiaceae,WD
Mallotus oreophilus,ÈŞÃ«Ò°Í©,5,6,6,8,Mallotus,Euphorbiaceae,WD
Mallotus repandus,Ê¯ÑÒ·ã,4,6,7,9,Mallotus,Euphorbiaceae,WD
Mallotus tenuifolius,Ò°Í©,5,6,8,9,NA,Euphorbiaceae,WD
Malus asiatica,»¨ºì,4,5,8,9,NA,Rosaceae,WD
Malus baccata,É½¾£×Ó,4,5,8,9,NA,Rosaceae,WD
Malus baccata var. gracilis,´¹Ö¦É½¾£×Ó,NA,NA,NA,NA,NA,Rosaceae,WD
Malus honanensis,ºÓÄÏº£ÌÄ,5,5,8,9,Malus,Rosaceae,WD
Malus hupehensis,ºş±±º£ÌÄ,4,5,8,9,Malus,Rosaceae,WD
Malus kansuensis,Â¤¶«º£ÌÄ,5,6,7,8,Malus,Rosaceae,WD
Malus kansuensis var. calva,¹âÒ¶Â¤¶«º£ÌÄ,NA,NA,NA,NA,NA,Rosaceae,WD
Malus mandshurica,Ã«É½¾£×Ó,5,7,8,9,NA,Rosaceae,WD
Malus prunifolia,é±×Ó,4,5,8,9,NA,Rosaceae,WD
Malus spectabilis,º£ÌÄ»¨,4,5,8,9,NA,Rosaceae,WD
Malus toringoides,±äÒ¶º£ÌÄ,4,5,9,9,Malus,Rosaceae,WD
Malus transitoria,»¨Ò¶º£ÌÄ,5,5,9,9,Malus,Rosaceae,WD
Malus transitoria var. centralasiatica,³¤Ô²¹û»¨Ò¶º£ÌÄ,NA,NA,NA,NA,NA,Rosaceae,WD
Malus yunnanensis,µá³Øº£ÌÄ,5,5,8,9,Malus,Rosaceae,WD
Malus yunnanensis var. veitchii,´¨¶õµá³Øº£ÌÄ,NA,NA,NA,NA,NA,Rosaceae,WD
Malva pusilla,Ô²Ò¶½õ¿û,6,8,NA,NA,NA,Malvaceae,CB
Malva verticillata var. crispa,¶¬¿û,6,9,NA,NA,NA,Malvaceae,CB
Mandragora caulescens,ÇÑ²Î,5,8,5,8,Mandragora,Solanaceae,CB
Mannagettaea hummelii,°«Éú¶¹ÁĞµ±,6,7,8,9,Mannagettaea,Orobanchaceae,CB
Mariscus sumatrensis,×©×ÓÃç,NA,NA,NA,NA,NA,Cyperaceae,CB
Marsdenia oreophila,à¹ÖùÅ£ÄÌ²Ë,8,9,11,11,Marsdenia,Asclepiadaceae,WD
Mazus japonicus,,4,5,6,7,NA,Scrophulariaceae,NA
Mazus pumilus,Í¨Èª²İ,4,10,4,10,NA,Scrophulariaceae,CB
Mazus pumilus var. macrocalyx,Í¨Èª²İ´óİà±äÖÖ,NA,NA,NA,NA,NA,Scrophulariaceae,CB
Mazus spicatus,Ã«¹ûÍ¨Èª²İ,5,6,7,8,Mazus,Scrophulariaceae,CB
Mazus stachydifolius,µ¯µ¶×Ó²Ë,5,5,6,7,NA,Scrophulariaceae,CB
Meconopsis chelidonifolia,ÍÖ¹ûÂÌÈŞİï,5,8,5,8,NA,Papaveraceae,CB
Meconopsis horridula,¶à´ÌÂÌÈŞİï,6,9,6,9,Meconopsis,Papaveraceae,CB
Meconopsis integrifolia,È«ÔµÒ¶ÂÌÈŞİï,5,11,5,11,Meconopsis,Papaveraceae,CB
Meconopsis lancifolia,³¤Ò¶ÂÌÈŞİï,6,9,6,9,Meconopsis,Papaveraceae,CB
Meconopsis oliverana,Öù¹ûÂÌÈŞİï,5,9,5,9,NA,Papaveraceae,CB
Meconopsis punicea,ºì»¨ÂÌÈŞİï,6,9,6,9,Meconopsis,Papaveraceae,CB
Meconopsis quintuplinervia,ÎåÂöÂÌÈŞİï,6,6,9,9,Meconopsis,Papaveraceae,CB
Meconopsis racemosa,×Ü×´ÂÌÈŞİï,5,11,5,11,Meconopsis,Papaveraceae,CB
Meconopsis simplicifolia,µ¥Ò¶ÂÌÈŞİï,6,9,6,9,Meconopsis,Papaveraceae,CB
Medicago archiducis-nicolai,Çàº£ÜÙŞ£,6,8,7,9,Medicago,Fabaceae,CB
Medicago edgeworthii,Ã«¼ÔÜÙŞ£,6,8,7,8,Medicago,Fabaceae,NA
Medicago falcata,»Æ»¨ÜÙŞ£,6,8,7,9,Medicago,Fabaceae,CB
Medicago lupulina,ÌìÀ¶ÜÙŞ£,4,9,6,10,NA,Fabaceae,CB
Medicago ruthenica,»¨ÜÙŞ£,6,9,8,10,NA,Fabaceae,CB
Medicago sativa var. integrifolia,Ëá½Ú²İ,NA,NA,NA,NA,NA,Fabaceae,CB
Meehania faberi,ÈâÒ¶ÁúÍ·²İ,7,8,9,9,Meehania,Lamiaceae,CB
Meehania fargesii,»ªÎ÷ÁúÍ·²İ,4,6,6,7,Meehania,Lamiaceae,CB
Megacarpaea delavayi,¸ßºÓ²Ë,6,7,8,9,Megacarpaea,Brassicaceae,CB
Megadenia pygmaea,Ë«¹ûÜù,6,6,7,7,Megadenia,Brassicaceae,CB
Melampyrum roseum,É½ÂŞ»¨,6,8,8,9,NA,Scrophulariaceae,CB
Melanoseris graciliflora,Ï¸İ«ÜÄ,6,9,6,9,NA,Asteraceae,CB
Melica kozlovii,²ñ´ïÄ¾³ô²İ,5,7,5,7,Melica,Poaceae,CB
Melica onoei,¹ãĞò³ô²İ,7,10,7,10,Melica,Poaceae,CB
Melica persica,ÒÁÀÊ³ô²İ,5,8,5,8,Melica,Poaceae,CB
Melica przewalskyi,¸ÊËà³ô²İ,6,8,NA,NA,Melica,Poaceae,CB
Melica radula,Ï¸Ò¶³ô²İ,5,8,5,8,Melica,Poaceae,CB
Melica scabrosa,³ô²İ,5,8,5,8,Melica,Poaceae,CB
Melica secunda,Æ«Ëë³ô²İ,5,8,5,8,Melica,Poaceae,CB
Melica tangutorum,Çà¸Ê³ô²İ,5,7,5,9,Melica,Poaceae,CB
Melica virgata,±§²İ,5,7,5,7,Melica,Poaceae,CB
Melilotus dentatus,Ï¸³İ²İÄ¾éØ,7,7,9,9,Melilotus,Fabaceae,CB
Meliosma cuneifolia,Åİ»¨Ê÷,7,7,9,9,Meliosma,Sabiaceae,WD
Meliosma cuneifolia var. glabriuscula,¹âÒ¶Åİ»¨Ê÷,NA,NA,NA,NA,NA,Sabiaceae,WD
Meliosma flexuosa,´¹Ö¦Åİ»¨Ê÷,5,6,7,9,Meliosma,Sabiaceae,WD
Meliosma veitchiorum,Å¯Ä¾,5,5,8,9,Meliosma,Sabiaceae,WD
Melissa axillaris,ÃÛ·ä»¨,6,10,7,11,Melissa,Lamiaceae,CB
Menispermum dauricum,òùòğ¸ğ,6,7,8,9,NA,Menispermaceae,CB
Merremia sibirica,±±Óã»Æ²İ,7,8,9,10,NA,Convolvulaceae,CB
Metapanax davidii,ÒìÒ¶ÁºÍõ²è,6,8,9,10,Metapanax,Araliaceae,WD
Metapanax delavayi,ÁºÍõ²è,9,10,12,1,Metapanax,Araliaceae,WD
Metaplexis hemsleyana,»ªÂÜË,7,9,9,12,Metaplexis,Asclepiadaceae,CB
Metaplexis japonica,ÂÜË,7,8,9,12,Metaplexis,Asclepiadaceae,CB
Michelia floribunda,¶à»¨º¬Ğ¦,2,4,8,9,NA,Magnoliaceae,WD
Microgynoecium tibeticum,Ğ¡¹û±õŞ¼,7,9,7,9,Microgynoecium,Chenopodiaceae,CB
Microstegium nudum,ÖñÒ¶Ã©,8,10,8,10,Microstegium,Poaceae,CB
Microstigma brachycarpum,¶Ì¹ûĞ¡Öù½æ,5,6,6,7,Microstigma,Brassicaceae,CB
Microtoena patchoulii,µáÄÏ¹Ú´½»¨,10,12,2,3,Microtoena,Lamiaceae,CB
Microula diffusa,ÊèÉ¢Î¢¿×²İ,6,9,NA,NA,Microula,Boraginaceae,CB
Microula pseudotrichocarpa,¸ÊÇà»Õ¿×²İ,7,8,NA,NA,Microula,Boraginaceae,CB
Microula rockii,ÈáÃ«Î¢¿×²İ,7,7,NA,NA,Microula,Boraginaceae,CB
Microula sikkimensis,Î¢¿×²İ,5,9,NA,NA,Microula,Boraginaceae,CB
Microula stenophylla,ÏÁÒ¶Î¢¿×²İ,6,8,NA,NA,Microula,Boraginaceae,CB
Microula tangutica,¿í°úÎ¢¿×²İ,7,9,NA,NA,Microula,Boraginaceae,CB
Microula tibetica var. pratensis,Ğ¡»¨Î÷²ØÎ¢¿×²İ,NA,NA,NA,NA,NA,Boraginaceae,CB
Microula trichocarpa,³¤Ò¶Î¢¿×²İ,6,7,8,9,Microula,Boraginaceae,CB
Microula trichocarpa var. macrantha,´ó»¨³¤Ò¶Î¢¿×²İ,NA,NA,NA,NA,NA,Boraginaceae,CB
Microula turbinata,³¤¹ûÎ¢¿×²İ,8,8,9,9,Microula,Boraginaceae,CB
Milium effusum,ËÚ²İ,5,7,5,7,NA,Poaceae,CB
Mimulus bracteosus,Ğ¡°ú¹µËá½¬,6,7,NA,NA,NA,Scrophulariaceae,CB
Mimulus szechuanensis,ËÄ´¨¹µËá½¬,5,7,7,8,Mimulus,Scrophulariaceae,CB
Mimulus tenellus,¹µËá½¬,6,7,8,9,Mimulus,Scrophulariaceae,CB
Mimulus tenellus var. nepalensis,Äá²´¶û¹µËá½¬,NA,NA,NA,NA,NA,Scrophulariaceae,CB
Mimulus tenellus var. procerus,¸ß´ó¹µËá½¬,NA,NA,NA,NA,NA,Scrophulariaceae,CB
Miscanthus nepalensis,Äá²´¶ûÃ¢,6,11,6,11,Miscanthus,Poaceae,CB
Miscanthus nudipes,Ë«Ò©Ã¢,6,11,6,11,Miscanthus,Poaceae,CB
Miscanthus sacchariflorus,İ¶,8,10,8,10,Miscanthus,Poaceae,CB
Miscanthus sinensis,Ã¢,7,11,7,11,Miscanthus,Poaceae,CB
Miyamayomena picolii,ÂãİÒ,NA,NA,NA,NA,NA,Asteraceae,
Moehringia trinervia,ÈıÂöÖÖ¸·²İ,5,6,6,7,Moehringia,Caryophyllaceae,CB
Moneses uniflora,¶ÀÀö»¨,7,8,8,8,Moneses,Ericaceae,WD
Monochoria vaginalis,Ñ¼Éà²İ,8,9,9,10,NA,Pontederiaceae,CB
Monotropa hypopitys,ËÉÏÂÀ¼,7,8,9,10,NA,Ericaceae,CB
Monotropa uniflora,Ë®¾§À¼,6,9,8,10,Monotropa,Ericaceae,CB
Morina chinensis,Ô²İà´Ì²Î,7,8,9,9,Morina,Dipsacaceae,CB
Morina kokonorica,Çàº£´Ì²Î,6,8,8,9,Morina,Dipsacaceae,CB
Morina nepalensis,´ÌĞø¶Ï,6,8,7,9,Morina,Dipsacaceae,CB
Morina nepalensis var. alba,°×»¨´Ì²Î,NA,NA,NA,NA,NA,Dipsacaceae,CB
Morus alba,É£,4,5,5,6,Morus,Moraceae,WD
Morus australis,¼¦É£,3,4,4,5,NA,Moraceae,WD
Morus cathayana,»ªÉ£,4,5,5,6,NA,Moraceae,WD
Morus mongolica,ÃÉÉ£,4,5,6,6,NA,Moraceae,WD
Mosla dianthera,Ğ¡ÓãÏÉ²İ,5,11,5,11,Mosla,Lamiaceae,CB
Mosla scabra,Ê¯ÜùÜÑ,8,9,9,11,Mosla,Lamiaceae,CB
Mucuna sempervirens,³£´ºÓÍÂéÌÙ,4,5,8,10,Mucuna,Fabaceae,WD
Muhlenbergia huegelii,ÂÒ×Ó²İ,7,10,7,10,NA,Poaceae,CB
Mulgedium tataricum,ÈéÜÄ,6,9,6,9,Mulgedium,Asteraceae,CB
Myosotis alpestris,¸ßÉ½ÎğÍü²İ,NA,NA,NA,NA,NA,Boraginaceae,CB
Myosotis caespitosa,ÊªµØÎğÍü²İ,NA,NA,NA,NA,NA,Boraginaceae,CB
Myricaria bracteata,¿í°úË®°ØÖ¦,6,9,7,10,Myricaria,Tamaricaceae,WD
Myricaria paniculata,Èı´ºË®°ØÖ¦,3,9,5,10,Myricaria,Tamaricaceae,WD
Myricaria prostrata,ÙéÙëË®°ØÖ¦,6,8,6,8,Myricaria,Tamaricaceae,WD
Myricaria squamosa,¾ßÁÛË®°ØÖ¦,5,8,5,8,Myricaria,Tamaricaceae,WD
Myricaria wardii,Ğ¡»¨Ë®°ØÖ¦,5,8,5,8,Myricaria,Tamaricaceae,WD
Myriophyllum spicatum,Ëë×´¹ÂÎ²Ôå,4,9,4,9,NA,Haloragaceae,CB
Myriophyllum verticillatum,ºüÎ²Ôå,4,9,4,9,NA,Haloragaceae,CB
Myrsine africana,Ìú×Ğ,3,4,8,9,Myrsine,Myrsinaceae,WD
Myrsine semiserrata,Õë³İÌú×Ğ,2,4,10,12,Myrsine,Myrsinaceae,WD
Nabalus tatarinowii,ÅÌ¹û¾Õ,8,10,8,10,NA,Asteraceae,NA
Nannoglottis carpesioides,Ã«¹Ú¾Õ,6,7,NA,NA,NA,Asteraceae,CB
Nanocnide japonica,»¨µã²İ,4,5,6,7,Nanocnide,Urticaceae,CB
Nardostachys jatamansi,¸ÊËÉ,6,8,NA,NA,Nardostachys,Valerianaceae,CB
Neillia ribesioides,Ã«Ò¶ĞåÏßÃ·,5,5,7,9,Neillia,Rosaceae,WD
Neillia sinensis,ÖĞ»ªĞåÏßÃ·,5,6,8,9,Neillia,Rosaceae,WD
Neillia thibetica,Î÷¿µĞåÏßÃ·,5,6,7,9,Neillia,Rosaceae,WD
Neillia thyrsiflora,ĞåÏßÃ·,7,7,9,10,NA,Rosaceae,WD
Nelumbo nucifera,Á«,6,8,8,10,NA,Nelumbonaceae,CB
Neofinetia falcata,·çÀ¼,4,4,NA,NA,Neofinetia,Orchidaceae,CB
Neolitsea confertifolia,´ØÒ¶ĞÂÄ¾½ª×Ó,4,5,9,10,NA,Lauraceae,WD
Neotorularia brachycarpa,¶Ì¹ûÄîÖé½æ,6,8,7,9,NA,Brassicaceae,CB
Neotorularia humilis,ò¾¹û½æ,4,6,NA,NA,NA,Brassicaceae,CB
Neotorularia korolkowii,¸ÊĞÂÄîÖé½æ,5,8,5,8,Neotorularia,Brassicaceae,CB
Neottia acuminata,¼â´½Äñ³²À¼,8,8,9,9,Neottia,Orchidaceae,CB
Neottia camtschatea,±±·½Äñ³²À¼,7,8,7,8,Neottia,Orchidaceae,CB
Neottia listeroides,¸ßÉ½Äñ³²À¼,7,8,NA,NA,Neottia,Orchidaceae,CB
Neottianthe calcicola,ÃÜ»¨¶µ±»À¼,7,9,NA,NA,NA,Orchidaceae,CB
Neottianthe cucullata,¶şÒ¶¶µ±»À¼,7,10,NA,NA,Neottianthe,Orchidaceae,CB
Neottianthe monophylla,Ò»Ò¶¶µ±»À¼,8,9,NA,NA,NA,Orchidaceae,CB
Nepeta cataria,¾£½æ,6,9,9,10,NA,Lamiaceae,CB
Nepeta coerulescens,À¶»¨¾£½æ,7,8,8,9,Nepeta,Lamiaceae,CB
Nepeta fordii,ĞÄÒ¶¾£½æ,4,5,5,6,Nepeta,Lamiaceae,CB
Nepeta multifida,¶àÁÑÒ¶¾£½æ,7,9,9,10,NA,Lamiaceae,CB
Nepeta prattii,¿µ²Ø¾£½æ,6,7,8,11,Nepeta,Lamiaceae,CB
Nepeta sibirica,´ó»¨¾£½æ,8,9,NA,NA,Nepeta,Lamiaceae,CB
Nervilia plicata,Ã«Ò¶ÓóÀ¼,5,6,NA,NA,Nervilia,Orchidaceae,CB
Nitraria roborowskii,´ó°×´Ì,6,6,7,8,Nitraria,Zygophyllaceae,WD
Nitraria sibirica,Ğ¡¹û°×´Ì,5,6,7,8,Nitraria,Zygophyllaceae,WD
Nitraria sphaerocarpa,ÅİÅİ´Ì,5,6,6,7,Nitraria,Zygophyllaceae,WD
Nitraria tangutorum,°×´Ì,5,6,7,8,Nitraria,Zygophyllaceae,WD
Nothapodytes pittosporoides,Âí±ÈÄ¾,4,6,6,8,NA,Icacinaceae,WD
Notholirion bulbuliferum,¼Ù°ÙºÏ,7,7,8,8,Notholirion,Liliaceae,CB
Nothosmyrnium japonicum var. sutchuensis,´¨°×°úÇÛ,NA,NA,NA,NA,NA,Apiaceae,CB
Notopterygium franchetii,¿íÒ¶Ç¼»î,7,8,8,9,Notopterygium,Apiaceae,CB
Notopterygium incisum,Ç¼»î,7,8,8,9,Notopterygium,Apiaceae,CB
Notopterygium oviforme,ÂÑÒ¶Ç¼»î,7,8,9,10,NA,Apiaceae,CB
Notoseris gracilipes,Ï¸¹£×Ï¾Õ,6,6,6,6,Notoseris,Asteraceae,CB
Notoseris henryi,¶àÁÑ×Ï¾Õ,8,12,8,12,Notoseris,Asteraceae,CB
Odontites vulgaris,ÁÆ³İ²İ,7,8,NA,NA,Odontites,Scrophulariaceae,CB
Oenanthe javanica,Ë®ÇÛ,6,7,8,8,Oenanthe,Apiaceae,CB
Olgaea leucophylla,»ğÃ½²İ,5,10,5,10,Olgaea,Asteraceae,CB
Olgaea tangutica,´Ì¸í´ñ,6,6,8,8,Olgaea,Asteraceae,CB
Omphalogramma vinciflorum,¶À»¨±¨´º,5,6,NA,NA,NA,Primulaceae,CB
Onosma farreri,Ğ¡»¨µá×Ï²İ,4,4,NA,NA,NA,Boraginaceae,WD
Onosma sinicum,Ğ¡Ò¶µá×Ï²İ,5,6,7,8,Onosma,Boraginaceae,CB
Ophiopogon angustifoliatus,¶ÌÒ©ÑØ½Ö²İ,7,8,9,10,Ophiopogon,Liliaceae,CB
Ophiopogon bodinieri,ÑØ½×²İ,6,8,8,10,NA,Liliaceae,CB
Ophiopogon intermedius,¼äĞÍÑØ½×²İ,5,8,8,10,NA,Liliaceae,CB
Ophiopogon japonicus,Âó¶¬,7,7,11,11,NA,Liliaceae,CB
Ophiorrhiza japonica,ÈÕ±¾Éß¸ù²İ,12,´ÎÄê5,´ÎÄê6,´ÎÄê11,Ophiorrhiza,Rubiaceae,CB
Oplismenus undulatifolius,ÇóÃ×²İ,7,11,7,11,Oplismenus,Poaceae,CB
Orchis chusua,¹ã²¼ºìÃÅÀ¼,6,8,NA,NA,NA,Orchidaceae,CB
Orchis cyclochila,ÂÑ´½ºìÃÅÀ¼,5,6,7,8,NA,Orchidaceae,CB
Orchis latifolia,¿íÒ¶ºìÃÅÀ¼,6,8,NA,NA,NA,Orchidaceae,CB
Orchis limprichtii,»ªÎ÷ºìÃÅÀ¼,5,6,NA,NA,NA,Orchidaceae,CB
Orchis roborowskii,±±·½ºìÃÅÀ¼,NA,NA,NA,NA,NA,Orchidaceae,CB
Orchis spathulata,³×Ò¶ºìÃÅÀ¼,NA,NA,NA,NA,NA,Orchidaceae,CB
Orchis tschiliensis,ºÓ±±ºìÃÅÀ¼,6,8,NA,NA,Orchis,Orchidaceae,CB
Oreocharis henryana,´¨µáÂíÁåÜÄÌ¦,8,8,9,10,Oreocharis,Gesneriaceae,CB
Oreocnide frutescens,×ÏÂé,2,4,6,10,Oreocnide,Urticaceae,WD
Oreoloma eglandulosum,ÉÙÏÙ×¦»¨½æ,6,8,7,8,Oreoloma,Brassicaceae,CB
Oreorchis erythrochrysea,¶Ì¹£É½À¼,5,6,NA,NA,Oreorchis,Orchidaceae,CB
